"Rank","Player","Team","Position","Points","Games","Avg"
"62","Foster Moreau","LV","TE","13.5","1","13.5"
"62","Sony Michel","LAR","RB","13.5","1","13.5"
"62","Stefon Diggs","BUF","WR","13.5","1","13.5"
"65","Zach Ertz","Multi","TE","13.4","1","13.4"
"65","Matt Ryan","ATL","QB","13.4","1","13.4"
"67","Tim Patrick","DEN","WR","13.2","1","13.2"
"68","Cole Kmet","CHI","TE","13.1","1","13.1"
"69","Evan McPherson","CIN","K","13.0","1","13.0"
"70","Joe Burrow","CIN","QB","12.8","1","12.8"
"70","DJ Moore","CAR","WR","12.8","1","12.8"
"72","Zay Jones","LV","WR","12.7","1","12.7"
"72","Craig Reynolds","DET","RB","12.7","1","12.7"
"74","Josh Jacobs","LV","RB","12.4","1","12.4"
"75","Javonte Williams","DEN","RB","12.1","1","12.1"
"76","Daniel Carlson","LV","K","12.0","1","12.0"
"76","Zach Wilson","NYJ","QB","12.0","1","12.0"
"76","New York Jets","NYJ","DST","12.0","1","12.0"
"79","Ben Roethlisberger","PIT","QB","11.9","1","11.9"
"80","Jauan Jennings","SF","WR","11.8","1","11.8"
"81","Kyle Pitts","ATL","TE","11.7","1","11.7"
"81","Tony Pollard","DAL","RB","11.7","1","11.7"
"81","Laquon Treadwell","JAC","WR","11.7","1","11.7"
"84","Darnell Mooney","CHI","WR","11.6","1","11.6"
"85","Kirk Cousins","MIN","QB","11.5","1","11.5"
"86","David Montgomery","CHI","RB","11.3","1","11.3"
"86","Jakobi Meyers","NE","WR","11.3","1","11.3"
"88","D.K. Metcalf","SEA","WR","11.2","1","11.2"
"89","Dalvin Cook","MIN","RB","11.1","1","11.1"
"89","Derek Carr","LV","QB","11.1","1","11.1"
"91","CeeDee Lamb","DAL","WR","11.0","1","11.0"
"92","Chris Godwin","TB","WR","10.9","1","10.9"
"92","Ryan Tannehill","TEN","QB","10.9","1","10.9"
"92","Justin Jackson","LAC","RB","10.9","1","10.9"
"95","Greg Ward","PHI","WR","10.8","1","10.8"
"96","Noah Fant","DEN","TE","10.7","1","10.7"
"96","Michael Burton","KC","RB","10.7","1","10.7"
"98","Braxton Berrios","NYJ","WR","10.6","1","10.6"
"98","Dak Prescott","DAL","QB","10.6","1","10.6"
"100","Trevor Lawrence","JAC","QB","10.5","1","10.5"
"100","AJ Dillon","GB","RB","10.5","1","10.5"
"102","A.J. Green","ARI","WR","10.4","1","10.4"
"103","Devontae Booker","NYG","RB","10.2","1","10.2"
"104","Matthew Wright","JAC","K","10.0","1","10.0"
"104","James O'Shaughnessy","JAC","TE","10.0","1","10.0"
"104","Houston Texans","HOU","DST","10.0","1","10.0"
"104","Gerald Everett","SEA","TE","10.0","1","10.0"
"104","Michael Badgley","Multi","K","10.0","1","10.0"
"104","Brett Maher","NO","K","10.0","1","10.0"
"104","Greg Zuerlein","DAL","K","10.0","1","10.0"
"104","Matt Gay","LAR","K","10.0","1","10.0"
"112","Nick Mullens","CLE","QB","9.9","1","9.9"
"112","Dontrell Hilliard","TEN","RB","9.9","1","9.9"
"114","Bryan Edwards","LV","WR","9.8","1","9.8"
"114","Diontae Johnson","PIT","WR","9.8","1","9.8"
"116","Taysom Hill","NO","QB","9.5","1","9.5"
"117","Saquon Barkley","NYG","RB","9.4","1","9.4"
"118","Kendrick Bourne","NE","WR","9.3","1","9.3"
"118","Mike Gesicki","MIA","TE","9.3","1","9.3"
"120","Damiere Byrd","CHI","WR","9.2","1","9.2"
"120","Robby Anderson","CAR","WR","9.2","1","9.2"
"122","Harrison Bryant","CLE","TE","9.1","1","9.1"
"122","Ronald Jones II","TB","RB","9.1","1","9.1"
"124","James Conner","ARI","RB","9.0","1","9.0"
"124","Clyde Edwards-Helaire","KC","RB","9.0","1","9.0"
"124","Los Angeles Rams","LAR","DST","9.0","1","9.0"
"124","Jalen Guyton","LAC","WR","9.0","1","9.0"
"124","Jamison Crowder","NYJ","WR","9.0","1","9.0"
"124","Jake Elliott","PHI","K","9.0","1","9.0"
"124","Miami Dolphins","MIA","DST","9.0","1","9.0"
"124","San Francisco 49ers","SF","DST","9.0","1","9.0"
"124","Cincinnati Bengals","CIN","DST","9.0","1","9.0"
"133","Laviska Shenault Jr.","JAC","WR","8.9","1","8.9"
"133","Jesper Horsted","CHI","TE","8.9","1","8.9"
"135","Albert Okwuegbunam","DEN","TE","8.8","1","8.8"
"135","Donovan Peoples-Jones","CLE","WR","8.8","1","8.8"
"137","Jalen Reagor","PHI","WR","8.7","1","8.7"
"138","Kenny Golladay","NYG","WR","8.3","1","8.3"
"139","Kyle Juszczyk","SF","RB","8.2","1","8.2"
"139","Ben Skowronek","LAR","WR","8.2","1","8.2"
"141","Tyler Johnson","TB","WR","8.1","1","8.1"
"141","Jeremy McNichols","TEN","RB","8.1","1","8.1"
"141","Isaiah Ford","MIA","WR","8.1","1","8.1"
"144","Younghoe Koo","ATL","K","8.0","1","8.0"
"144","Jaret Patterson","WAS","RB","8.0","1","8.0"
"144","Detroit Lions","DET","DST","8.0","1","8.0"
"144","Harrison Butker","KC","K","8.0","1","8.0"
"148","Mike Williams","LAC","WR","7.9","1","7.9"
"149","Dawson Knox","BUF","TE","7.8","1","7.8"
"149","Nyheim Hines","IND","RB","7.8","1","7.8"
"149","Garrett Gilbert","WAS","QB","7.8","1","7.8"
"152","Pat Freiermuth","PIT","TE","7.7","1","7.7"
"152","Ihmir Smith-Marsette","MIN","WR","7.7","1","7.7"
"154","Cole Beasley","BUF","WR","7.5","1","7.5"
"155","Brandon Bolden","NE","RB","7.4","1","7.4"
"155","Nelson Agholor","NE","WR","7.4","1","7.4"
"157","Olamide Zaccheaus","ATL","WR","7.3","1","7.3"
"157","Evan Engram","NYG","TE","7.3","1","7.3"
"159","Nick Westbrook-Ikhine","TEN","WR","7.2","1","7.2"
"159","N'Keal Harry","NE","WR","7.2","1","7.2"
"161","Terry McLaurin","WAS","WR","7.1","1","7.1"
"161","Melvin Gordon III","DEN","RB","7.1","1","7.1"
"163","Tyler Bass","BUF","K","7.0","1","7.0"
"163","Mason Crosby","GB","K","7.0","1","7.0"
"163","Washington Football Team","WAS","DST","7.0","1","7.0"
"163","Robbie Gould","SF","K","7.0","1","7.0"
"163","Jason Sanders","MIA","K","7.0","1","7.0"
"163","Graham Gano","NYG","K","7.0","1","7.0"
"163","Seattle Seahawks","SEA","DST","7.0","1","7.0"
"163","Randy Bullock","TEN","K","7.0","1","7.0"
"163","Joe Mixon","CIN","RB","7.0","1","7.0"
"163","Chicago Bears","CHI","DST","7.0","1","7.0"
"163","Chester Rogers","TEN","WR","7.0","1","7.0"
"163","Marcedes Lewis","GB","TE","7.0","1","7.0"
"163","DeVonta Smith","PHI","WR","7.0","1","7.0"
"163","Carson Wentz","IND","QB","7.0","1","7.0"
"163","Cleveland Browns","CLE","DST","7.0","1","7.0"
"163","Buffalo Bills","BUF","DST","7.0","1","7.0"
"179","Ricky Seals-Jones","WAS","TE","6.9","1","6.9"
"179","Jordan Howard","PHI","RB","6.9","1","6.9"
"181","James Washington","PIT","WR","6.6","1","6.6"
"182","Khalil Herbert","CHI","RB","6.4","1","6.4"
"182","Rashaad Penny","SEA","RB","6.4","1","6.4"
"184","Phillip Dorsett II","Multi","WR","6.3","1","6.3"
"184","Samaje Perine","CIN","RB","6.3","1","6.3"
"186","Hunter Renfrow","LV","WR","6.2","1","6.2"
"186","Jared Cook","LAC","TE","6.2","1","6.2"
"186","Michael Gallup","DAL","WR","6.2","1","6.2"
"189","Latavius Murray","BAL","RB","6.1","1","6.1"
"190","Justin Tucker","BAL","K","6.0","1","6.0"
"190","Matt Prater","ARI","K","6.0","1","6.0"
"190","Eddy Pineiro","NYJ","K","6.0","1","6.0"
"190","Brandon McManus","DEN","K","6.0","1","6.0"
"190","Tampa Bay Buccaneers","TB","DST","6.0","1","6.0"
"195","David Njoku","CLE","TE","5.9","1","5.9"
"195","Ryan Griffin","NYJ","TE","5.9","1","5.9"
"197","Tom Brady","TB","QB","5.8","1","5.8"
"198","Rex Burkhead","HOU","RB","5.7","1","5.7"
"199","Peyton Barber","LV","RB","5.6","1","5.6"
"200","Tyler Kroft","NYJ","TE","5.5","1","5.5"
"200","D'Ernest Johnson","CLE","RB","5.5","1","5.5"
"202","Myles Gaskin","MIA","RB","5.4","1","5.4"
"202","Rashard Higgins","CLE","WR","5.4","1","5.4"
"204","Van Jefferson","LAR","WR","5.3","1","5.3"
"204","Chase Edmonds","ARI","RB","5.3","1","5.3"
"204","Adam Humphries","WAS","WR","5.3","1","5.3"
"204","Drew Lock","DEN","QB","5.3","1","5.3"
"208","Byron Pringle","KC","WR","5.2","1","5.2"
"208","Russell Wilson","SEA","QB","5.2","1","5.2"
"210","K.J. Osborn","MIN","WR","5.1","1","5.1"
"210","Alvin Kamara","NO","RB","5.1","1","5.1"
"210","Chuba Hubbard","CAR","RB","5.1","1","5.1"
"213","Rhamondre Stevenson","NE","RB","5.0","1","5.0"
"213","Greg Joseph","MIN","K","5.0","1","5.0"
"213","Carolina Panthers","CAR","DST","5.0","1","5.0"
"213","New York Giants","NYG","DST","5.0","1","5.0"
"213","Nick Folk","NE","K","5.0","1","5.0"
"213","Brian Johnson","Multi","K","5.0","1","5.0"
"213","Tevin Coleman","NYJ","RB","5.0","1","5.0"
"220","Teddy Bridgewater","DEN","QB","4.9","1","4.9"
"220","Antoine Wesley","ARI","WR","4.9","1","4.9"
"220","Rob Gronkowski","TB","TE","4.9","1","4.9"
"223","C.J. Uzomah","CIN","TE","4.8","1","4.8"
"223","Allen Lazard","GB","WR","4.8","1","4.8"
"225","Darrell Henderson Jr.","LAR","RB","4.7","1","4.7"
"226","Najee Harris","PIT","RB","4.6","1","4.6"
"226","Demetric Felton","CLE","RB","4.6","1","4.6"
"226","Josiah Deguara","GB","TE","4.6","1","4.6"
"226","Brandon Aiyuk","SF","WR","4.6","1","4.6"
"230","DeAndre Carter","WAS","WR","4.4","1","4.4"
"230","Jordan Akins","HOU","TE","4.4","1","4.4"
"232","Devin Duvernay","BAL","WR","4.3","1","4.3"
"232","Cordarrelle Patterson","ATL","RB","4.3","1","4.3"
"232","Darius Slayton","NYG","WR","4.3","1","4.3"
"232","Tee Higgins","CIN","WR","4.3","1","4.3"
"236","Cameron Brate","TB","TE","4.2","1","4.2"
"237","Jeremy Sprinkle","DAL","TE","4.1","1","4.1"
"238","Rondale Moore","ARI","WR","4.0","1","4.0"
"238","Denver Broncos","DEN","DST","4.0","1","4.0"
"238","Dustin Hopkins","Multi","K","4.0","1","4.0"
"238","Los Angeles Chargers","LAC","DST","4.0","1","4.0"
"238","Jason Myers","SEA","K","4.0","1","4.0"
"238","Tennessee Titans","TEN","DST","4.0","1","4.0"
"238","Kalif Raymond","DET","WR","4.0","1","4.0"
"245","Ashton Dulin","IND","WR","3.9","1","3.9"
"245","John Bates","WAS","TE","3.9","1","3.9"
"247","Scotty Miller","TB","WR","3.8","1","3.8"
"247","Mark Ingram II","Multi","RB","3.8","1","3.8"
"249","Tre'Quan Smith","NO","WR","3.7","1","3.7"
"249","Brandon Zylstra","CAR","WR","3.7","1","3.7"
"249","David Johnson","HOU","RB","3.7","1","3.7"
"252","Sterling Shepard","NYG","WR","3.5","1","3.5"
"252","Freddie Swain","SEA","WR","3.5","1","3.5"
"254","Nico Collins","HOU","WR","3.4","1","3.4"
"254","Marvin Jones Jr.","JAC","WR","3.4","1","3.4"
"254","Devonta Freeman","BAL","RB","3.4","1","3.4"
"254","Quez Watkins","PHI","WR","3.4","1","3.4"
"258","Jake Fromm","NYG","QB","3.3","1","3.3"
"258","Zach Pascal","IND","WR","3.3","1","3.3"
"258","Kene Nwangwu","MIN","RB","3.3","1","3.3"
"261","Chris Conley","HOU","WR","3.2","1","3.2"
"261","Courtland Sutton","DEN","WR","3.2","1","3.2"
"261","Tyler Davis","GB","TE","3.2","1","3.2"
"264","Mecole Hardman","KC","WR","3.1","1","3.1"
"265","Cairo Santos","CHI","K","3.0","1","3.0"
"265","Arizona Cardinals","ARI","DST","3.0","1","3.0"
"265","Michael Carter","NYJ","RB","3.0","1","3.0"
"265","Kansas City Chiefs","KC","DST","3.0","1","3.0"
"265","Philadelphia Eagles","PHI","DST","3.0","1","3.0"
"265","New England Patriots","NE","DST","3.0","1","3.0"
"271","Trevon Wesco","NYJ","TE","2.9","1","2.9"
"271","T.Y. Hilton","IND","WR","2.9","1","2.9"
"273","Amari Cooper","DAL","WR","2.8","1","2.8"
"274","Zach Gentry","PIT","TE","2.7","1","2.7"
"275","Shane Zylstra","DET","TE","2.6","1","2.6"
"275","Collin Johnson","NYG","WR","2.6","1","2.6"
"275","Hayden Hurst","ATL","TE","2.6","1","2.6"
"278","Jonathan Ward","ARI","RB","2.5","1","2.5"
"278","Isaiah McKenzie","BUF","WR","2.5","1","2.5"
"278","Joshua Palmer","LAC","WR","2.5","1","2.5"
"278","Colt McCoy","ARI","QB","2.5","1","2.5"
"278","Pharaoh Brown","HOU","TE","2.5","1","2.5"
"283","Mike Evans","TB","WR","2.4","1","2.4"
"284","Jimmy Graham","CHI","TE","2.3","1","2.3"
"284","Andy Isabella","ARI","WR","2.3","1","2.3"
"284","Cam Sims","WAS","WR","2.3","1","2.3"
"287","Stephen Anderson","LAC","TE","2.2","1","2.2"
"288","Chris Manhertz","JAC","TE","2.1","1","2.1"
"288","Tavon Austin","JAC","WR","2.1","1","2.1"
"288","DeSean Jackson","Multi","WR","2.1","1","2.1"
"288","Mike Davis","ATL","RB","2.1","1","2.1"
"292","Jacksonville Jaguars","JAC","DST","2.0","1","2.0"
"292","Albert Wilson","MIA","WR","2.0","1","2.0"
"292","Baltimore Ravens","BAL","DST","2.0","1","2.0"
"292","Chase McLaughlin","CLE","K","2.0","1","2.0"
"296","Keelan Cole Sr.","NYJ","WR","1.9","1","1.9"
"296","Brycen Hopkins","LAR","TE","1.9","1","1.9"
"296","Kyle Rudolph","NYG","TE","1.9","1","1.9"
"296","Anthony Firkser","TEN","TE","1.9","1","1.9"
"296","Ke'Shawn Vaughn","TB","RB","1.9","1","1.9"
"296","Chase Claypool","PIT","WR","1.9","1","1.9"
"302","Tommy Tremble","CAR","TE","1.8","1","1.8"
"302","James Proche II","BAL","WR","1.8","1","1.8"
"304","Jack Stoll","PHI","TE","1.7","1","1.7"
"304","Odell Beckham Jr.","Multi","WR","1.7","1","1.7"
"304","Jakeem Grant Sr.","Multi","WR","1.7","1","1.7"
"304","Tyler Conklin","MIN","TE","1.7","1","1.7"
"304","Michael Pittman Jr.","IND","WR","1.7","1","1.7"
"304","Qadree Ollison","ATL","RB","1.7","1","1.7"
"310","Dare Ogunbowale","JAC","RB","1.6","1","1.6"
"310","Malik Turner","DAL","WR","1.6","1","1.6"
"312","Ian Thomas","CAR","TE","1.5","1","1.5"
"312","Geoff Swaim","TEN","TE","1.5","1","1.5"
"312","Rashod Bateman","BAL","WR","1.5","1","1.5"
"312","Cody Hollister","TEN","WR","1.5","1","1.5"
"312","Jonnu Smith","NE","TE","1.5","1","1.5"
"312","Tylan Wallace","BAL","WR","1.5","1","1.5"
"318","Tre' McKitty","LAC","TE","1.4","1","1.4"
"318","Durham Smythe","MIA","TE","1.4","1","1.4"
"318","Adam Trautman","NO","TE","1.4","1","1.4"
"321","Ja'Marr Chase","CIN","WR","1.3","1","1.3"
"321","Will Dissly","SEA","TE","1.3","1","1.3"
"321","C.J. Ham","MIN","RB","1.3","1","1.3"
"324","Drew Sample","CIN","TE","1.2","1","1.2"
"324","Austin Walter","NYJ","RB","1.2","1","1.2"
"324","Darrel Williams","KC","RB","1.2","1","1.2"
"327","MyCole Pruitt","TEN","TE","1.1","1","1.1"
"327","Godwin Igwebuike","DET","RB","1.1","1","1.1"
"329","Atlanta Falcons","ATL","DST","1.0","1","1.0"
"329","Mike Glennon","NYG","QB","1.0","1","1.0"
"329","Las Vegas Raiders","LV","DST","1.0","1","1.0"
"329","Jack Doyle","IND","TE","1.0","1","1.0"
"329","Ray-Ray McCloud","PIT","WR","1.0","1","1.0"
"334","Daniel Helm","LV","TE","0.9","1","0.9"
"334","Jermar Jefferson","DET","RB","0.9","1","0.9"
"336","Dax Milne","WAS","WR","0.8","1","0.8"
"336","Royce Freeman","Multi","RB","0.8","1","0.8"
"338","JaMycal Hasty","SF","RB","0.6","1","0.6"
"338","Andre Roberts","Multi","WR","0.6","1","0.6"
"340","Jonathan Williams","WAS","RB","0.5","1","0.5"
"341","Gabe Nabers","LAC","RB","0.4","1","0.4"
"342","Marcus Mariota","LV","QB","0.3","1","0.3"
"342","Blake Bell","KC","TE","0.3","1","0.3"
"344","Jacoby Brissett","MIA","QB","0.2","1","0.2"
"345","Matt Breida","BUF","RB","0.1","1","0.1"
"345","Joshua Kelley","LAC","RB","0.1","1","0.1"
"347","Colby Parkinson","SEA","TE","0.0","1","0.0"
"347","Hunter Long","MIA","TE","0.0","1","0.0"
"347","Jordan Veasy","HOU","WR","0.0","1","0.0"
"347","Landen Akers","LAR","WR","0.0","1","0.0"
"347","Jalen Richard","LV","RB","0.0","1","0.0"
"347","Charlie Woerner","SF","TE","0.0","1","0.0"
"347","Nick Vannett","NO","TE","0.0","1","0.0"
"347","Pharoh Cooper","NYG","WR","0.0","1","0.0"
"347","Juwann Winfree","GB","WR","0.0","1","0.0"
"347","Brandin Bryant","BUF","RB","0.0","1","0.0"
"347","Marquez Stevenson","BUF","WR","0.0","1","0.0"
"347","Rashod Berry","DET","TE","0.0","1","0.0"
"347","Kendall Blanton","LAR","TE","0.0","1","0.0"
"347","Brock Wright","DET","TE","0.0","1","0.0"
"347","Brian Hill","SF","RB","0.0","1","0.0"
"347","Mitchell Wilcox","CIN","TE","0.0","1","0.0"
"347","Dazz Newsome","CHI","WR","0.0","1","0.0"
"347","Easop Winston Jr.","NO","WR","0.0","1","0.0"
"347","Trent Taylor","CIN","WR","0.0","1","0.0"
"347","Alex Bachman","NYG","WR","0.0","1","0.0"
"347","Miller Forristall","CLE","TE","0.0","1","0.0"
"347","Tommylee Lewis","MIA","WR","0.0","1","0.0"
"347","Andrew Beck","DEN","TE","0.0","1","0.0"
"347","Quinton Bell","ATL","WR","0.0","1","0.0"
"347","River Cracraft","SF","WR","0.0","1","0.0"
"347","Sandro Platzgummer","NYG","RB","0.0","1","0.0"
"347","Brandon Powell","LAR","WR","0.0","1","0.0"
"347","Luke Stocker","MIN","TE","0.0","1","0.0"
"347","Cody Thompson","SEA","WR","0.0","1","0.0"
"347","Benny Snell Jr.","PIT","RB","0.0","1","0.0"
"347","Elijhaa Penny","NYG","RB","0.0","1","0.0"
"347","Alex Erickson","CAR","WR","0.0","1","0.0"
"347","Corey Clement","DAL","RB","0.0","1","0.0"
"347","Terrace Marshall Jr.","CAR","WR","0.0","1","0.0"
"347","Gunner Olszewski","NE","WR","0.0","1","0.0"
"347","Willie Snead IV","Multi","WR","0.0","1","0.0"
"347","Mack Hollins","MIA","WR","0.0","1","0.0"
"347","Damien Williams","CHI","RB","0.0","1","0.0"
"347","Demetrius Harris","ARI","TE","0.0","1","0.0"
"347","Mo Alie-Cox","IND","TE","0.0","1","0.0"
"347","Dyami Brown","WAS","WR","0.0","1","0.0"
"347","Ty Montgomery","NO","RB","0.0","1","0.0"
"347","Julio Jones","TEN","WR","0.0","1","0.0"
"347","Juwan Johnson","NO","TE","0.0","1","0.0"
"347","Green Bay Packers","GB","DST","0.0","1","0.0"
"347","Trent Sherfield","SF","WR","0.0","1","0.0"
"347","Donald Parham Jr.","LAC","TE","0.0","1","0.0"
"347","D'Wayne Eskridge","SEA","WR","0.0","1","0.0"
"347","Demarcus Robinson","KC","WR","0.0","1","0.0"
"347","Diontae Spencer","DEN","WR","0.0","1","0.0"
"347","Ty Long","LAC","K","0.0","1","0.0"
"347","Malik Taylor","GB","WR","0.0","1","0.0"
"347","Larry Rountree III","LAC","RB","0.0","1","0.0"
"347","Jaydon Mickens","Multi","WR","0.0","1","0.0"
"347","Lee Smith","ATL","TE","0.0","1","0.0"
"347","Tajae Sharpe","ATL","WR","0.0","1","0.0"
"347","O.J. Howard","TB","TE","0.0","1","0.0"
"347","Christian Blake","ATL","WR","0.0","1","0.0"
"347","Giovanni Ricci","CAR","TE","0.0","1","0.0"
"347","Alex Armah Jr.","Multi","RB","0.0","1","0.0"
"347","Jakob Johnson","NE","RB","0.0","1","0.0"
"347","Tommy Sweeney","BUF","TE","0.0","1","0.0"
"347","Jaelon Darden","TB","WR","0.0","1","0.0"
"347","Jacob Hollister","JAC","TE","0.0","1","0.0"
"347","Chris Moore","HOU","WR","0.0","1","0.0"
"347","Nsimba Webster","CHI","WR","0.0","1","0.0"
"347","Denzel Mims","NYJ","WR","0.0","1","0.0"
"347","Kendall Hinton","DEN","WR","0.0","1","0.0"
"347","Ryan Succop","TB","K","0.0","1","0.0"
"347","Jerry Jeudy","DEN","WR","0.0","1","0.0"
"347","Amari Rodgers","GB","WR","0.0","1","0.0"
"347","Kenneth Gainwell","PHI","RB","0.0","1","0.0"
"419","Racey McMath","TEN","WR","-1.1","1","-1.1"
""
""
