"Rank","Player","Team","Position","Points","Games","Avg"
"129","Cairo Santos","CHI","K","10.0","1","10.0"
"133","Geoff Swaim","TEN","TE","9.9","1","9.9"
"133","Davis Mills","HOU","QB","9.9","1","9.9"
"135","Tyler Conklin","MIN","TE","9.7","1","9.7"
"136","Tee Higgins","CIN","WR","9.2","1","9.2"
"136","Ameer Abdullah","Multi","RB","9.2","1","9.2"
"138","Justin Jackson","LAC","RB","9.1","1","9.1"
"138","Mike Gesicki","MIA","TE","9.1","1","9.1"
"140","Courtland Sutton","DEN","WR","9.0","1","9.0"
"140","San Francisco 49ers","SF","DST","9.0","1","9.0"
"140","Nick Folk","NE","K","9.0","1","9.0"
"140","Tyler Johnson","TB","WR","9.0","1","9.0"
"140","Brandon McManus","DEN","K","9.0","1","9.0"
"145","Kyle Pitts","ATL","TE","8.9","1","8.9"
"145","Jarvis Landry","CLE","WR","8.9","1","8.9"
"147","Cam Sims","WAS","WR","8.8","1","8.8"
"147","Tony Pollard","DAL","RB","8.8","1","8.8"
"149","Devonta Freeman","BAL","RB","8.7","1","8.7"
"150","DeVante Parker","MIA","WR","8.6","1","8.6"
"151","Cameron Brate","TB","TE","8.5","1","8.5"
"151","Le'Veon Bell","Multi","RB","8.5","1","8.5"
"151","Freddie Swain","SEA","WR","8.5","1","8.5"
"151","Duke Johnson Jr.","MIA","RB","8.5","1","8.5"
"155","DeVonta Smith","PHI","WR","8.4","1","8.4"
"156","CeeDee Lamb","DAL","WR","8.1","1","8.1"
"157","Eddy Pineiro","NYJ","K","8.0","1","8.0"
"157","Atlanta Falcons","ATL","DST","8.0","1","8.0"
"157","Buffalo Bills","BUF","DST","8.0","1","8.0"
"157","Russell Gage","ATL","WR","8.0","1","8.0"
"157","Ryan Succop","TB","K","8.0","1","8.0"
"162","Ben Roethlisberger","PIT","QB","7.8","1","7.8"
"163","Jaylen Waddle","MIA","WR","7.7","1","7.7"
"164","Ray-Ray McCloud","PIT","WR","7.5","1","7.5"
"164","Allen Robinson II","CHI","WR","7.5","1","7.5"
"166","Michael Carter","NYJ","RB","7.3","1","7.3"
"167","C.J. Uzomah","CIN","TE","7.2","1","7.2"
"167","Cordarrelle Patterson","ATL","RB","7.2","1","7.2"
"167","Pat Freiermuth","PIT","TE","7.2","1","7.2"
"170","Harrison Bryant","CLE","TE","7.1","1","7.1"
"171","Younghoe Koo","ATL","K","7.0","1","7.0"
"171","Gabriel Davis","BUF","WR","7.0","1","7.0"
"171","Harrison Butker","KC","K","7.0","1","7.0"
"174","Hunter Henry","NE","TE","6.7","1","6.7"
"174","Durham Smythe","MIA","TE","6.7","1","6.7"
"174","Blake Bell","KC","TE","6.7","1","6.7"
"177","Devontae Booker","NYG","RB","6.6","1","6.6"
"177","Matt Ryan","ATL","QB","6.6","1","6.6"
"177","Gerald Everett","SEA","TE","6.6","1","6.6"
"177","Marvin Jones Jr.","JAC","WR","6.6","1","6.6"
"181","Byron Pringle","KC","WR","6.5","1","6.5"
"181","John Bates","WAS","TE","6.5","1","6.5"
"181","Ke'Shawn Vaughn","TB","RB","6.5","1","6.5"
"184","Ian Thomas","CAR","TE","6.3","1","6.3"
"184","Mecole Hardman","KC","WR","6.3","1","6.3"
"186","Cole Beasley","BUF","WR","6.2","1","6.2"
"187","A.J. Brown","TEN","WR","6.1","1","6.1"
"187","Breshad Perriman","TB","WR","6.1","1","6.1"
"187","Parker Hesse","ATL","TE","6.1","1","6.1"
"190","Indianapolis Colts","IND","DST","6.0","1","6.0"
"190","Green Bay Packers","GB","DST","6.0","1","6.0"
"190","Andre Roberts","Multi","WR","6.0","1","6.0"
"190","Philadelphia Eagles","PHI","DST","6.0","1","6.0"
"190","Greg Joseph","MIN","K","6.0","1","6.0"
"195","D'Andre Swift","DET","RB","5.9","1","5.9"
"195","DJ Moore","CAR","WR","5.9","1","5.9"
"197","Mo Alie-Cox","IND","TE","5.8","1","5.8"
"197","Nyheim Hines","IND","RB","5.8","1","5.8"
"197","Nick Chubb","CLE","RB","5.8","1","5.8"
"200","Kenny Yeboah","NYJ","TE","5.6","1","5.6"
"200","Antonio Brown","TB","WR","5.6","1","5.6"
"202","Derrick Gore","KC","RB","5.5","1","5.5"
"202","Keelan Cole Sr.","NYJ","WR","5.5","1","5.5"
"202","Nico Collins","HOU","WR","5.5","1","5.5"
"202","Greg Ward","PHI","WR","5.5","1","5.5"
"202","Cole Kmet","CHI","TE","5.5","1","5.5"
"207","Tua Tagovailoa","MIA","QB","5.3","1","5.3"
"207","Alexander Mattison","MIN","RB","5.3","1","5.3"
"209","Tre' McKitty","LAC","TE","5.2","1","5.2"
"210","Jaylen Samuels","HOU","RB","5.1","1","5.1"
"210","Trinity Benson","DET","WR","5.1","1","5.1"
"212","New York Giants","NYG","DST","5.0","1","5.0"
"212","Seattle Seahawks","SEA","DST","5.0","1","5.0"
"214","Daniel Brown","NYJ","TE","4.9","1","4.9"
"214","Austin Walter","NYJ","RB","4.9","1","4.9"
"216","Austin Hooper","CLE","TE","4.8","1","4.8"
"217","Chase Claypool","PIT","WR","4.7","1","4.7"
"217","D'Wayne Eskridge","SEA","WR","4.7","1","4.7"
"219","Joshua Palmer","LAC","WR","4.6","1","4.6"
"219","Lil'Jordan Humphrey","NO","WR","4.6","1","4.6"
"221","Brandon Bolden","NE","RB","4.5","1","4.5"
"221","Jauan Jennings","SF","WR","4.5","1","4.5"
"221","George Kittle","SF","TE","4.5","1","4.5"
"224","Greg Dortch","ARI","WR","4.4","1","4.4"
"224","Ryquell Armstead","JAC","RB","4.4","1","4.4"
"224","Seth Williams","DEN","WR","4.4","1","4.4"
"227","Devin Duvernay","BAL","WR","4.3","1","4.3"
"227","Kendall Hinton","DEN","WR","4.3","1","4.3"
"227","Dalvin Cook","MIN","RB","4.3","1","4.3"
"227","Deonte Harty","NO","WR","4.3","1","4.3"
"231","Wendell Smallwood","WAS","RB","4.2","1","4.2"
"231","Javonte Williams","DEN","RB","4.2","1","4.2"
"233","Cleveland Browns","CLE","DST","4.0","1","4.0"
"233","Ezekiel Elliott","DAL","RB","4.0","1","4.0"
"233","Lirim Hajrullahu","Multi","K","4.0","1","4.0"
"233","Matthew Wright","JAC","K","4.0","1","4.0"
"237","Zack Moss","BUF","RB","3.9","1","3.9"
"238","Ben Skowronek","LAR","WR","3.8","1","3.8"
"238","Marquise Brown","BAL","WR","3.8","1","3.8"
"240","Ronald Jones II","TB","RB","3.7","1","3.7"
"241","Terrace Marshall Jr.","CAR","WR","3.6","1","3.6"
"241","Jonathan Ward","ARI","RB","3.6","1","3.6"
"243","Dyami Brown","WAS","WR","3.5","1","3.5"
"243","Quez Watkins","PHI","WR","3.5","1","3.5"
"243","Jonnu Smith","NE","TE","3.5","1","3.5"
"246","Damiere Byrd","CHI","WR","3.3","1","3.3"
"246","Chester Rogers","TEN","WR","3.3","1","3.3"
"246","Jalen Richard","LV","RB","3.3","1","3.3"
"246","Laviska Shenault Jr.","JAC","WR","3.3","1","3.3"
"250","Tavon Austin","JAC","WR","3.2","1","3.2"
"250","Peyton Barber","LV","RB","3.2","1","3.2"
"250","Adam Humphries","WAS","WR","3.2","1","3.2"
"253","Jonathan Williams","WAS","RB","3.1","1","3.1"
"253","Latavius Murray","BAL","RB","3.1","1","3.1"
"253","Josiah Deguara","GB","TE","3.1","1","3.1"
"253","Jalen Guyton","LAC","WR","3.1","1","3.1"
"257","Riley Patterson","DET","K","3.0","1","3.0"
"257","Robby Anderson","CAR","WR","3.0","1","3.0"
"257","Tyler Bass","BUF","K","3.0","1","3.0"
"257","Arizona Cardinals","ARI","DST","3.0","1","3.0"
"257","Kansas City Chiefs","KC","DST","3.0","1","3.0"
"257","Houston Texans","HOU","DST","3.0","1","3.0"
"257","Sam Darnold","CAR","QB","3.0","1","3.0"
"257","Carolina Panthers","CAR","DST","3.0","1","3.0"
"257","Tampa Bay Buccaneers","TB","DST","3.0","1","3.0"
"257","Jason Sanders","MIA","K","3.0","1","3.0"
"257","Graham Gano","NYG","K","3.0","1","3.0"
"268","Kyle Juszczyk","SF","RB","2.9","1","2.9"
"268","Tyler Davis","GB","TE","2.9","1","2.9"
"270","Olamide Zaccheaus","ATL","WR","2.8","1","2.8"
"271","Travis Homer","SEA","RB","2.7","1","2.7"
"272","Brian Hoyer","NE","QB","2.6","1","2.6"
"272","Jordan Howard","PHI","RB","2.6","1","2.6"
"274","Albert Okwuegbunam","DEN","TE","2.5","1","2.5"
"274","Royce Freeman","Multi","RB","2.5","1","2.5"
"276","Equanimeous St. Brown","GB","WR","2.4","1","2.4"
"276","D'Ernest Johnson","CLE","RB","2.4","1","2.4"
"276","Samaje Perine","CIN","RB","2.4","1","2.4"
"279","Jeff Smith","NYJ","WR","2.3","1","2.3"
"279","Craig Reynolds","DET","RB","2.3","1","2.3"
"279","Myles Gaskin","MIA","RB","2.3","1","2.3"
"282","Colby Parkinson","SEA","TE","2.2","1","2.2"
"282","Trent Sherfield","SF","WR","2.2","1","2.2"
"282","Juwann Winfree","GB","WR","2.2","1","2.2"
"282","Evan Engram","NYG","TE","2.2","1","2.2"
"282","David Sills V","NYG","WR","2.2","1","2.2"
"287","Chase McLaughlin","CLE","K","2.0","1","2.0"
"287","Washington Football Team","WAS","DST","2.0","1","2.0"
"287","Matt Gay","LAR","K","2.0","1","2.0"
"287","Las Vegas Raiders","LV","DST","2.0","1","2.0"
"287","Greg Zuerlein","DAL","K","2.0","1","2.0"
"287","New York Jets","NYJ","DST","2.0","1","2.0"
"293","Pharaoh Brown","HOU","TE","1.9","1","1.9"
"293","Phillip Lindsay","Multi","RB","1.9","1","1.9"
"293","Gunner Olszewski","NE","WR","1.9","1","1.9"
"293","Qadree Ollison","ATL","RB","1.9","1","1.9"
"293","Isaiah McKenzie","BUF","WR","1.9","1","1.9"
"293","Brevin Jordan","HOU","TE","1.9","1","1.9"
"293","Foster Moreau","LV","TE","1.9","1","1.9"
"300","Ricky Seals-Jones","WAS","TE","1.8","1","1.8"
"300","Rashard Higgins","CLE","WR","1.8","1","1.8"
"300","Stephen Anderson","LAC","TE","1.8","1","1.8"
"300","Patrick Taylor Jr.","GB","RB","1.8","1","1.8"
"300","Will Dissly","SEA","TE","1.8","1","1.8"
"300","Zach Pascal","IND","WR","1.8","1","1.8"
"306","Luke Farrell","JAC","TE","1.7","1","1.7"
"306","Jordan Love","GB","QB","1.7","1","1.7"
"308","Marcus Mariota","LV","QB","1.6","1","1.6"
"308","Noah Gray","KC","TE","1.6","1","1.6"
"308","JaMycal Hasty","SF","RB","1.6","1","1.6"
"308","Adam Prentice","NO","RB","1.6","1","1.6"
"308","Penny Hart","SEA","WR","1.6","1","1.6"
"313","DeSean Jackson","Multi","WR","1.5","1","1.5"
"313","Josh Gordon","KC","WR","1.5","1","1.5"
"315","Jesse James","CHI","TE","1.4","1","1.4"
"315","Dede Westbrook","MIN","WR","1.4","1","1.4"
"315","Jeremy McNichols","TEN","RB","1.4","1","1.4"
"315","Juwan Johnson","NO","TE","1.4","1","1.4"
"319","Marquez Valdes-Scantling","GB","WR","1.3","1","1.3"
"320","Nick Boyle","BAL","TE","1.2","1","1.2"
"321","Chris Conley","HOU","WR","1.1","1","1.1"
"321","C.J. Ham","MIN","RB","1.1","1","1.1"
"323","Isaiah Ford","MIA","WR","1.0","1","1.0"
"323","Dallas Cowboys","DAL","DST","1.0","1","1.0"
"323","Zach Gentry","PIT","TE","1.0","1","1.0"
"323","Ka'imi Fairbairn","HOU","K","1.0","1","1.0"
"327","Khalil Herbert","CHI","RB","0.9","1","0.9"
"328","DeAndre Carter","WAS","WR","0.6","1","0.6"
"329","Cam Newton","CAR","QB","0.5","1","0.5"
"330","Kenneth Gainwell","PHI","RB","0.4","1","0.4"
"331","Eno Benjamin","ARI","RB","0.3","1","0.3"
"332","Kellen Mond","MIN","QB","0.2","1","0.2"
"332","Benny Snell Jr.","PIT","RB","0.2","1","0.2"
"332","Gabe Nabers","LAC","RB","0.2","1","0.2"
"332","Michael Burton","KC","RB","0.2","1","0.2"
"336","Dax Milne","WAS","WR","0.1","1","0.1"
"336","Derek Watt","PIT","RB","0.1","1","0.1"
"336","DeeJay Dallas","SEA","RB","0.1","1","0.1"
"339","David Moore","Multi","WR","0.0","1","0.0"
"339","Charlie Woerner","SF","TE","0.0","1","0.0"
"339","Travis Benjamin","SF","WR","0.0","1","0.0"
"339","Ryan Nall","CHI","RB","0.0","1","0.0"
"339","Brandon Allen","CIN","QB","0.0","1","0.0"
"339","Shi Smith","CAR","WR","0.0","1","0.0"
"339","Darwin Thompson","TB","RB","0.0","1","0.0"
"339","River Cracraft","SF","WR","0.0","1","0.0"
"339","Trent Taylor","CIN","WR","0.0","1","0.0"
"339","Kenjon Barner","TB","RB","0.0","1","0.0"
"339","Trace McSorley","ARI","QB","0.0","1","0.0"
"339","Brett Rypien","DEN","QB","0.0","1","0.0"
"339","Ryan Switzer","CLE","WR","0.0","1","0.0"
"339","Nathan Cottrell","JAC","RB","0.0","1","0.0"
"339","Jordan Veasy","HOU","WR","0.0","1","0.0"
"339","Brandon Powell","LAR","WR","0.0","1","0.0"
"339","Jeff Wilson Jr.","SF","RB","0.0","1","0.0"
"339","Frank Darby","ATL","WR","0.0","1","0.0"
"339","Deon Jackson","IND","RB","0.0","1","0.0"
"339","Dezmon Patmon","IND","WR","0.0","1","0.0"
"339","Pharoh Cooper","NYG","WR","0.0","1","0.0"
"339","Kene Nwangwu","MIN","RB","0.0","1","0.0"
"339","Kevin Rader","PIT","TE","0.0","1","0.0"
"339","Tyron Johnson","Multi","WR","0.0","1","0.0"
"339","Sammis Reyes","WAS","TE","0.0","1","0.0"
"339","Miami Dolphins","MIA","DST","0.0","1","0.0"
"339","Marquez Stevenson","BUF","WR","0.0","1","0.0"
"339","Darius Bradwell","LAC","RB","0.0","1","0.0"
"339","Ja'Marcus Bradley","CLE","WR","0.0","1","0.0"
"339","Elijah McGuire","KC","RB","0.0","1","0.0"
"339","Godwin Igwebuike","DET","RB","0.0","1","0.0"
"339","Jamal Agnew","JAC","WR","0.0","1","0.0"
"339","Kenny Golladay","NYG","WR","0.0","1","0.0"
"339","Corey Clement","DAL","RB","0.0","1","0.0"
"339","Marquise Goodwin","CHI","WR","0.0","1","0.0"
"339","Alex Erickson","CAR","WR","0.0","1","0.0"
"339","Dawson Knox","BUF","TE","0.0","1","0.0"
"339","Nick Westbrook-Ikhine","TEN","WR","0.0","1","0.0"
"339","Eric Saubert","DEN","TE","0.0","1","0.0"
"339","Bryan Edwards","LV","WR","0.0","1","0.0"
"339","Jakeem Grant Sr.","Multi","WR","0.0","1","0.0"
"339","Anthony Schwartz","CLE","WR","0.0","1","0.0"
"339","Keith Smith","ATL","RB","0.0","1","0.0"
"339","Mack Hollins","MIA","WR","0.0","1","0.0"
"339","Dominique Dafney","GB","TE","0.0","1","0.0"
"339","James Washington","PIT","WR","0.0","1","0.0"
"339","Darrell Daniels","ARI","TE","0.0","1","0.0"
"339","Jacoby Brissett","MIA","QB","0.0","1","0.0"
"339","Chris Manhertz","JAC","TE","0.0","1","0.0"
"339","Drew Sample","CIN","TE","0.0","1","0.0"
"339","Christian Blake","ATL","WR","0.0","1","0.0"
"339","Taiwan Jones","BUF","RB","0.0","1","0.0"
"339","Jake Kumerow","BUF","WR","0.0","1","0.0"
"339","Matthew Slater","NE","WR","0.0","1","0.0"
"339","Jakob Johnson","NE","RB","0.0","1","0.0"
"339","Damien Williams","CHI","RB","0.0","1","0.0"
"339","Kyle Rudolph","NYG","TE","0.0","1","0.0"
"339","Marcus Kemp","KC","WR","0.0","1","0.0"
"339","Stanley Morgan Jr.","CIN","WR","0.0","1","0.0"
"339","Ty Long","LAC","K","0.0","1","0.0"
"339","Jimmy Graham","CHI","TE","0.0","1","0.0"
"339","Ashton Dulin","IND","WR","0.0","1","0.0"
"339","Justin Hardee","NYJ","WR","0.0","1","0.0"
"339","Giovanni Ricci","CAR","TE","0.0","1","0.0"
"339","Tom Kennedy","DET","WR","0.0","1","0.0"
"339","Brandon Zylstra","CAR","WR","0.0","1","0.0"
"405","Tony Jones Jr.","NO","RB","-0.2","1","-0.2"
"406","Jalen Reagor","PHI","WR","-0.3","1","-0.3"
"407","Ty Montgomery","NO","RB","-0.4","1","-0.4"
"408","Denver Broncos","DEN","DST","-1.0","1","-1.0"
"408","Cincinnati Bengals","CIN","DST","-1.0","1","-1.0"
"410","Diontae Spencer","DEN","WR","-2.0","1","-2.0"
"411","Detroit Lions","DET","DST","-3.0","1","-3.0"
"412","Mike Glennon","NYG","QB","-3.7","1","-3.7"
"413","Minnesota Vikings","MIN","DST","-4.0","1","-4.0"
"413","Jacksonville Jaguars","JAC","DST","-4.0","1","-4.0"
""
""
