"Rank","Player","Team","Position","Points","Games","Avg"
"35","Justin Jefferson","MIN","WR","20.4","1","20.4"
"35","Jonathan Taylor","IND","RB","20.4","1","20.4"
"38","Matthew Stafford","LAR","QB","20.3","1","20.3"
"38","Ezekiel Elliott","DAL","RB","20.3","1","20.3"
"40","Kalif Raymond","DET","WR","19.6","1","19.6"
"41","Lamar Jackson","BAL","QB","19.4","1","19.4"
"42","Mo Alie-Cox","IND","TE","19.2","1","19.2"
"42","DeVonta Smith","PHI","WR","19.2","1","19.2"
"44","Marquise Brown","BAL","WR","19.1","1","19.1"
"44","Jamison Crowder","NYJ","WR","19.1","1","19.1"
"46","Jared Cook","LAC","TE","19.0","1","19.0"
"47","Taysom Hill","NO","QB","18.8","1","18.8"
"47","Ryan Tannehill","TEN","QB","18.8","1","18.8"
"49","Zach Wilson","NYJ","QB","18.7","1","18.7"
"50","Darnell Mooney","CHI","WR","18.5","1","18.5"
"51","Stefon Diggs","BUF","WR","18.4","1","18.4"
"52","Clyde Edwards-Helaire","KC","RB","18.3","1","18.3"
"53","Mac Jones","NE","QB","17.9","1","17.9"
"53","Chase Edmonds","ARI","RB","17.9","1","17.9"
"53","Carson Wentz","IND","QB","17.9","1","17.9"
"56","Dalton Schultz","DAL","TE","17.8","1","17.8"
"56","Trevor Lawrence","JAC","QB","17.8","1","17.8"
"58","A.J. Green","ARI","WR","17.7","1","17.7"
"58","DeVante Parker","MIA","WR","17.7","1","17.7"
"60","Maxx Williams","ARI","TE","17.6","1","17.6"
"60","Kenny Golladay","NYG","WR","17.6","1","17.6"
"62","Laviska Shenault Jr.","JAC","WR","17.0","1","17.0"
"63","J.D. McKissic","WAS","RB","16.9","1","16.9"
"63","Leonard Fournette","TB","RB","16.9","1","16.9"
"65","Jared Goff","DET","QB","16.8","1","16.8"
"65","Jakobi Meyers","NE","WR","16.8","1","16.8"
"67","Mike Gesicki","MIA","TE","16.7","1","16.7"
"67","John Ross","NYG","WR","16.7","1","16.7"
"69","Noah Fant","DEN","TE","16.6","1","16.6"
"69","Kareem Hunt","CLE","RB","16.6","1","16.6"
"69","Darrell Henderson Jr.","LAR","RB","16.6","1","16.6"
"69","Dallas Goedert","PHI","TE","16.6","1","16.6"
"73","D.K. Metcalf","SEA","WR","16.5","1","16.5"
"73","Hunter Renfrow","LV","WR","16.5","1","16.5"
"73","Jeremy McNichols","TEN","RB","16.5","1","16.5"
"76","Tyler Bass","BUF","K","16.0","1","16.0"
"77","Amari Cooper","DAL","WR","15.9","1","15.9"
"78","Alex Collins","SEA","RB","15.8","1","15.8"
"79","Antonio Gibson","WAS","RB","15.5","1","15.5"
"80","Derek Carr","LV","QB","15.4","1","15.4"
"81","Darren Waller","LV","TE","15.0","1","15.0"
"81","Matt Prater","ARI","K","15.0","1","15.0"
"81","Ryan Succop","TB","K","15.0","1","15.0"
"81","Calvin Ridley","ATL","WR","15.0","1","15.0"
"81","Damien Williams","CHI","RB","15.0","1","15.0"
"86","Robert Woods","LAR","WR","14.8","1","14.8"
"86","Jacoby Brissett","MIA","QB","14.8","1","14.8"
"88","Mike Evans","TB","WR","14.5","1","14.5"
"89","Kadarius Toney","NYG","WR","13.9","1","13.9"
"90","Darrel Williams","KC","RB","13.8","1","13.8"
"91","Joe Mixon","CIN","RB","13.7","1","13.7"
"91","Ja'Marr Chase","CIN","WR","13.7","1","13.7"
"93","Antonio Brown","TB","WR","13.3","1","13.3"
"94","Hunter Henry","NE","TE","13.2","1","13.2"
"95","Emmanuel Sanders","BUF","WR","13.1","1","13.1"
"96","Amon-Ra St. Brown","DET","WR","13.0","1","13.0"
"96","Jameis Winston","NO","QB","13.0","1","13.0"
"96","Justin Tucker","BAL","K","13.0","1","13.0"
"99","Davante Adams","GB","WR","12.4","1","12.4"
"99","James Proche II","BAL","WR","12.4","1","12.4"
"101","Quintez Cephus","DET","WR","12.3","1","12.3"
"102","Keelan Cole Sr.","NYJ","WR","12.2","1","12.2"
"103","Zack Moss","BUF","RB","12.1","1","12.1"
"104","Randy Bullock","TEN","K","12.0","1","12.0"
"104","Zach Ertz","Multi","TE","12.0","1","12.0"
"104","Alvin Kamara","NO","RB","12.0","1","12.0"
"104","Jake Elliott","PHI","K","12.0","1","12.0"
"108","Latavius Murray","BAL","RB","11.9","1","11.9"
"108","Michael Pittman Jr.","IND","WR","11.9","1","11.9"
"108","Josh Reynolds","Multi","WR","11.9","1","11.9"
"111","Mark Andrews","BAL","TE","11.7","1","11.7"
"112","Nick Chubb","CLE","RB","11.5","1","11.5"
"113","Cooper Kupp","LAR","WR","11.4","1","11.4"
"114","Chester Rogers","TEN","WR","11.3","1","11.3"
"115","Kirk Cousins","MIN","QB","11.1","1","11.1"
"115","Brandon Bolden","NE","RB","11.1","1","11.1"
"115","Tom Brady","TB","QB","11.1","1","11.1"
"118","Freddie Swain","SEA","WR","11.0","1","11.0"
"118","Baltimore Ravens","BAL","DST","11.0","1","11.0"
"118","Cedrick Wilson Jr.","DAL","WR","11.0","1","11.0"
"121","James Washington","PIT","WR","10.9","1","10.9"
"121","Aaron Jones","GB","RB","10.9","1","10.9"
"123","Kendrick Bourne","NE","WR","10.8","1","10.8"
"124","Josh Jacobs","LV","RB","10.7","1","10.7"
"124","AJ Dillon","GB","RB","10.7","1","10.7"
"124","DeAndre Hopkins","ARI","WR","10.7","1","10.7"
"127","Keenan Allen","LAC","WR","10.6","1","10.6"
"127","Mike Davis","ATL","RB","10.6","1","10.6"
"129","Michael Carter","NYJ","RB","10.4","1","10.4"
"129","Jonnu Smith","NE","TE","10.4","1","10.4"
"131","Rashard Higgins","CLE","WR","10.3","1","10.3"
"131","Ben Roethlisberger","PIT","QB","10.3","1","10.3"
"133","Deonte Harty","NO","WR","10.2","1","10.2"
"134","Juwan Johnson","NO","TE","10.0","1","10.0"
"134","Rodrigo Blankenship","IND","K","10.0","1","10.0"
"136","Robby Anderson","CAR","WR","9.9","1","9.9"
"137","Rodney Smith","CAR","RB","9.8","1","9.8"
"138","Brandin Cooks","HOU","WR","9.7","1","9.7"
"138","Donald Parham Jr.","LAC","TE","9.7","1","9.7"
"140","Jimmy Garoppolo","SF","QB","9.6","1","9.6"
"140","Devin Singletary","BUF","RB","9.6","1","9.6"
"142","DeAndre Carter","WAS","WR","9.4","1","9.4"
"142","Marquez Callaway","NO","WR","9.4","1","9.4"
"144","Baker Mayfield","CLE","QB","9.3","1","9.3"
"144","Allen Robinson II","CHI","WR","9.3","1","9.3"
"146","Chuba Hubbard","CAR","RB","9.1","1","9.1"
"146","Ross Dwelley","SF","TE","9.1","1","9.1"
"148","Matt Gay","LAR","K","9.0","1","9.0"
"148","Henry Ruggs III","LV","WR","9.0","1","9.0"
"148","Chase McLaughlin","CLE","K","9.0","1","9.0"
"148","Matt Ammendola","NYJ","K","9.0","1","9.0"
"148","Tampa Bay Buccaneers","TB","DST","9.0","1","9.0"
"148","Mason Crosby","GB","K","9.0","1","9.0"
"148","Kyle Pitts","ATL","TE","9.0","1","9.0"
"148","Chicago Bears","CHI","DST","9.0","1","9.0"
"156","Nelson Agholor","NE","WR","8.9","1","8.9"
"156","Sammy Watkins","BAL","WR","8.9","1","8.9"
"156","Trey Sermon","SF","RB","8.9","1","8.9"
"156","D'Andre Swift","DET","RB","8.9","1","8.9"
"156","Javonte Williams","DEN","RB","8.9","1","8.9"
"161","Blake Jarwin","DAL","TE","8.8","1","8.8"
"162","Melvin Gordon III","DEN","RB","8.7","1","8.7"
"163","Ronald Jones II","TB","RB","8.5","1","8.5"
"163","Chris Godwin","TB","WR","8.5","1","8.5"
"163","Greg Ward","PHI","WR","8.5","1","8.5"
"166","Zach Pascal","IND","WR","8.4","1","8.4"
"167","Brandon Zylstra","CAR","WR","8.3","1","8.3"
"167","Justin Fields","CHI","QB","8.3","1","8.3"
"169","T.J. Hockenson","DET","TE","8.2","1","8.2"
"170","Kyle Juszczyk","SF","RB","8.1","1","8.1"
"171","Indianapolis Colts","IND","DST","8.0","1","8.0"
"171","Graham Gano","NYG","K","8.0","1","8.0"
"171","George Kittle","SF","TE","8.0","1","8.0"
"171","Dallas Cowboys","DAL","DST","8.0","1","8.0"
"171","Cleveland Browns","CLE","DST","8.0","1","8.0"
"176","Ty Montgomery","NO","RB","7.9","1","7.9"
"177","David Johnson","HOU","RB","7.8","1","7.8"
"178","Miles Sanders","PHI","RB","7.7","1","7.7"
"178","Courtland Sutton","DEN","WR","7.7","1","7.7"
"180","Tyler Higbee","LAR","TE","7.6","1","7.6"
"180","Adam Thielen","MIN","WR","7.6","1","7.6"
"182","Mohamed Sanu Sr.","SF","WR","7.5","1","7.5"
"183","Evan Engram","NYG","TE","7.4","1","7.4"
"184","Mitchell Trubisky","BUF","QB","7.3","1","7.3"
"185","Jody Fortson","KC","WR","7.2","1","7.2"
"185","Cameron Batson","TEN","WR","7.2","1","7.2"
"187","Green Bay Packers","GB","DST","7.0","1","7.0"
"187","Los Angeles Chargers","LAC","DST","7.0","1","7.0"
"187","New York Jets","NYJ","DST","7.0","1","7.0"
"187","Chris Boswell","PIT","K","7.0","1","7.0"
"191","Tim Patrick","DEN","WR","6.9","1","6.9"
"191","Hayden Hurst","ATL","TE","6.9","1","6.9"
"193","Teddy Bridgewater","DEN","QB","6.8","1","6.8"
"194","Tony Pollard","DAL","RB","6.7","1","6.7"
"194","Rondale Moore","ARI","WR","6.7","1","6.7"
"196","K.J. Osborn","MIN","WR","6.6","1","6.6"
"196","Jamaal Williams","DET","RB","6.6","1","6.6"
"198","Tyler Lockett","SEA","WR","6.4","1","6.4"
"198","Dalvin Cook","MIN","RB","6.4","1","6.4"
"200","Jaylen Waddle","MIA","WR","6.3","1","6.3"
"200","Travis Kelce","KC","TE","6.3","1","6.3"
"200","Quez Watkins","PHI","WR","6.3","1","6.3"
"203","Devin Duvernay","BAL","WR","6.1","1","6.1"
"203","Mecole Hardman","KC","WR","6.1","1","6.1"
"205","Evan McPherson","CIN","K","6.0","1","6.0"
"205","Harrison Butker","KC","K","6.0","1","6.0"
"205","Younghoe Koo","ATL","K","6.0","1","6.0"
"205","Greg Zuerlein","DAL","K","6.0","1","6.0"
"205","Washington Football Team","WAS","DST","6.0","1","6.0"
"205","Cairo Santos","CHI","K","6.0","1","6.0"
"205","Seattle Seahawks","SEA","DST","6.0","1","6.0"
"212","Curtis Samuel","WAS","WR","5.9","1","5.9"
"212","Nick Westbrook-Ikhine","TEN","WR","5.9","1","5.9"
"214","Tyler Conklin","MIN","TE","5.8","1","5.8"
"215","Marvin Jones Jr.","JAC","WR","5.4","1","5.4"
"216","Anthony Firkser","TEN","TE","5.3","1","5.3"
"216","Justin Jackson","LAC","RB","5.3","1","5.3"
"216","Allen Lazard","GB","WR","5.3","1","5.3"
"219","Odell Beckham Jr.","Multi","WR","5.1","1","5.1"
"219","Tevin Coleman","NYJ","RB","5.1","1","5.1"
"221","Nick Folk","NE","K","5.0","1","5.0"
"221","Arizona Cardinals","ARI","DST","5.0","1","5.0"
"221","Jason Sanders","MIA","K","5.0","1","5.0"
"221","Pittsburgh Steelers","PIT","DST","5.0","1","5.0"
"225","Cameron Brate","TB","TE","4.9","1","4.9"
"225","Dan Arnold","Multi","TE","4.9","1","4.9"
"227","Jamal Agnew","JAC","WR","4.8","1","4.8"
"228","Damien Harris","NE","RB","4.6","1","4.6"
"229","Ian Thomas","CAR","TE","4.5","1","4.5"
"230","Kyle Rudolph","NYG","TE","4.4","1","4.4"
"230","MyCole Pruitt","TEN","TE","4.4","1","4.4"
"230","Stephen Anderson","LAC","TE","4.4","1","4.4"
"233","Byron Pringle","KC","WR","4.3","1","4.3"
"234","Parris Campbell","IND","WR","4.2","1","4.2"
"235","Chris Carson","SEA","RB","4.1","1","4.1"
"236","Miami Dolphins","MIA","DST","4.0","1","4.0"
"236","Tristan Vizcaino","LAC","K","4.0","1","4.0"
"236","Zane Gonzalez","CAR","K","4.0","1","4.0"
"236","Dustin Hopkins","Multi","K","4.0","1","4.0"
"236","Jason Myers","SEA","K","4.0","1","4.0"
"236","Minnesota Vikings","MIN","DST","4.0","1","4.0"
"242","Ricky Seals-Jones","WAS","TE","3.9","1","3.9"
"242","Jalen Guyton","LAC","WR","3.9","1","3.9"
"244","David Njoku","CLE","TE","3.7","1","3.7"
"244","Malcolm Brown","MIA","RB","3.7","1","3.7"
"246","Cole Beasley","BUF","WR","3.6","1","3.6"
"247","Trenton Irwin","CIN","WR","3.5","1","3.5"
"247","Tajae Sharpe","ATL","WR","3.5","1","3.5"
"247","Chris Hogan","NO","WR","3.5","1","3.5"
"247","Drew Lock","DEN","QB","3.5","1","3.5"
"251","Jack Doyle","IND","TE","3.4","1","3.4"
"252","Marlon Mack","IND","RB","3.3","1","3.3"
"252","Ty Johnson","NYJ","RB","3.3","1","3.3"
"252","Salvon Ahmed","MIA","RB","3.3","1","3.3"
"252","CeeDee Lamb","DAL","WR","3.3","1","3.3"
"256","Trinity Benson","DET","WR","3.2","1","3.2"
"256","Samaje Perine","CIN","RB","3.2","1","3.2"
"256","Demetric Felton","CLE","RB","3.2","1","3.2"
"259","JuJu Smith-Schuster","PIT","WR","3.1","1","3.1"
"259","Jalen Reagor","PHI","WR","3.1","1","3.1"
"259","Larry Rountree III","LAC","RB","3.1","1","3.1"
"262","Aldrick Rosas","Multi","K","3.0","1","3.0"
"262","Detroit Lions","DET","DST","3.0","1","3.0"
"262","Denver Broncos","DEN","DST","3.0","1","3.0"
"262","Matthew Wright","JAC","K","3.0","1","3.0"
"262","Tennessee Titans","TEN","DST","3.0","1","3.0"
"267","Dyami Brown","WAS","WR","2.9","1","2.9"
"267","Adam Humphries","WAS","WR","2.9","1","2.9"
"267","Wayne Gallman Jr.","Multi","RB","2.9","1","2.9"
"270","Eric Ebron","PIT","TE","2.8","1","2.8"
"270","Auden Tate","CIN","WR","2.8","1","2.8"
"270","Robert Tonyan","GB","TE","2.8","1","2.8"
"273","Dede Westbrook","MIN","WR","2.7","1","2.7"
"273","Ashton Dulin","IND","WR","2.7","1","2.7"
"275","Durham Smythe","MIA","TE","2.6","1","2.6"
"276","Braxton Berrios","NYJ","WR","2.5","1","2.5"
"276","Brandon Aiyuk","SF","WR","2.5","1","2.5"
"276","Will Dissly","SEA","TE","2.5","1","2.5"
"276","Willie Snead IV","Multi","WR","2.5","1","2.5"
"276","Olamide Zaccheaus","ATL","WR","2.5","1","2.5"
"281","Jauan Jennings","SF","WR","2.4","1","2.4"
"281","Mark Ingram II","Multi","RB","2.4","1","2.4"
"281","Tommy Hudson","TEN","TE","2.4","1","2.4"
"284","Kendall Hinton","DEN","WR","2.3","1","2.3"
"284","KhaDarel Hodge","DET","WR","2.3","1","2.3"
"286","Jaret Patterson","WAS","RB","2.2","1","2.2"
"286","Devontae Booker","NYG","RB","2.2","1","2.2"
"288","Austin Hooper","CLE","TE","2.1","1","2.1"
"288","Pat Freiermuth","PIT","TE","2.1","1","2.1"
"288","Dwayne Washington","NO","RB","2.1","1","2.1"
"288","Mike Williams","LAC","WR","2.1","1","2.1"
"288","Albert Wilson","MIA","WR","2.1","1","2.1"
"288","Albert Okwuegbunam","DEN","TE","2.1","1","2.1"
"294","Daniel Carlson","LV","K","2.0","1","2.0"
"294","Andy Janovich","CLE","RB","2.0","1","2.0"
"294","Ryan Santoso","Multi","K","2.0","1","2.0"
"294","Zach Gentry","PIT","TE","2.0","1","2.0"
"294","Kansas City Chiefs","KC","DST","2.0","1","2.0"
"294","New York Giants","NYG","DST","2.0","1","2.0"
"294","New Orleans Saints","NO","DST","2.0","1","2.0"
"294","New England Patriots","NE","DST","2.0","1","2.0"
"294","N'Keal Harry","NE","WR","2.0","1","2.0"
"294","San Francisco 49ers","SF","DST","2.0","1","2.0"
"294","Alexander Mattison","MIN","RB","2.0","1","2.0"
"305","Reggie Gilliam","BUF","RB","1.9","1","1.9"
"305","Johnny Mundt","LAR","TE","1.9","1","1.9"
"307","Ryan Griffin","NYJ","TE","1.8","1","1.8"
"307","Tavon Austin","JAC","WR","1.8","1","1.8"
"309","Chris Manhertz","JAC","TE","1.7","1","1.7"
"309","Luke Farrell","JAC","TE","1.7","1","1.7"
"309","Marcedes Lewis","GB","TE","1.7","1","1.7"
"312","DeSean Jackson","Multi","WR","1.6","1","1.6"
"312","Cole Kmet","CHI","TE","1.6","1","1.6"
"312","Pharaoh Brown","HOU","TE","1.6","1","1.6"
"312","Will Fuller V","MIA","WR","1.6","1","1.6"
"316","Christian Kirk","ARI","WR","1.5","1","1.5"
"316","Jacob Hollister","JAC","TE","1.5","1","1.5"
"316","Tony Jones Jr.","NO","RB","1.5","1","1.5"
"316","Zay Jones","LV","WR","1.5","1","1.5"
"320","Bryan Edwards","LV","WR","1.4","1","1.4"
"320","Patrick Ricard","BAL","RB","1.4","1","1.4"
"322","Kylen Granson","IND","TE","1.3","1","1.3"
"322","Harrison Bryant","CLE","TE","1.3","1","1.3"
"322","Anthony Miller","Multi","WR","1.3","1","1.3"
"322","Adam Trautman","NO","TE","1.3","1","1.3"
"326","Ray-Ray McCloud","PIT","WR","1.2","1","1.2"
"326","Jacques Patrick","SF","RB","1.2","1","1.2"
"326","Terrace Marshall Jr.","CAR","WR","1.2","1","1.2"
"326","Ameer Abdullah","Multi","RB","1.2","1","1.2"
"326","Royce Freeman","Multi","RB","1.2","1","1.2"
"331","Le'Veon Bell","Multi","RB","1.1","1","1.1"
"331","Nyheim Hines","IND","RB","1.1","1","1.1"
"333","Greg Joseph","MIN","K","1.0","1","1.0"
"333","Mike Thomas","CIN","WR","1.0","1","1.0"
"333","Brandon McManus","DEN","K","1.0","1","1.0"
"333","Jacksonville Jaguars","JAC","DST","1.0","1","1.0"
"333","Cincinnati Bengals","CIN","DST","1.0","1","1.0"
"333","Las Vegas Raiders","LV","DST","1.0","1","1.0"
"339","Khalil Herbert","CHI","RB","0.7","1","0.7"
"340","Michael Burton","KC","RB","0.5","1","0.5"
"340","Travis Homer","SEA","RB","0.5","1","0.5"
"342","Devonta Freeman","BAL","RB","0.4","1","0.4"
"343","Dare Ogunbowale","JAC","RB","0.3","1","0.3"
"343","Myles Gaskin","MIA","RB","0.3","1","0.3"
"343","Feleipe Franks","ATL","QB","0.3","1","0.3"
"346","Alex Armah Jr.","Multi","RB","0.2","1","0.2"
"346","Kenyan Drake","LV","RB","0.2","1","0.2"
"346","Keith Smith","ATL","RB","0.2","1","0.2"
"349","C.J. Ham","MIN","RB","0.1","1","0.1"
"349","Marquise Goodwin","CHI","WR","0.1","1","0.1"
"351","Demetrius Harris","ARI","TE","0.0","1","0.0"
"351","Tyler Johnson","TB","WR","0.0","1","0.0"
"351","Donovan Peoples-Jones","CLE","WR","0.0","1","0.0"
"351","C.J. Board","NYG","WR","0.0","1","0.0"
"351","Gary Brightwell","NYG","RB","0.0","1","0.0"
"351","Derek Watt","PIT","RB","0.0","1","0.0"
"351","Andre Roberts","Multi","WR","0.0","1","0.0"
"351","Benny Snell Jr.","PIT","RB","0.0","1","0.0"
"351","Chris Conley","HOU","WR","0.0","1","0.0"
"351","Nsimba Webster","CHI","WR","0.0","1","0.0"
"351","KJ Hill Jr.","LAC","WR","0.0","1","0.0"
"351","Jaydon Mickens","Multi","WR","0.0","1","0.0"
"351","Anthony Schwartz","CLE","WR","0.0","1","0.0"
"351","Justin Hardee","NYJ","WR","0.0","1","0.0"
"351","Ty Long","LAC","K","0.0","1","0.0"
"351","Trent Sherfield","SF","WR","0.0","1","0.0"
"351","Marcus Kemp","KC","WR","0.0","1","0.0"
"351","Kylin Hill","GB","RB","0.0","1","0.0"
"351","J.J. Arcega-Whiteside","PHI","WR","0.0","1","0.0"
"351","Tyron Johnson","Multi","WR","0.0","1","0.0"
"351","Tyler Kroft","NYJ","TE","0.0","1","0.0"
"351","Diontae Spencer","DEN","WR","0.0","1","0.0"
"351","Alex Erickson","CAR","WR","0.0","1","0.0"
"351","Gunner Olszewski","NE","WR","0.0","1","0.0"
"351","Isaiah McKenzie","BUF","WR","0.0","1","0.0"
"351","Eric Saubert","DEN","TE","0.0","1","0.0"
"351","Gabe Nabers","LAC","RB","0.0","1","0.0"
"351","DeeJay Dallas","SEA","RB","0.0","1","0.0"
"351","Josiah Deguara","GB","TE","0.0","1","0.0"
"351","Kenny Stills","NO","WR","0.0","1","0.0"
"351","Noah Brown","DAL","WR","0.0","1","0.0"
"351","Collin Johnson","NYG","WR","0.0","1","0.0"
"351","Noah Gray","KC","TE","0.0","1","0.0"
"351","Jerick McKinnon","KC","RB","0.0","1","0.0"
"351","Christian Blake","ATL","WR","0.0","1","0.0"
"351","Tommy Tremble","CAR","TE","0.0","1","0.0"
"351","J.P. Holtz","CHI","TE","0.0","1","0.0"
"351","Trevon Wesco","NYJ","TE","0.0","1","0.0"
"351","Brandon Smith","DAL","WR","0.0","1","0.0"
"351","J.K. Dobbins","BAL","RB","0.0","1","0.0"
"351","Buddy Howell","LAR","RB","0.0","1","0.0"
"351","Garrett Griffin","NO","TE","0.0","1","0.0"
"351","Jeremy Sprinkle","DAL","TE","0.0","1","0.0"
"351","Tylan Wallace","BAL","WR","0.0","1","0.0"
"351","Codey McElroy","TB","TE","0.0","1","0.0"
"351","Ka'imi Fairbairn","HOU","K","0.0","1","0.0"
"351","Colin Thompson","CAR","TE","0.0","1","0.0"
"351","Jakob Johnson","NE","RB","0.0","1","0.0"
"351","D'Ernest Johnson","CLE","RB","0.0","1","0.0"
"351","Jake Kumerow","BUF","WR","0.0","1","0.0"
"351","Cam Sims","WAS","WR","0.0","1","0.0"
"351","Cameron Nizialek","ATL","K","0.0","1","0.0"
"351","Equanimeous St. Brown","GB","WR","0.0","1","0.0"
"351","Amari Rodgers","GB","WR","0.0","1","0.0"
"351","Josh Oliver","BAL","TE","0.0","1","0.0"
"351","Atlanta Falcons","ATL","DST","0.0","1","0.0"
"351","Gabriel Davis","BUF","WR","0.0","1","0.0"
"351","Geoff Swaim","TEN","TE","0.0","1","0.0"
"351","Tutu Atwell","LAR","WR","0.0","1","0.0"
"351","Matthew Slater","NE","WR","0.0","1","0.0"
"351","O.J. Howard","TB","TE","0.0","1","0.0"
"351","Adam Shaheen","MIA","TE","0.0","1","0.0"
"351","Peyton Barber","LV","RB","0.0","1","0.0"
"351","Cethan Carter","MIA","TE","0.0","1","0.0"
"415","Rex Burkhead","HOU","RB","-0.1","1","-0.1"
"415","Phillip Lindsay","Multi","RB","-0.1","1","-0.1"
"417","Colt McCoy","ARI","QB","-0.2","1","-0.2"
"418","Jordan Akins","HOU","TE","-0.3","1","-0.3"
"418","Davis Mills","HOU","QB","-0.3","1","-0.3"
"420","Sony Michel","LAR","RB","-0.9","1","-0.9"
"421","J.J. Taylor","NE","RB","-1.0","1","-1.0"
"421","Philadelphia Eagles","PHI","DST","-1.0","1","-1.0"
"421","Los Angeles Rams","LAR","DST","-1.0","1","-1.0"
"421","Houston Texans","HOU","DST","-1.0","1","-1.0"
"425","Jakeem Grant Sr.","Multi","WR","-1.7","1","-1.7"
"426","Trenton Cannon","Multi","RB","-2.0","1","-2.0"
"427","Carolina Panthers","CAR","DST","-4.0","1","-4.0"
""
""
