"Rank","Player","Team","Position","Points","Games","Avg"
"71","Elijah Mitchell","SF","RB","12.9","1","12.9"
"71","Donald Parham Jr.","LAC","TE","12.9","1","12.9"
"71","Jordan Love","GB","QB","12.9","1","12.9"
"71","Devin Singletary","BUF","RB","12.9","1","12.9"
"71","Geoff Swaim","TEN","TE","12.9","1","12.9"
"77","Evan Engram","NYG","TE","12.8","1","12.8"
"77","Ryan Griffin","NYJ","TE","12.8","1","12.8"
"79","Ezekiel Elliott","DAL","RB","12.6","1","12.6"
"79","Rhamondre Stevenson","NE","RB","12.6","1","12.6"
"81","Patrick Ricard","BAL","RB","12.5","1","12.5"
"82","Derek Carr","LV","QB","12.3","1","12.3"
"83","Ty Johnson","NYJ","RB","12.1","1","12.1"
"84","Matt Gay","LAR","K","12.0","1","12.0"
"84","Arizona Cardinals","ARI","DST","12.0","1","12.0"
"84","Minnesota Vikings","MIN","DST","12.0","1","12.0"
"87","Diontae Johnson","PIT","WR","11.7","1","11.7"
"88","Keelan Cole Sr.","NYJ","WR","11.6","1","11.6"
"88","Josh Allen","BUF","QB","11.6","1","11.6"
"88","Brandin Cooks","HOU","WR","11.6","1","11.6"
"91","Marquez Callaway","NO","WR","11.5","1","11.5"
"92","Mark Ingram II","Multi","RB","11.4","1","11.4"
"93","Deebo Samuel","SF","WR","11.3","1","11.3"
"93","Cole Beasley","BUF","WR","11.3","1","11.3"
"95","Austin Ekeler","LAC","RB","11.2","1","11.2"
"95","Mack Hollins","MIA","WR","11.2","1","11.2"
"95","Deonte Harty","NO","WR","11.2","1","11.2"
"98","Javonte Williams","DEN","RB","11.1","1","11.1"
"99","Kenny Stills","NO","WR","11.0","1","11.0"
"99","Graham Gano","NYG","K","11.0","1","11.0"
"99","Chase McLaughlin","CLE","K","11.0","1","11.0"
"99","Kansas City Chiefs","KC","DST","11.0","1","11.0"
"99","Matthew Wright","JAC","K","11.0","1","11.0"
"99","Chicago Bears","CHI","DST","11.0","1","11.0"
"105","Le'Veon Bell","Multi","RB","10.8","1","10.8"
"105","Jared Cook","LAC","TE","10.8","1","10.8"
"105","Allen Robinson II","CHI","WR","10.8","1","10.8"
"108","Darrel Williams","KC","RB","10.7","1","10.7"
"109","Sony Michel","LAR","RB","10.6","1","10.6"
"110","Emmanuel Sanders","BUF","WR","10.5","1","10.5"
"110","Jacoby Brissett","MIA","QB","10.5","1","10.5"
"112","Patrick Mahomes II","KC","QB","10.4","1","10.4"
"113","Damien Harris","NE","RB","10.3","1","10.3"
"114","Rashod Bateman","BAL","WR","10.2","1","10.2"
"114","Davante Adams","GB","WR","10.2","1","10.2"
"116","Brandon Bolden","NE","RB","10.1","1","10.1"
"116","Tyler Higbee","LAR","TE","10.1","1","10.1"
"118","Daniel Carlson","LV","K","10.0","1","10.0"
"118","David Montgomery","CHI","RB","10.0","1","10.0"
"118","Ka'imi Fairbairn","HOU","K","10.0","1","10.0"
"118","Justin Tucker","BAL","K","10.0","1","10.0"
"118","Dan Arnold","Multi","TE","10.0","1","10.0"
"123","Hunter Henry","NE","TE","9.9","1","9.9"
"123","Eno Benjamin","ARI","RB","9.9","1","9.9"
"125","Zach Pascal","IND","WR","9.8","1","9.8"
"126","Michael Carter","NYJ","RB","9.6","1","9.6"
"126","Adrian Peterson","Multi","RB","9.6","1","9.6"
"128","Tyler Conklin","MIN","TE","9.5","1","9.5"
"129","Dalton Schultz","DAL","TE","9.4","1","9.4"
"129","Joe Burrow","CIN","QB","9.4","1","9.4"
"129","Mike Gesicki","MIA","TE","9.4","1","9.4"
"129","Mark Andrews","BAL","TE","9.4","1","9.4"
"133","Kyle Pitts","ATL","TE","9.2","1","9.2"
"133","Antoine Wesley","ARI","WR","9.2","1","9.2"
"133","A.J. Brown","TEN","WR","9.2","1","9.2"
"136","Younghoe Koo","ATL","K","9.0","1","9.0"
"136","Cairo Santos","CHI","K","9.0","1","9.0"
"136","Michael Badgley","Multi","K","9.0","1","9.0"
"136","Harrison Butker","KC","K","9.0","1","9.0"
"136","Allen Lazard","GB","WR","9.0","1","9.0"
"136","Brian Johnson","Multi","K","9.0","1","9.0"
"142","Ja'Marr Chase","CIN","WR","8.9","1","8.9"
"142","Tyrod Taylor","HOU","QB","8.9","1","8.9"
"144","Jamison Crowder","NYJ","WR","8.8","1","8.8"
"144","David Njoku","CLE","TE","8.8","1","8.8"
"144","Darrell Henderson Jr.","LAR","RB","8.8","1","8.8"
"144","Devin Duvernay","BAL","WR","8.8","1","8.8"
"148","Adam Trautman","NO","TE","8.7","1","8.7"
"149","Adam Thielen","MIN","WR","8.6","1","8.6"
"150","Tre'Quan Smith","NO","WR","8.3","1","8.3"
"151","Daniel Jones","NYG","QB","8.1","1","8.1"
"152","Randall Cobb","GB","WR","8.0","1","8.0"
"152","Buffalo Bills","BUF","DST","8.0","1","8.0"
"154","Danny Amendola","HOU","WR","7.9","1","7.9"
"155","Mike White","NYJ","QB","7.8","1","7.8"
"155","Mike Williams","LAC","WR","7.8","1","7.8"
"157","DJ Moore","CAR","WR","7.6","1","7.6"
"158","Rondale Moore","ARI","WR","7.5","1","7.5"
"158","Julio Jones","TEN","WR","7.5","1","7.5"
"160","Dallas Goedert","PHI","TE","7.3","1","7.3"
"160","Tyreek Hill","KC","WR","7.3","1","7.3"
"160","Chase Claypool","PIT","WR","7.3","1","7.3"
"163","Jack Doyle","IND","TE","7.1","1","7.1"
"163","Van Jefferson","LAR","WR","7.1","1","7.1"
"165","Tyler Bass","BUF","K","7.0","1","7.0"
"165","Jeff Smith","NYJ","WR","7.0","1","7.0"
"165","Dustin Hopkins","Multi","K","7.0","1","7.0"
"165","David Johnson","HOU","RB","7.0","1","7.0"
"165","Matt Prater","ARI","K","7.0","1","7.0"
"165","Carolina Panthers","CAR","DST","7.0","1","7.0"
"165","Denver Broncos","DEN","DST","7.0","1","7.0"
"165","Zane Gonzalez","CAR","K","7.0","1","7.0"
"165","Pittsburgh Steelers","PIT","DST","7.0","1","7.0"
"165","Ameer Abdullah","Multi","RB","7.0","1","7.0"
"165","Greg Joseph","MIN","K","7.0","1","7.0"
"165","Mac Jones","NE","QB","7.0","1","7.0"
"177","Kene Nwangwu","MIN","RB","6.9","1","6.9"
"178","Jamal Agnew","JAC","WR","6.8","1","6.8"
"179","Drew Sample","CIN","TE","6.6","1","6.6"
"180","James Washington","PIT","WR","6.5","1","6.5"
"180","Jeremy McNichols","TEN","RB","6.5","1","6.5"
"180","Albert Okwuegbunam","DEN","TE","6.5","1","6.5"
"183","Kendrick Bourne","NE","WR","6.4","1","6.4"
"183","C.J. Uzomah","CIN","TE","6.4","1","6.4"
"185","Carlos Hyde","JAC","RB","6.3","1","6.3"
"185","Kenneth Gainwell","PHI","RB","6.3","1","6.3"
"187","Jake Elliott","PHI","K","6.0","1","6.0"
"187","Matt Ammendola","NYJ","K","6.0","1","6.0"
"187","Jason Sanders","MIA","K","6.0","1","6.0"
"187","Las Vegas Raiders","LV","DST","6.0","1","6.0"
"187","Laviska Shenault Jr.","JAC","WR","6.0","1","6.0"
"187","Marquise Goodwin","CHI","WR","6.0","1","6.0"
"187","Kyle Rudolph","NYG","TE","6.0","1","6.0"
"187","Nick Folk","NE","K","6.0","1","6.0"
"195","Alec Ingold","LV","RB","5.8","1","5.8"
"195","Tyler Kroft","NYJ","TE","5.8","1","5.8"
"195","Chris Conley","HOU","WR","5.8","1","5.8"
"198","Amari Cooper","DAL","WR","5.7","1","5.7"
"198","Zach Ertz","Multi","TE","5.7","1","5.7"
"198","Samaje Perine","CIN","RB","5.7","1","5.7"
"201","Jerick McKinnon","KC","RB","5.6","1","5.6"
"202","Nico Collins","HOU","WR","5.5","1","5.5"
"203","Aaron Jones","GB","RB","5.3","1","5.3"
"203","Tony Pollard","DAL","RB","5.3","1","5.3"
"205","Marvin Jones Jr.","JAC","WR","5.1","1","5.1"
"205","Trevor Lawrence","JAC","QB","5.1","1","5.1"
"207","Los Angeles Rams","LAR","DST","5.0","1","5.0"
"207","Indianapolis Colts","IND","DST","5.0","1","5.0"
"207","Green Bay Packers","GB","DST","5.0","1","5.0"
"207","Kendall Hinton","DEN","WR","5.0","1","5.0"
"207","Robbie Gould","SF","K","5.0","1","5.0"
"207","Mecole Hardman","KC","WR","5.0","1","5.0"
"213","Sam Darnold","CAR","QB","4.8","1","4.8"
"213","Kenny Golladay","NYG","WR","4.8","1","4.8"
"213","Cedrick Wilson Jr.","DAL","WR","4.8","1","4.8"
"216","Elijhaa Penny","NYG","RB","4.7","1","4.7"
"216","Durham Smythe","MIA","TE","4.7","1","4.7"
"218","Chuba Hubbard","CAR","RB","4.6","1","4.6"
"218","Harrison Bryant","CLE","TE","4.6","1","4.6"
"220","Zack Moss","BUF","RB","4.4","1","4.4"
"221","Antony Auclair","HOU","TE","4.3","1","4.3"
"221","Ashton Dulin","IND","WR","4.3","1","4.3"
"221","JaMycal Hasty","SF","RB","4.3","1","4.3"
"221","CeeDee Lamb","DAL","WR","4.3","1","4.3"
"225","Joshua Palmer","LAC","WR","4.2","1","4.2"
"226","Jarvis Landry","CLE","WR","4.1","1","4.1"
"227","Randy Bullock","TEN","K","4.0","1","4.0"
"227","Boston Scott","PHI","RB","4.0","1","4.0"
"227","Evan McPherson","CIN","K","4.0","1","4.0"
"230","Courtland Sutton","DEN","WR","3.9","1","3.9"
"230","Marquez Valdes-Scantling","GB","WR","3.9","1","3.9"
"232","Jalen Richard","LV","RB","3.8","1","3.8"
"232","Mo Alie-Cox","IND","TE","3.8","1","3.8"
"232","Jimmy Graham","CHI","TE","3.8","1","3.8"
"235","C.J. Ham","MIN","RB","3.7","1","3.7"
"235","Kylen Granson","IND","TE","3.7","1","3.7"
"237","Josiah Deguara","GB","TE","3.6","1","3.6"
"237","Hayden Hurst","ATL","TE","3.6","1","3.6"
"237","Trevon Wesco","NYJ","TE","3.6","1","3.6"
"240","Kyle Juszczyk","SF","RB","3.4","1","3.4"
"240","Austin Hooper","CLE","TE","3.4","1","3.4"
"242","Demetric Felton","CLE","RB","3.2","1","3.2"
"243","Isaiah McKenzie","BUF","WR","3.0","1","3.0"
"243","Tommy Sweeney","BUF","TE","3.0","1","3.0"
"243","Atlanta Falcons","ATL","DST","3.0","1","3.0"
"243","Zay Jones","LV","WR","3.0","1","3.0"
"243","K.J. Osborn","MIN","WR","3.0","1","3.0"
"243","Dallas Cowboys","DAL","DST","3.0","1","3.0"
"243","Denzel Mims","NYJ","WR","3.0","1","3.0"
"250","Jalen Guyton","LAC","WR","2.9","1","2.9"
"250","Brevin Jordan","HOU","TE","2.9","1","2.9"
"250","Quez Watkins","PHI","WR","2.9","1","2.9"
"250","Derrick Gore","KC","RB","2.9","1","2.9"
"250","D'Onta Foreman","TEN","RB","2.9","1","2.9"
"255","Phillip Lindsay","Multi","RB","2.8","1","2.8"
"255","Mike Davis","ATL","RB","2.8","1","2.8"
"257","Mike Thomas","CIN","WR","2.6","1","2.6"
"258","Braxton Berrios","NYJ","WR","2.5","1","2.5"
"258","Anthony Schwartz","CLE","WR","2.5","1","2.5"
"260","Nick Westbrook-Ikhine","TEN","WR","2.4","1","2.4"
"261","Kirk Merritt","MIA","WR","2.3","1","2.3"
"262","Tajae Sharpe","ATL","WR","2.2","1","2.2"
"263","Adam Shaheen","MIA","TE","2.1","1","2.1"
"263","Tyler Boyd","CIN","WR","2.1","1","2.1"
"263","Albert Wilson","MIA","WR","2.1","1","2.1"
"263","Chris Evans","CIN","RB","2.1","1","2.1"
"267","Joshua Kelley","LAC","RB","2.0","1","2.0"
"267","New Orleans Saints","NO","DST","2.0","1","2.0"
"269","Chris Manhertz","JAC","TE","1.9","1","1.9"
"269","Ian Thomas","CAR","TE","1.9","1","1.9"
"271","Jonnu Smith","NE","TE","1.8","1","1.8"
"271","Jakobi Meyers","NE","WR","1.8","1","1.8"
"273","Dezmon Patmon","IND","WR","1.7","1","1.7"
"273","Kadarius Toney","NYG","WR","1.7","1","1.7"
"273","Eric Tomlinson","BAL","TE","1.7","1","1.7"
"273","Anthony Firkser","TEN","TE","1.7","1","1.7"
"273","Taysom Hill","NO","QB","1.7","1","1.7"
"278","D'Ernest Johnson","CLE","RB","1.6","1","1.6"
"278","Eric Saubert","DEN","TE","1.6","1","1.6"
"278","Tommy Tremble","CAR","TE","1.6","1","1.6"
"278","Willie Snead IV","Multi","WR","1.6","1","1.6"
"282","Mohamed Sanu Sr.","SF","WR","1.5","1","1.5"
"282","Luke Stocker","MIN","TE","1.5","1","1.5"
"282","Dare Ogunbowale","JAC","RB","1.5","1","1.5"
"285","Chris Moore","HOU","WR","1.4","1","1.4"
"286","Khalil Herbert","CHI","RB","1.3","1","1.3"
"286","C.J. Beathard","JAC","QB","1.3","1","1.3"
"286","Derek Watt","PIT","RB","1.3","1","1.3"
"286","Alexander Mattison","MIN","RB","1.3","1","1.3"
"290","Robby Anderson","CAR","WR","1.2","1","1.2"
"290","Demarcus Robinson","KC","WR","1.2","1","1.2"
"290","Kalen Ballage","PIT","RB","1.2","1","1.2"
"290","Alex Armah Jr.","Multi","RB","1.2","1","1.2"
"294","Kevin Rader","PIT","TE","1.1","1","1.1"
"295","San Francisco 49ers","SF","DST","1.0","1","1.0"
"295","Darrell Daniels","ARI","TE","1.0","1","1.0"
"295","Mason Crosby","GB","K","1.0","1","1.0"
"295","Los Angeles Chargers","LAC","DST","1.0","1","1.0"
"299","Marcedes Lewis","GB","TE","0.9","1","0.9"
"299","Rex Burkhead","HOU","RB","0.9","1","0.9"
"299","Andre Roberts","Multi","WR","0.9","1","0.9"
"302","Jordan Akins","HOU","TE","0.7","1","0.7"
"303","Benny Snell Jr.","PIT","RB","0.6","1","0.6"
"303","Salvon Ahmed","MIA","RB","0.6","1","0.6"
"303","Marcus Mariota","LV","QB","0.6","1","0.6"
"306","Jalen Reagor","PHI","WR","0.4","1","0.4"
"307","Feleipe Franks","ATL","QB","0.3","1","0.3"
"307","Chase Edmonds","ARI","RB","0.3","1","0.3"
"309","Brandon Allen","CIN","QB","0.2","1","0.2"
"309","Ray-Ray McCloud","PIT","WR","0.2","1","0.2"
"309","Chris Streveler","ARI","QB","0.2","1","0.2"
"309","Scottie Phillips","HOU","RB","0.2","1","0.2"
"313","Sam Ehlinger","IND","QB","0.1","1","0.1"
"313","Larry Rountree III","LAC","RB","0.1","1","0.1"
"315","Allen Hurns","MIA","WR","0.0","1","0.0"
"315","Ryan Nall","CHI","RB","0.0","1","0.0"
"315","Mike Boone","DEN","RB","0.0","1","0.0"
"315","Devine Ozigbo","Multi","RB","0.0","1","0.0"
"315","Buddy Howell","LAR","RB","0.0","1","0.0"
"315","Colin Thompson","CAR","TE","0.0","1","0.0"
"315","Josh Gordon","KC","WR","0.0","1","0.0"
"315","Sean McKeon","DAL","TE","0.0","1","0.0"
"315","J.J. Koski","LAR","WR","0.0","1","0.0"
"315","Trey Edmunds","PIT","RB","0.0","1","0.0"
"315","Dillon Stoner","LV","WR","0.0","1","0.0"
"315","John Hightower","PHI","WR","0.0","1","0.0"
"315","LeVante Bellamy","FA","RB","0.0","1","0.0"
"315","Pharoh Cooper","NYG","WR","0.0","1","0.0"
"315","Greg Dortch","ARI","WR","0.0","1","0.0"
"315","Kevin White","NO","WR","0.0","1","0.0"
"315","Cody White","PIT","WR","0.0","1","0.0"
"315","Terrace Marshall Jr.","CAR","WR","0.0","1","0.0"
"315","Alex Erickson","CAR","WR","0.0","1","0.0"
"315","Corey Clement","DAL","RB","0.0","1","0.0"
"315","Gunner Olszewski","NE","WR","0.0","1","0.0"
"315","Bryan Edwards","LV","WR","0.0","1","0.0"
"315","Ty'Son Williams","BAL","RB","0.0","1","0.0"
"315","Chester Rogers","TEN","WR","0.0","1","0.0"
"315","Greg Zuerlein","DAL","K","0.0","1","0.0"
"315","Darius Slayton","NYG","WR","0.0","1","0.0"
"315","Dominique Dafney","GB","TE","0.0","1","0.0"
"315","Blake Bell","KC","TE","0.0","1","0.0"
"315","Dede Westbrook","MIN","WR","0.0","1","0.0"
"315","Philadelphia Eagles","PHI","DST","0.0","1","0.0"
"315","Diontae Spencer","DEN","WR","0.0","1","0.0"
"315","Justin Hardee","NYJ","WR","0.0","1","0.0"
"315","Andy Janovich","CLE","RB","0.0","1","0.0"
"315","Matthew Slater","NE","WR","0.0","1","0.0"
"315","Foster Moreau","LV","TE","0.0","1","0.0"
"315","Stanley Morgan Jr.","CIN","WR","0.0","1","0.0"
"315","Luke Farrell","JAC","TE","0.0","1","0.0"
"315","Gerrid Doaks","MIA","RB","0.0","1","0.0"
"315","Cethan Carter","MIA","TE","0.0","1","0.0"
"315","Taiwan Jones","BUF","RB","0.0","1","0.0"
"315","Noah Brown","DAL","WR","0.0","1","0.0"
"315","MyCole Pruitt","TEN","TE","0.0","1","0.0"
"315","Christian Blake","ATL","WR","0.0","1","0.0"
"315","Gabriel Davis","BUF","WR","0.0","1","0.0"
"315","Nelson Agholor","NE","WR","0.0","1","0.0"
"315","Trenton Cannon","Multi","RB","0.0","1","0.0"
"315","Dwayne Washington","NO","RB","0.0","1","0.0"
"315","Laquon Treadwell","JAC","WR","0.0","1","0.0"
"315","Greg Ward","PHI","WR","0.0","1","0.0"
"315","Andy Isabella","ARI","WR","0.0","1","0.0"
"315","Amari Rodgers","GB","WR","0.0","1","0.0"
"366","Logan Woodside","TEN","QB","-0.1","1","-0.1"
"367","Brian Hoyer","NE","QB","-0.3","1","-0.3"
"368","Marcus Johnson","TEN","WR","-0.7","1","-0.7"
"369","Baltimore Ravens","BAL","DST","-1.0","1","-1.0"
"370","Cincinnati Bengals","CIN","DST","-2.0","1","-2.0"
"370","Jakeem Grant Sr.","Multi","WR","-2.0","1","-2.0"
"370","Malik Taylor","GB","WR","-2.0","1","-2.0"
"373","New York Jets","NYJ","DST","-3.0","1","-3.0"
""
""
