"Rank","Player","Team","Position","Points","Games","Avg"
"71","Chuba Hubbard","CAR","RB","14.1","1","14.1"
"71","DeAndre Carter","WAS","WR","14.1","1","14.1"
"73","Damien Harris","NE","RB","14.0","1","14.0"
"74","Rex Burkhead","HOU","RB","13.8","1","13.8"
"74","Taylor Heinicke","WAS","QB","13.8","1","13.8"
"76","Tee Higgins","CIN","WR","13.7","1","13.7"
"77","Trevor Lawrence","JAC","QB","13.6","1","13.6"
"78","Dallas Goedert","PHI","TE","13.2","1","13.2"
"78","Kirk Cousins","MIN","QB","13.2","1","13.2"
"78","Carlos Hyde","JAC","RB","13.2","1","13.2"
"81","Elijah Moore","NYJ","WR","13.1","1","13.1"
"81","Brevin Jordan","HOU","TE","13.1","1","13.1"
"81","Ja'Marr Chase","CIN","WR","13.1","1","13.1"
"84","Seattle Seahawks","SEA","DST","13.0","1","13.0"
"84","New England Patriots","NE","DST","13.0","1","13.0"
"86","Gabriel Davis","BUF","WR","12.9","1","12.9"
"86","Jermar Jefferson","DET","RB","12.9","1","12.9"
"88","Jesse James","CHI","TE","12.8","1","12.8"
"88","Mike Evans","TB","WR","12.8","1","12.8"
"90","Teddy Bridgewater","DEN","QB","12.6","1","12.6"
"91","Darnell Mooney","CHI","WR","12.4","1","12.4"
"92","Tre'Quan Smith","NO","WR","12.3","1","12.3"
"92","Geoff Swaim","TEN","TE","12.3","1","12.3"
"94","Brian Johnson","Multi","K","12.0","1","12.0"
"94","Randy Bullock","TEN","K","12.0","1","12.0"
"94","Cyril Grayson Jr.","TB","WR","12.0","1","12.0"
"94","Buffalo Bills","BUF","DST","12.0","1","12.0"
"94","Greg Joseph","MIN","K","12.0","1","12.0"
"94","Tennessee Titans","TEN","DST","12.0","1","12.0"
"100","Zack Moss","BUF","RB","11.8","1","11.8"
"100","Sam Darnold","CAR","QB","11.8","1","11.8"
"100","Van Jefferson","LAR","WR","11.8","1","11.8"
"103","Mac Jones","NE","QB","11.7","1","11.7"
"104","Mike Davis","ATL","RB","11.6","1","11.6"
"105","Tyler Johnson","TB","WR","11.5","1","11.5"
"106","Mecole Hardman","KC","WR","11.3","1","11.3"
"106","Ezekiel Elliott","DAL","RB","11.3","1","11.3"
"108","Jalen Hurts","PHI","QB","11.2","1","11.2"
"109","Kyler Murray","ARI","QB","11.1","1","11.1"
"110","Carolina Panthers","CAR","DST","11.0","1","11.0"
"110","Cairo Santos","CHI","K","11.0","1","11.0"
"112","Tajae Sharpe","ATL","WR","10.8","1","10.8"
"112","Derrick Gore","KC","RB","10.8","1","10.8"
"114","Giovani Bernard","TB","RB","10.7","1","10.7"
"114","Tyler Conklin","MIN","TE","10.7","1","10.7"
"116","Trevor Siemian","NO","QB","10.6","1","10.6"
"117","Evan Engram","NYG","TE","10.5","1","10.5"
"117","Brandon Aiyuk","SF","WR","10.5","1","10.5"
"119","Jordan Akins","HOU","TE","10.3","1","10.3"
"120","Jameis Winston","NO","QB","10.2","1","10.2"
"121","Chase Claypool","PIT","WR","10.1","1","10.1"
"122","Jarvis Landry","CLE","WR","10.0","1","10.0"
"122","Younghoe Koo","ATL","K","10.0","1","10.0"
"122","Pittsburgh Steelers","PIT","DST","10.0","1","10.0"
"122","A.J. Green","ARI","WR","10.0","1","10.0"
"122","Tyler Kroft","NYJ","TE","10.0","1","10.0"
"122","Tyler Bass","BUF","K","10.0","1","10.0"
"128","DJ Moore","CAR","WR","9.9","1","9.9"
"128","D'Ernest Johnson","CLE","RB","9.9","1","9.9"
"130","Mike Gesicki","MIA","TE","9.8","1","9.8"
"131","Ameer Abdullah","Multi","RB","9.6","1","9.6"
"131","Nick Westbrook-Ikhine","TEN","WR","9.6","1","9.6"
"131","Jakobi Meyers","NE","WR","9.6","1","9.6"
"134","Nico Collins","HOU","WR","9.5","1","9.5"
"134","Baker Mayfield","CLE","QB","9.5","1","9.5"
"136","Joshua Palmer","LAC","WR","9.4","1","9.4"
"136","Tim Patrick","DEN","WR","9.4","1","9.4"
"138","Braxton Berrios","NYJ","WR","9.3","1","9.3"
"138","Zach Pascal","IND","WR","9.3","1","9.3"
"140","Kyle Rudolph","NYG","TE","9.2","1","9.2"
"140","John Ross","NYG","WR","9.2","1","9.2"
"140","Jack Doyle","IND","TE","9.2","1","9.2"
"143","Nelson Agholor","NE","WR","9.0","1","9.0"
"144","Jared Goff","DET","QB","8.9","1","8.9"
"144","Mohamed Sanu Sr.","SF","WR","8.9","1","8.9"
"146","Khalil Herbert","CHI","RB","8.8","1","8.8"
"147","Deonte Harty","NO","WR","8.7","1","8.7"
"148","DeAndre Hopkins","ARI","WR","8.6","1","8.6"
"148","Christian Kirk","ARI","WR","8.6","1","8.6"
"150","Myles Gaskin","MIA","RB","8.5","1","8.5"
"150","Marvin Jones Jr.","JAC","WR","8.5","1","8.5"
"152","Antonio Gibson","WAS","RB","8.4","1","8.4"
"153","Zach Ertz","Multi","TE","8.2","1","8.2"
"153","Travis Homer","SEA","RB","8.2","1","8.2"
"155","D'Andre Swift","DET","RB","8.1","1","8.1"
"155","Matt Ryan","ATL","QB","8.1","1","8.1"
"157","Harrison Butker","KC","K","8.0","1","8.0"
"157","Green Bay Packers","GB","DST","8.0","1","8.0"
"157","Matt Ammendola","NYJ","K","8.0","1","8.0"
"157","Minnesota Vikings","MIN","DST","8.0","1","8.0"
"157","Matt Gay","LAR","K","8.0","1","8.0"
"157","Greg Zuerlein","DAL","K","8.0","1","8.0"
"163","Nick Chubb","CLE","RB","7.9","1","7.9"
"163","Jerry Jeudy","DEN","WR","7.9","1","7.9"
"163","Justin Jackson","LAC","RB","7.9","1","7.9"
"163","Robert Tonyan","GB","TE","7.9","1","7.9"
"167","AJ Dillon","GB","RB","7.8","1","7.8"
"167","Dalvin Cook","MIN","RB","7.8","1","7.8"
"169","Sony Michel","LAR","RB","7.6","1","7.6"
"169","Amon-Ra St. Brown","DET","WR","7.6","1","7.6"
"171","Kadarius Toney","NYG","WR","7.4","1","7.4"
"172","C.J. Uzomah","CIN","TE","7.3","1","7.3"
"172","Leonard Fournette","TB","RB","7.3","1","7.3"
"174","Mark Ingram II","Multi","RB","7.2","1","7.2"
"175","Alex Armah Jr.","Multi","RB","7.1","1","7.1"
"176","Jason Myers","SEA","K","7.0","1","7.0"
"176","Evan McPherson","CIN","K","7.0","1","7.0"
"176","Los Angeles Rams","LAR","DST","7.0","1","7.0"
"176","Michael Badgley","Multi","K","7.0","1","7.0"
"176","New York Giants","NYG","DST","7.0","1","7.0"
"176","Washington Football Team","WAS","DST","7.0","1","7.0"
"176","Juwann Winfree","GB","WR","7.0","1","7.0"
"176","Cincinnati Bengals","CIN","DST","7.0","1","7.0"
"176","Dustin Hopkins","Multi","K","7.0","1","7.0"
"185","Jaylen Waddle","MIA","WR","6.9","1","6.9"
"185","Zach Gentry","PIT","TE","6.9","1","6.9"
"185","David Njoku","CLE","TE","6.9","1","6.9"
"188","Javonte Williams","DEN","RB","6.8","1","6.8"
"188","Derrick Henry","TEN","RB","6.8","1","6.8"
"190","Austin Hooper","CLE","TE","6.6","1","6.6"
"191","Sterling Shepard","NYG","WR","6.5","1","6.5"
"191","Terry McLaurin","WAS","WR","6.5","1","6.5"
"193","Albert Okwuegbunam","DEN","TE","6.4","1","6.4"
"193","Nyheim Hines","IND","RB","6.4","1","6.4"
"195","Jeremy McNichols","TEN","RB","6.3","1","6.3"
"196","Courtland Sutton","DEN","WR","6.0","1","6.0"
"196","Tommy Sweeney","BUF","TE","6.0","1","6.0"
"196","San Francisco 49ers","SF","DST","6.0","1","6.0"
"196","Ben Skowronek","LAR","WR","6.0","1","6.0"
"196","Marquez Callaway","NO","WR","6.0","1","6.0"
"196","Garrett Griffin","NO","TE","6.0","1","6.0"
"196","Chris Blewitt","WAS","K","6.0","1","6.0"
"196","Mason Crosby","GB","K","6.0","1","6.0"
"196","Brandon McManus","DEN","K","6.0","1","6.0"
"196","Kansas City Chiefs","KC","DST","6.0","1","6.0"
"196","Indianapolis Colts","IND","DST","6.0","1","6.0"
"207","Kendrick Bourne","NE","WR","5.8","1","5.8"
"208","Adam Humphries","WAS","WR","5.5","1","5.5"
"208","Tyler Higbee","LAR","TE","5.5","1","5.5"
"208","Keelan Cole Sr.","NYJ","WR","5.5","1","5.5"
"211","Cole Kmet","CHI","TE","5.4","1","5.4"
"212","JaMycal Hasty","SF","RB","5.3","1","5.3"
"212","Harrison Bryant","CLE","TE","5.3","1","5.3"
"214","Marquise Goodwin","CHI","WR","5.2","1","5.2"
"215","Allen Robinson II","CHI","WR","5.1","1","5.1"
"216","N'Keal Harry","NE","WR","5.0","1","5.0"
"216","Denzel Mims","NYJ","WR","5.0","1","5.0"
"216","Graham Gano","NYG","K","5.0","1","5.0"
"216","Jason Sanders","MIA","K","5.0","1","5.0"
"220","James Robinson","JAC","RB","4.9","1","4.9"
"221","Tommy Tremble","CAR","TE","4.8","1","4.8"
"221","Kevin White","NO","WR","4.8","1","4.8"
"223","Travis Kelce","KC","TE","4.7","1","4.7"
"223","Rashard Higgins","CLE","WR","4.7","1","4.7"
"225","Jaret Patterson","WAS","RB","4.6","1","4.6"
"226","Jared Cook","LAC","TE","4.5","1","4.5"
"227","Alex Collins","SEA","RB","4.4","1","4.4"
"228","Hunter Henry","NE","TE","4.3","1","4.3"
"229","MyCole Pruitt","TEN","TE","4.2","1","4.2"
"230","Laviska Shenault Jr.","JAC","WR","4.1","1","4.1"
"230","Justin Jefferson","MIN","WR","4.1","1","4.1"
"230","Jaelon Darden","TB","WR","4.1","1","4.1"
"230","Rhamondre Stevenson","NE","RB","4.1","1","4.1"
"234","New York Jets","NYJ","DST","4.0","1","4.0"
"234","Chase McLaughlin","CLE","K","4.0","1","4.0"
"234","Scottie Phillips","HOU","RB","4.0","1","4.0"
"234","Josiah Deguara","GB","TE","4.0","1","4.0"
"238","Devin Singletary","BUF","RB","3.9","1","3.9"
"238","Mike Williams","LAC","WR","3.9","1","3.9"
"240","Quez Watkins","PHI","WR","3.8","1","3.8"
"240","Salvon Ahmed","MIA","RB","3.8","1","3.8"
"242","Tony Pollard","DAL","RB","3.7","1","3.7"
"243","Chris Moore","HOU","WR","3.6","1","3.6"
"243","Samaje Perine","CIN","RB","3.6","1","3.6"
"243","O.J. Howard","TB","TE","3.6","1","3.6"
"243","T.Y. Hilton","IND","WR","3.6","1","3.6"
"247","Cameron Brate","TB","TE","3.5","1","3.5"
"247","Rondale Moore","ARI","WR","3.5","1","3.5"
"249","Chris Conley","HOU","WR","3.4","1","3.4"
"250","C.J. Ham","MIN","RB","3.3","1","3.3"
"250","Jonnu Smith","NE","TE","3.3","1","3.3"
"250","Kyle Pitts","ATL","TE","3.3","1","3.3"
"253","Ricky Seals-Jones","WAS","TE","3.2","1","3.2"
"253","Equanimeous St. Brown","GB","WR","3.2","1","3.2"
"253","Dax Milne","WAS","WR","3.2","1","3.2"
"256","Jalen Reagor","PHI","WR","3.1","1","3.1"
"256","Dalton Schultz","DAL","TE","3.1","1","3.1"
"258","Ryan Succop","TB","K","3.0","1","3.0"
"258","Chris Boswell","PIT","K","3.0","1","3.0"
"258","Atlanta Falcons","ATL","DST","3.0","1","3.0"
"258","Los Angeles Chargers","LAC","DST","3.0","1","3.0"
"258","Cleveland Browns","CLE","DST","3.0","1","3.0"
"258","K.J. Osborn","MIN","WR","3.0","1","3.0"
"258","Cam Sims","WAS","WR","3.0","1","3.0"
"258","Collin Johnson","NYG","WR","3.0","1","3.0"
"258","Matt Prater","ARI","K","3.0","1","3.0"
"267","Ronald Jones II","TB","RB","2.9","1","2.9"
"268","Amari Rodgers","GB","WR","2.8","1","2.8"
"268","Jalen Guyton","LAC","WR","2.8","1","2.8"
"268","Noah Fant","DEN","TE","2.8","1","2.8"
"268","Demarcus Robinson","KC","WR","2.8","1","2.8"
"268","Dare Ogunbowale","JAC","RB","2.8","1","2.8"
"273","Kenneth Gainwell","PHI","RB","2.7","1","2.7"
"273","Demetric Felton","CLE","RB","2.7","1","2.7"
"275","Elijhaa Penny","NYG","RB","2.6","1","2.6"
"275","Brandon Bolden","NE","RB","2.6","1","2.6"
"277","DeVonta Smith","PHI","WR","2.5","1","2.5"
"277","Royce Freeman","Multi","RB","2.5","1","2.5"
"279","Adam Trautman","NO","TE","2.4","1","2.4"
"279","Hayden Hurst","ATL","TE","2.4","1","2.4"
"281","Danny Amendola","HOU","WR","2.3","1","2.3"
"282","Byron Pringle","KC","WR","2.2","1","2.2"
"282","Olamide Zaccheaus","ATL","WR","2.2","1","2.2"
"284","Kyle Juszczyk","SF","RB","2.1","1","2.1"
"285","Tyron Johnson","Multi","WR","2.0","1","2.0"
"285","Patrick Laird","MIA","RB","2.0","1","2.0"
"285","Jacksonville Jaguars","JAC","DST","2.0","1","2.0"
"285","Dallas Cowboys","DAL","DST","2.0","1","2.0"
"285","Ian Thomas","CAR","TE","2.0","1","2.0"
"285","Alexander Mattison","MIN","RB","2.0","1","2.0"
"285","Ka'imi Fairbairn","HOU","K","2.0","1","2.0"
"292","Jeff Smith","NYJ","WR","1.9","1","1.9"
"292","Jack Stoll","PHI","TE","1.9","1","1.9"
"294","Marcus Johnson","TEN","WR","1.8","1","1.8"
"294","Adam Shaheen","MIA","TE","1.8","1","1.8"
"294","Anthony Firkser","TEN","TE","1.8","1","1.8"
"297","Charlie Woerner","SF","TE","1.7","1","1.7"
"297","Ryan Griffin","NYJ","TE","1.7","1","1.7"
"297","Antoine Wesley","ARI","WR","1.7","1","1.7"
"297","Noah Brown","DAL","WR","1.7","1","1.7"
"297","Chris Herndon IV","MIN","TE","1.7","1","1.7"
"297","Luke Stocker","MIN","TE","1.7","1","1.7"
"297","Benny Snell Jr.","PIT","RB","1.7","1","1.7"
"304","Odell Beckham Jr.","Multi","WR","1.6","1","1.6"
"304","Ihmir Smith-Marsette","MIN","WR","1.6","1","1.6"
"306","Tavon Austin","JAC","WR","1.5","1","1.5"
"307","James Washington","PIT","WR","1.4","1","1.4"
"307","John Bates","WAS","TE","1.4","1","1.4"
"307","Ty Montgomery","NO","RB","1.4","1","1.4"
"310","David Johnson","HOU","RB","1.3","1","1.3"
"310","Luke Farrell","JAC","TE","1.3","1","1.3"
"312","Jakob Johnson","NE","RB","1.2","1","1.2"
"312","Gerald Everett","SEA","TE","1.2","1","1.2"
"314","Buddy Howell","LAR","RB","1.1","1","1.1"
"314","Larry Rountree III","LAC","RB","1.1","1","1.1"
"316","Ray-Ray McCloud","PIT","WR","1.0","1","1.0"
"316","Matthew Wright","JAC","K","1.0","1","1.0"
"316","Kylen Granson","IND","TE","1.0","1","1.0"
"316","Arizona Cardinals","ARI","DST","1.0","1","1.0"
"320","Phillip Lindsay","Multi","RB","0.8","1","0.8"
"320","Shi Smith","CAR","WR","0.8","1","0.8"
"322","Rashaad Penny","SEA","RB","0.7","1","0.7"
"322","Josh Johnson","Multi","QB","0.7","1","0.7"
"324","David Blough","DET","QB","0.6","1","0.6"
"324","DeeJay Dallas","SEA","RB","0.6","1","0.6"
"326","Ryan Nall","CHI","RB","0.4","1","0.4"
"326","Gardner Minshew II","PHI","QB","0.4","1","0.4"
"328","La'Mical Perine","NYJ","RB","0.3","1","0.3"
"329","John Wolford","LAR","QB","0.2","1","0.2"
"330","Anthony McFarland Jr.","PIT","RB","0.1","1","0.1"
"331","Josh Gordon","KC","WR","0.0","1","0.0"
"331","Tyrie Cleveland","DEN","WR","0.0","1","0.0"
"331","Dante Pettis","NYG","WR","0.0","1","0.0"
"331","Isaiah Ford","MIA","WR","0.0","1","0.0"
"331","Cam Akers","LAR","RB","0.0","1","0.0"
"331","J.P. Holtz","CHI","TE","0.0","1","0.0"
"331","Deon Yelder","TB","TE","0.0","1","0.0"
"331","Darwin Thompson","TB","RB","0.0","1","0.0"
"331","Dontrell Hilliard","TEN","RB","0.0","1","0.0"
"331","Josh Hammond","JAC","WR","0.0","1","0.0"
"331","Keith Kirkwood","CAR","WR","0.0","1","0.0"
"331","Tom Kennedy","DET","WR","0.0","1","0.0"
"331","Darrell Daniels","ARI","TE","0.0","1","0.0"
"331","Alex Erickson","CAR","WR","0.0","1","0.0"
"331","Gunner Olszewski","NE","WR","0.0","1","0.0"
"331","Isaiah McKenzie","BUF","WR","0.0","1","0.0"
"331","Jakeem Grant Sr.","Multi","WR","0.0","1","0.0"
"331","Stephen Anderson","LAC","TE","0.0","1","0.0"
"331","Mack Hollins","MIA","WR","0.0","1","0.0"
"331","Mo Alie-Cox","IND","TE","0.0","1","0.0"
"331","Demetrius Harris","ARI","TE","0.0","1","0.0"
"331","Darius Slayton","NYG","WR","0.0","1","0.0"
"331","Freddie Swain","SEA","WR","0.0","1","0.0"
"331","Wayne Gallman Jr.","Multi","RB","0.0","1","0.0"
"331","Andre Roberts","Multi","WR","0.0","1","0.0"
"331","Marcus Kemp","KC","WR","0.0","1","0.0"
"331","Kylin Hill","GB","RB","0.0","1","0.0"
"331","Blake Bell","KC","TE","0.0","1","0.0"
"331","Jonathan Ward","ARI","RB","0.0","1","0.0"
"331","Juwan Johnson","NO","TE","0.0","1","0.0"
"331","Tampa Bay Buccaneers","TB","DST","0.0","1","0.0"
"331","Miami Dolphins","MIA","DST","0.0","1","0.0"
"331","David Montgomery","CHI","RB","0.0","1","0.0"
"331","Donald Parham Jr.","LAC","TE","0.0","1","0.0"
"331","Blake Jarwin","DAL","TE","0.0","1","0.0"
"331","Rob Gronkowski","TB","TE","0.0","1","0.0"
"331","Will Dissly","SEA","TE","0.0","1","0.0"
"331","Justin Hardee","NYJ","WR","0.0","1","0.0"
"331","Ty Long","LAC","K","0.0","1","0.0"
"331","Malik Taylor","GB","WR","0.0","1","0.0"
"331","Chester Rogers","TEN","WR","0.0","1","0.0"
"331","Giovanni Ricci","CAR","TE","0.0","1","0.0"
"331","Matthew Slater","NE","WR","0.0","1","0.0"
"331","Tutu Atwell","LAR","WR","0.0","1","0.0"
"331","Cethan Carter","MIA","TE","0.0","1","0.0"
"331","Marlon Mack","IND","RB","0.0","1","0.0"
"331","Jauan Jennings","SF","WR","0.0","1","0.0"
"331","Taiwan Jones","BUF","RB","0.0","1","0.0"
"331","KhaDarel Hodge","DET","WR","0.0","1","0.0"
"331","Tory Carter","TEN","RB","0.0","1","0.0"
"331","Lee Smith","ATL","TE","0.0","1","0.0"
"331","Anthony Schwartz","CLE","WR","0.0","1","0.0"
"331","Greg Ward","PHI","WR","0.0","1","0.0"
"331","Austin Seibert","DET","K","0.0","1","0.0"
"331","Trenton Cannon","Multi","RB","0.0","1","0.0"
"331","Penny Hart","SEA","WR","0.0","1","0.0"
"331","Marcedes Lewis","GB","TE","0.0","1","0.0"
"331","Kendall Hinton","DEN","WR","0.0","1","0.0"
"331","Robby Anderson","CAR","WR","0.0","1","0.0"
"331","Emmanuel Sanders","BUF","WR","0.0","1","0.0"
"331","Ashton Dulin","IND","WR","0.0","1","0.0"
"331","Kalif Raymond","DET","WR","0.0","1","0.0"
"393","Logan Woodside","TEN","QB","-0.1","1","-0.1"
"393","P.J. Walker","CAR","QB","-0.1","1","-0.1"
"395","Damien Williams","CHI","RB","-0.3","1","-0.3"
"395","Kalen Ballage","PIT","RB","-0.3","1","-0.3"
"397","Chicago Bears","CHI","DST","-1.0","1","-1.0"
"398","Houston Texans","HOU","DST","-3.0","1","-3.0"
"399","Detroit Lions","DET","DST","-4.0","1","-4.0"
""
""
