"Rank","Player","Team","Position","Points","Games","Avg"
"65","Gerald Everett","SEA","TE","14.7","1","14.7"
"66","Cole Kmet","CHI","TE","14.5","1","14.5"
"67","Dalvin Cook","MIN","RB","14.3","1","14.3"
"67","DJ Moore","CAR","WR","14.3","1","14.3"
"69","Pat Freiermuth","PIT","TE","14.0","1","14.0"
"69","New England Patriots","NE","DST","14.0","1","14.0"
"71","Brandin Cooks","HOU","WR","13.5","1","13.5"
"71","Matt Breida","BUF","RB","13.5","1","13.5"
"73","Lamar Jackson","BAL","QB","13.4","1","13.4"
"74","Jamaal Williams","DET","RB","13.3","1","13.3"
"74","Justin Jefferson","MIN","WR","13.3","1","13.3"
"76","Boston Scott","PHI","RB","13.2","1","13.2"
"76","Tua Tagovailoa","MIA","QB","13.2","1","13.2"
"76","Ashton Dulin","IND","WR","13.2","1","13.2"
"79","Marquise Brown","BAL","WR","13.1","1","13.1"
"80","Evan McPherson","CIN","K","13.0","1","13.0"
"80","Justin Tucker","BAL","K","13.0","1","13.0"
"80","Mason Crosby","GB","K","13.0","1","13.0"
"80","Green Bay Packers","GB","DST","13.0","1","13.0"
"80","New York Giants","NYG","DST","13.0","1","13.0"
"85","Jared Goff","DET","QB","12.8","1","12.8"
"85","T.Y. Hilton","IND","WR","12.8","1","12.8"
"87","Tyler Lockett","SEA","WR","12.6","1","12.6"
"88","David Njoku","CLE","TE","12.5","1","12.5"
"88","Brandon Aiyuk","SF","WR","12.5","1","12.5"
"88","James Robinson","JAC","RB","12.5","1","12.5"
"88","T.J. Hockenson","DET","TE","12.5","1","12.5"
"92","Baker Mayfield","CLE","QB","12.3","1","12.3"
"93","Taylor Heinicke","WAS","QB","12.2","1","12.2"
"93","Tom Brady","TB","QB","12.2","1","12.2"
"93","Damien Harris","NE","RB","12.2","1","12.2"
"93","Jimmy Garoppolo","SF","QB","12.2","1","12.2"
"97","Tampa Bay Buccaneers","TB","DST","12.0","1","12.0"
"98","Jimmy Graham","CHI","TE","11.4","1","11.4"
"99","Noah Brown","DAL","WR","11.3","1","11.3"
"99","Brevin Jordan","HOU","TE","11.3","1","11.3"
"99","Zay Jones","LV","WR","11.3","1","11.3"
"102","Chase Claypool","PIT","WR","11.2","1","11.2"
"102","Matt Ryan","ATL","QB","11.2","1","11.2"
"104","Zach Wilson","NYJ","QB","11.1","1","11.1"
"105","Buffalo Bills","BUF","DST","11.0","1","11.0"
"105","Cairo Santos","CHI","K","11.0","1","11.0"
"105","Cleveland Browns","CLE","DST","11.0","1","11.0"
"105","Baltimore Ravens","BAL","DST","11.0","1","11.0"
"105","Robbie Gould","SF","K","11.0","1","11.0"
"110","Alexander Mattison","MIN","RB","10.8","1","10.8"
"111","Jared Cook","LAC","TE","10.5","1","10.5"
"111","Nick Westbrook-Ikhine","TEN","WR","10.5","1","10.5"
"111","Ben Roethlisberger","PIT","QB","10.5","1","10.5"
"114","David Montgomery","CHI","RB","10.4","1","10.4"
"114","Jauan Jennings","SF","WR","10.4","1","10.4"
"116","D'Onta Foreman","TEN","RB","10.2","1","10.2"
"116","Freddie Swain","SEA","WR","10.2","1","10.2"
"118","Tavon Austin","JAC","WR","10.1","1","10.1"
"119","Jason Sanders","MIA","K","10.0","1","10.0"
"120","Jalen Hurts","PHI","QB","9.9","1","9.9"
"121","Trevor Siemian","NO","QB","9.8","1","9.8"
"121","Austin Walter","NYJ","RB","9.8","1","9.8"
"121","Melvin Gordon III","DEN","RB","9.8","1","9.8"
"124","Ronald Jones II","TB","RB","9.7","1","9.7"
"125","Cole Beasley","BUF","WR","9.6","1","9.6"
"126","Ty Montgomery","NO","RB","9.5","1","9.5"
"127","Brandon Bolden","NE","RB","9.4","1","9.4"
"128","Saquon Barkley","NYG","RB","9.3","1","9.3"
"128","Laquon Treadwell","JAC","WR","9.3","1","9.3"
"128","Michael Pittman Jr.","IND","WR","9.3","1","9.3"
"128","Elijah Moore","NYJ","WR","9.3","1","9.3"
"132","Ryan Tannehill","TEN","QB","9.1","1","9.1"
"132","Terry McLaurin","WAS","WR","9.1","1","9.1"
"132","Chris Myarick","NYG","TE","9.1","1","9.1"
"135","Tevin Coleman","NYJ","RB","9.0","1","9.0"
"135","Minnesota Vikings","MIN","DST","9.0","1","9.0"
"135","Marquez Valdes-Scantling","GB","WR","9.0","1","9.0"
"138","Jonnu Smith","NE","TE","8.8","1","8.8"
"139","DeAndre Carter","WAS","WR","8.6","1","8.6"
"140","Durham Smythe","MIA","TE","8.5","1","8.5"
"141","Rex Burkhead","HOU","RB","8.4","1","8.4"
"142","Marvin Jones Jr.","JAC","WR","8.3","1","8.3"
"142","Laviska Shenault Jr.","JAC","WR","8.3","1","8.3"
"144","Damiere Byrd","CHI","WR","8.2","1","8.2"
"144","Cam Newton","CAR","QB","8.2","1","8.2"
"146","DeeJay Dallas","SEA","RB","8.1","1","8.1"
"146","Nick Vannett","NO","TE","8.1","1","8.1"
"148","New York Jets","NYJ","DST","8.0","1","8.0"
"148","Michael Badgley","Multi","K","8.0","1","8.0"
"148","Greg Zuerlein","DAL","K","8.0","1","8.0"
"148","Seattle Seahawks","SEA","DST","8.0","1","8.0"
"148","Matt Gay","LAR","K","8.0","1","8.0"
"148","Ryan Succop","TB","K","8.0","1","8.0"
"148","Kenny Golladay","NYG","WR","8.0","1","8.0"
"148","Harrison Bryant","CLE","TE","8.0","1","8.0"
"148","Sean McKeon","DAL","TE","8.0","1","8.0"
"157","Mike Williams","LAC","WR","7.9","1","7.9"
"157","James O'Shaughnessy","JAC","TE","7.9","1","7.9"
"159","Lil'Jordan Humphrey","NO","WR","7.7","1","7.7"
"160","David Johnson","HOU","RB","7.5","1","7.5"
"161","Miles Sanders","PHI","RB","7.4","1","7.4"
"162","Eric Saubert","DEN","TE","7.1","1","7.1"
"162","Rashod Bateman","BAL","WR","7.1","1","7.1"
"162","Tre'Quan Smith","NO","WR","7.1","1","7.1"
"162","Mike Davis","ATL","RB","7.1","1","7.1"
"166","Matt Ammendola","NYJ","K","7.0","1","7.0"
"166","Graham Gano","NYG","K","7.0","1","7.0"
"166","Tyler Bass","BUF","K","7.0","1","7.0"
"166","Devonta Freeman","BAL","RB","7.0","1","7.0"
"170","Ja'Marr Chase","CIN","WR","6.9","1","6.9"
"171","Najee Harris","PIT","RB","6.7","1","6.7"
"171","Evan Engram","NYG","TE","6.7","1","6.7"
"171","Kene Nwangwu","MIN","RB","6.7","1","6.7"
"171","Albert Wilson","MIA","WR","6.7","1","6.7"
"171","Braxton Berrios","NYJ","WR","6.7","1","6.7"
"171","Gabriel Davis","BUF","WR","6.7","1","6.7"
"177","Marcus Mariota","LV","QB","6.4","1","6.4"
"178","Amon-Ra St. Brown","DET","WR","6.3","1","6.3"
"179","Kenneth Gainwell","PHI","RB","6.2","1","6.2"
"180","Logan Thomas","WAS","TE","6.1","1","6.1"
"181","Houston Texans","HOU","DST","6.0","1","6.0"
"181","Matthew Wright","JAC","K","6.0","1","6.0"
"181","Atlanta Falcons","ATL","DST","6.0","1","6.0"
"184","Nick Chubb","CLE","RB","5.9","1","5.9"
"185","Emmanuel Sanders","BUF","WR","5.8","1","5.8"
"185","Devin Singletary","BUF","RB","5.8","1","5.8"
"187","Darius Slayton","NYG","WR","5.7","1","5.7"
"187","Kyle Juszczyk","SF","RB","5.7","1","5.7"
"189","Cameron Brate","TB","TE","5.3","1","5.3"
"189","Danny Amendola","HOU","WR","5.3","1","5.3"
"189","Darren Waller","LV","TE","5.3","1","5.3"
"192","Jalen Reagor","PHI","WR","5.1","1","5.1"
"193","Chris Boswell","PIT","K","5.0","1","5.0"
"193","Chase McLaughlin","CLE","K","5.0","1","5.0"
"193","Dallas Cowboys","DAL","DST","5.0","1","5.0"
"193","Zane Gonzalez","CAR","K","5.0","1","5.0"
"193","New Orleans Saints","NO","DST","5.0","1","5.0"
"193","Philadelphia Eagles","PHI","DST","5.0","1","5.0"
"193","San Francisco 49ers","SF","DST","5.0","1","5.0"
"193","Washington Football Team","WAS","DST","5.0","1","5.0"
"193","Nelson Agholor","NE","WR","5.0","1","5.0"
"193","Ryan Griffin","NYJ","TE","5.0","1","5.0"
"193","Kenyan Drake","LV","RB","5.0","1","5.0"
"204","John Ross","NYG","WR","4.8","1","4.8"
"204","Nico Collins","HOU","WR","4.8","1","4.8"
"206","Chris Godwin","TB","WR","4.7","1","4.7"
"206","Mike Gesicki","MIA","TE","4.7","1","4.7"
"208","Kyle Pitts","ATL","TE","4.6","1","4.6"
"208","Mike Evans","TB","WR","4.6","1","4.6"
"208","Quez Watkins","PHI","WR","4.6","1","4.6"
"208","Kalif Raymond","DET","WR","4.6","1","4.6"
"208","Rhamondre Stevenson","NE","RB","4.6","1","4.6"
"208","Tim Patrick","DEN","WR","4.6","1","4.6"
"214","Joshua Palmer","LAC","WR","4.5","1","4.5"
"214","Jerry Jeudy","DEN","WR","4.5","1","4.5"
"214","Tyler Conklin","MIN","TE","4.5","1","4.5"
"214","Jakeem Grant Sr.","Multi","WR","4.5","1","4.5"
"218","Marquez Callaway","NO","WR","4.4","1","4.4"
"218","Ameer Abdullah","Multi","RB","4.4","1","4.4"
"218","Keelan Cole Sr.","NYJ","WR","4.4","1","4.4"
"221","Jalen Guyton","LAC","WR","4.3","1","4.3"
"222","Cody Hollister","TEN","WR","4.2","1","4.2"
"222","Ty Johnson","NYJ","RB","4.2","1","4.2"
"222","Phillip Lindsay","Multi","RB","4.2","1","4.2"
"222","DeVonta Smith","PHI","WR","4.2","1","4.2"
"222","Tajae Sharpe","ATL","WR","4.2","1","4.2"
"222","Kylen Granson","IND","TE","4.2","1","4.2"
"222","Noah Fant","DEN","TE","4.2","1","4.2"
"229","Detroit Lions","DET","DST","4.0","1","4.0"
"229","Brandon McManus","DEN","K","4.0","1","4.0"
"229","Joshua Kelley","LAC","RB","4.0","1","4.0"
"229","Chicago Bears","CHI","DST","4.0","1","4.0"
"229","Carolina Panthers","CAR","DST","4.0","1","4.0"
"234","C.J. Uzomah","CIN","TE","3.9","1","3.9"
"234","Nyheim Hines","IND","RB","3.9","1","3.9"
"234","Will Dissly","SEA","TE","3.9","1","3.9"
"234","D'Andre Swift","DET","RB","3.9","1","3.9"
"238","Ja'Marcus Bradley","CLE","WR","3.8","1","3.8"
"238","Chris Evans","CIN","RB","3.8","1","3.8"
"238","Stephen Anderson","LAC","TE","3.8","1","3.8"
"241","Devontae Booker","NYG","RB","3.7","1","3.7"
"241","Kalen Ballage","PIT","RB","3.7","1","3.7"
"241","Courtland Sutton","DEN","WR","3.7","1","3.7"
"244","Keith Smith","ATL","RB","3.6","1","3.6"
"244","Hunter Henry","NE","TE","3.6","1","3.6"
"244","Salvon Ahmed","MIA","RB","3.6","1","3.6"
"247","Sony Michel","LAR","RB","3.5","1","3.5"
"247","Christian McCaffrey","CAR","RB","3.5","1","3.5"
"249","Brandon Zylstra","CAR","WR","3.4","1","3.4"
"249","Adam Humphries","WAS","WR","3.4","1","3.4"
"251","Josiah Deguara","GB","TE","3.3","1","3.3"
"251","Tyler Boyd","CIN","WR","3.3","1","3.3"
"251","Allen Lazard","GB","WR","3.3","1","3.3"
"254","Donovan Peoples-Jones","CLE","WR","3.0","1","3.0"
"254","Jacksonville Jaguars","JAC","DST","3.0","1","3.0"
"254","Joey Slye","Multi","K","3.0","1","3.0"
"254","D'Wayne Eskridge","SEA","WR","3.0","1","3.0"
"254","Younghoe Koo","ATL","K","3.0","1","3.0"
"254","Los Angeles Chargers","LAC","DST","3.0","1","3.0"
"260","Tony Jones Jr.","NO","RB","2.7","1","2.7"
"261","C.J. Ham","MIN","RB","2.6","1","2.6"
"262","John Bates","WAS","TE","2.5","1","2.5"
"262","P.J. Walker","CAR","QB","2.5","1","2.5"
"262","Robby Anderson","CAR","WR","2.5","1","2.5"
"262","Samaje Perine","CIN","RB","2.5","1","2.5"
"262","Devin Duvernay","BAL","WR","2.5","1","2.5"
"267","Marcedes Lewis","GB","TE","2.4","1","2.4"
"267","Dez Fitzpatrick","TEN","WR","2.4","1","2.4"
"269","Curtis Samuel","WAS","WR","2.3","1","2.3"
"269","Aaron Jones","GB","RB","2.3","1","2.3"
"269","J.J. Arcega-Whiteside","PHI","WR","2.3","1","2.3"
"269","Anthony McFarland Jr.","PIT","RB","2.3","1","2.3"
"269","D.K. Metcalf","SEA","WR","2.3","1","2.3"
"269","George Kittle","SF","TE","2.3","1","2.3"
"269","Alex Erickson","CAR","WR","2.3","1","2.3"
"276","Albert Okwuegbunam","DEN","TE","2.2","1","2.2"
"276","Bryan Edwards","LV","WR","2.2","1","2.2"
"278","Isaiah Ford","MIA","WR","2.1","1","2.1"
"278","Charlie Woerner","SF","TE","2.1","1","2.1"
"278","Chris Manhertz","JAC","TE","2.1","1","2.1"
"281","Greg Joseph","MIN","K","2.0","1","2.0"
"281","Riley Patterson","DET","K","2.0","1","2.0"
"281","MyCole Pruitt","TEN","TE","2.0","1","2.0"
"281","Zach Gentry","PIT","TE","2.0","1","2.0"
"281","Los Angeles Rams","LAR","DST","2.0","1","2.0"
"281","Kareem Hunt","CLE","RB","2.0","1","2.0"
"281","Indianapolis Colts","IND","DST","2.0","1","2.0"
"281","Adam Prentice","NO","RB","2.0","1","2.0"
"281","Josh Johnson","Multi","QB","2.0","1","2.0"
"281","Ka'imi Fairbairn","HOU","K","2.0","1","2.0"
"291","Pharoh Cooper","NYG","WR","1.9","1","1.9"
"291","Dan Arnold","Multi","TE","1.9","1","1.9"
"291","Tyler Johnson","TB","WR","1.9","1","1.9"
"291","Wayne Gallman Jr.","Multi","RB","1.9","1","1.9"
"291","Deonte Harty","NO","WR","1.9","1","1.9"
"296","Geoff Swaim","TEN","TE","1.8","1","1.8"
"296","Sammy Watkins","BAL","WR","1.8","1","1.8"
"296","Mo Alie-Cox","IND","TE","1.8","1","1.8"
"299","Jeff Wilson Jr.","SF","RB","1.7","1","1.7"
"299","Parker Hesse","ATL","TE","1.7","1","1.7"
"299","Alex Collins","SEA","RB","1.7","1","1.7"
"299","Anthony Firkser","TEN","TE","1.7","1","1.7"
"299","Equanimeous St. Brown","GB","WR","1.7","1","1.7"
"304","Carlos Hyde","JAC","RB","1.6","1","1.6"
"305","Donald Parham Jr.","LAC","TE","1.5","1","1.5"
"305","Trent Sherfield","SF","WR","1.5","1","1.5"
"305","K.J. Osborn","MIN","WR","1.5","1","1.5"
"305","Olamide Zaccheaus","ATL","WR","1.5","1","1.5"
"305","Jamison Crowder","NYJ","WR","1.5","1","1.5"
"310","Preston Williams","MIA","WR","1.4","1","1.4"
"310","Latavius Murray","BAL","RB","1.4","1","1.4"
"310","Tommy Tremble","CAR","TE","1.4","1","1.4"
"313","Tyler Higbee","LAR","TE","1.3","1","1.3"
"313","James Washington","PIT","WR","1.3","1","1.3"
"313","Foster Moreau","LV","TE","1.3","1","1.3"
"316","Chester Rogers","TEN","WR","1.2","1","1.2"
"316","Anthony Miller","Multi","WR","1.2","1","1.2"
"316","Zach Pascal","IND","WR","1.2","1","1.2"
"319","Godwin Igwebuike","DET","RB","1.1","1","1.1"
"320","Jake Elliott","PHI","K","1.0","1","1.0"
"320","Randy Bullock","TEN","K","1.0","1","1.0"
"320","Dustin Hopkins","Multi","K","1.0","1","1.0"
"320","Patrick Ricard","BAL","RB","1.0","1","1.0"
"320","Dallas Goedert","PHI","TE","1.0","1","1.0"
"320","Jason Myers","SEA","K","1.0","1","1.0"
"326","Khalil Herbert","CHI","RB","0.9","1","0.9"
"327","Chris Moore","HOU","WR","0.6","1","0.6"
"327","Chuba Hubbard","CAR","RB","0.6","1","0.6"
"329","Benny Snell Jr.","PIT","RB","0.5","1","0.5"
"330","Ty'Son Williams","BAL","RB","0.1","1","0.1"
"331","Buddy Howell","LAR","RB","0.0","1","0.0"
"331","John Brown","Multi","WR","0.0","1","0.0"
"331","Trevon Wesco","NYJ","TE","0.0","1","0.0"
"331","Drew Lock","DEN","QB","0.0","1","0.0"
"331","J.P. Holtz","CHI","TE","0.0","1","0.0"
"331","Jermar Jefferson","DET","RB","0.0","1","0.0"
"331","JoJo Natson","CLE","WR","0.0","1","0.0"
"331","Frank Darby","ATL","WR","0.0","1","0.0"
"331","Michael Bandy","LAC","WR","0.0","1","0.0"
"331","Marquez Stevenson","BUF","WR","0.0","1","0.0"
"331","Matt Cole","CAR","WR","0.0","1","0.0"
"331","Brandin Bryant","BUF","RB","0.0","1","0.0"
"331","B.J. Emmons","FA","RB","0.0","1","0.0"
"331","Darius Bradwell","LAC","RB","0.0","1","0.0"
"331","Isaiah Coulter","CHI","WR","0.0","1","0.0"
"331","Brett Maher","NO","K","0.0","1","0.0"
"331","Tre' McKitty","LAC","TE","0.0","1","0.0"
"331","Daniel Helm","LV","TE","0.0","1","0.0"
"331","Jaret Patterson","WAS","RB","0.0","1","0.0"
"331","Derek Watt","PIT","RB","0.0","1","0.0"
"331","Feleipe Franks","ATL","QB","0.0","1","0.0"
"331","Elijhaa Penny","NYG","RB","0.0","1","0.0"
"331","Pharaoh Brown","HOU","TE","0.0","1","0.0"
"331","Gunner Olszewski","NE","WR","0.0","1","0.0"
"331","Mike Thomas","CIN","WR","0.0","1","0.0"
"331","Jaydon Mickens","Multi","WR","0.0","1","0.0"
"331","Andre Roberts","Multi","WR","0.0","1","0.0"
"331","Gary Brightwell","NYG","RB","0.0","1","0.0"
"331","Mack Hollins","MIA","WR","0.0","1","0.0"
"331","Dominique Dafney","GB","TE","0.0","1","0.0"
"331","Austin Hooper","CLE","TE","0.0","1","0.0"
"331","Tylan Wallace","BAL","WR","0.0","1","0.0"
"331","Demetric Felton","CLE","RB","0.0","1","0.0"
"331","Dede Westbrook","MIN","WR","0.0","1","0.0"
"331","Pittsburgh Steelers","PIT","DST","0.0","1","0.0"
"331","Las Vegas Raiders","LV","DST","0.0","1","0.0"
"331","Dare Ogunbowale","JAC","RB","0.0","1","0.0"
"331","Diontae Spencer","DEN","WR","0.0","1","0.0"
"331","Ty Long","LAC","K","0.0","1","0.0"
"331","Stanley Morgan Jr.","CIN","WR","0.0","1","0.0"
"331","Lee Smith","ATL","TE","0.0","1","0.0"
"331","Taiwan Jones","BUF","RB","0.0","1","0.0"
"331","Scotty Miller","TB","WR","0.0","1","0.0"
"331","Giovanni Ricci","CAR","TE","0.0","1","0.0"
"331","Jaelon Darden","TB","WR","0.0","1","0.0"
"331","Jesse James","CHI","TE","0.0","1","0.0"
"331","KhaDarel Hodge","DET","WR","0.0","1","0.0"
"331","Tory Carter","TEN","RB","0.0","1","0.0"
"331","Marquise Goodwin","CHI","WR","0.0","1","0.0"
"331","Eric Tomlinson","BAL","TE","0.0","1","0.0"
"331","Amari Rodgers","GB","WR","0.0","1","0.0"
"331","Dwayne Washington","NO","RB","0.0","1","0.0"
"331","Greg Ward","PHI","WR","0.0","1","0.0"
"331","Kendall Hinton","DEN","WR","0.0","1","0.0"
"331","Cam Sims","WAS","WR","0.0","1","0.0"
"331","Ian Thomas","CAR","TE","0.0","1","0.0"
"331","Justin Jackson","LAC","RB","0.0","1","0.0"
"388","Brian Hoyer","NE","QB","-0.1","1","-0.1"
"388","Brandon Allen","CIN","QB","-0.1","1","-0.1"
"390","Khari Blasingame","TEN","RB","-1.4","1","-1.4"
"391","J.J. Koski","LAR","WR","-2.0","1","-2.0"
"391","Tennessee Titans","TEN","DST","-2.0","1","-2.0"
""
""
