"Rank","Player","Team","Position","Points","Games","Avg"
"37","Hunter Renfrow","LV","WR","17.6","1","17.6"
"38","Kirk Cousins","MIN","QB","17.5","1","17.5"
"39","Najee Harris","PIT","RB","17.3","1","17.3"
"40","Leonard Fournette","TB","RB","17.2","1","17.2"
"41","Zane Gonzalez","CAR","K","17.0","1","17.0"
"41","Green Bay Packers","GB","DST","17.0","1","17.0"
"43","D'Andre Swift","DET","RB","16.5","1","16.5"
"44","Lamar Jackson","BAL","QB","16.4","1","16.4"
"45","Mason Rudolph","PIT","QB","16.3","1","16.3"
"46","Tyler Conklin","MIN","TE","16.1","1","16.1"
"47","George Kittle","SF","TE","16.0","1","16.0"
"47","San Francisco 49ers","SF","DST","16.0","1","16.0"
"49","Tony Pollard","DAL","RB","15.8","1","15.8"
"50","Taylor Heinicke","WAS","QB","15.7","1","15.7"
"51","Jimmy Garoppolo","SF","QB","15.4","1","15.4"
"51","James Conner","ARI","RB","15.4","1","15.4"
"53","Ray-Ray McCloud","PIT","WR","15.3","1","15.3"
"54","Tom Brady","TB","QB","15.0","1","15.0"
"54","DeAndre Carter","WAS","WR","15.0","1","15.0"
"54","Philadelphia Eagles","PHI","DST","15.0","1","15.0"
"54","Marcus Johnson","TEN","WR","15.0","1","15.0"
"58","Jakobi Meyers","NE","WR","14.9","1","14.9"
"58","Austin Ekeler","LAC","RB","14.9","1","14.9"
"60","Davante Adams","GB","WR","14.8","1","14.8"
"61","Byron Pringle","KC","WR","14.6","1","14.6"
"61","Albert Wilson","MIA","WR","14.6","1","14.6"
"63","Tre'Quan Smith","NO","WR","14.4","1","14.4"
"64","Gerald Everett","SEA","TE","14.3","1","14.3"
"65","Mike Evans","TB","WR","14.2","1","14.2"
"66","Rashod Bateman","BAL","WR","14.0","1","14.0"
"66","Indianapolis Colts","IND","DST","14.0","1","14.0"
"66","Jake Elliott","PHI","K","14.0","1","14.0"
"69","Jamal Agnew","JAC","WR","13.9","1","13.9"
"70","Dan Arnold","Multi","TE","13.7","1","13.7"
"70","Robby Anderson","CAR","WR","13.7","1","13.7"
"72","Gabriel Davis","BUF","WR","13.5","1","13.5"
"73","Elijah Moore","NYJ","WR","13.4","1","13.4"
"74","Diontae Johnson","PIT","WR","13.3","1","13.3"
"75","Justin Herbert","LAC","QB","13.0","1","13.0"
"76","Christian Kirk","ARI","WR","12.8","1","12.8"
"77","Chris Godwin","TB","WR","12.7","1","12.7"
"78","Aaron Jones","GB","RB","12.6","1","12.6"
"79","Austin Hooper","CLE","TE","12.5","1","12.5"
"79","Boston Scott","PHI","RB","12.5","1","12.5"
"81","Isaiah Ford","MIA","WR","12.4","1","12.4"
"82","Corey Davis","NYJ","WR","12.3","1","12.3"
"82","Tua Tagovailoa","MIA","QB","12.3","1","12.3"
"84","Michael Pittman Jr.","IND","WR","12.1","1","12.1"
"85","Buffalo Bills","BUF","DST","12.0","1","12.0"
"85","Harrison Butker","KC","K","12.0","1","12.0"
"85","Carolina Panthers","CAR","DST","12.0","1","12.0"
"85","Chris Boswell","PIT","K","12.0","1","12.0"
"85","Joey Slye","Multi","K","12.0","1","12.0"
"90","Terry McLaurin","WAS","WR","11.9","1","11.9"
"90","Devin Singletary","BUF","RB","11.9","1","11.9"
"92","Matthew Stafford","LAR","QB","11.8","1","11.8"
"93","Marquez Callaway","NO","WR","11.7","1","11.7"
"93","Cam Newton","CAR","QB","11.7","1","11.7"
"95","Godwin Igwebuike","DET","RB","11.6","1","11.6"
"96","Adam Thielen","MIN","WR","11.5","1","11.5"
"96","Aaron Rodgers","GB","QB","11.5","1","11.5"
"98","Jerry Jeudy","DEN","WR","11.1","1","11.1"
"99","Tyler Higbee","LAR","TE","11.0","1","11.0"
"99","Michael Badgley","Multi","K","11.0","1","11.0"
"99","Randy Bullock","TEN","K","11.0","1","11.0"
"99","New England Patriots","NE","DST","11.0","1","11.0"
"103","Noah Fant","DEN","TE","10.9","1","10.9"
"104","Albert Okwuegbunam","DEN","TE","10.7","1","10.7"
"105","Jermar Jefferson","DET","RB","10.1","1","10.1"
"105","Amon-Ra St. Brown","DET","WR","10.1","1","10.1"
"105","Jaylen Waddle","MIA","WR","10.1","1","10.1"
"108","Greg Joseph","MIN","K","10.0","1","10.0"
"108","Deonte Harty","NO","WR","10.0","1","10.0"
"108","Jason Sanders","MIA","K","10.0","1","10.0"
"108","Kyle Pitts","ATL","TE","10.0","1","10.0"
"108","Brandon Bolden","NE","RB","10.0","1","10.0"
"113","Isaiah McKenzie","BUF","WR","9.9","1","9.9"
"114","D'Onta Foreman","TEN","RB","9.8","1","9.8"
"114","Trevor Lawrence","JAC","QB","9.8","1","9.8"
"116","Marquise Brown","BAL","WR","9.7","1","9.7"
"117","James Washington","PIT","WR","9.5","1","9.5"
"118","Melvin Gordon III","DEN","RB","9.3","1","9.3"
"119","Elijah Mitchell","SF","RB","9.1","1","9.1"
"119","Ameer Abdullah","Multi","RB","9.1","1","9.1"
"119","Amari Cooper","DAL","WR","9.1","1","9.1"
"122","Teddy Bridgewater","DEN","QB","9.0","1","9.0"
"122","Tyler Bass","BUF","K","9.0","1","9.0"
"122","Dustin Hopkins","Multi","K","9.0","1","9.0"
"122","Nick Folk","NE","K","9.0","1","9.0"
"122","Robbie Gould","SF","K","9.0","1","9.0"
"127","Devonta Freeman","BAL","RB","8.8","1","8.8"
"127","Ty Johnson","NYJ","RB","8.8","1","8.8"
"129","Chuba Hubbard","CAR","RB","8.7","1","8.7"
"129","Devin Duvernay","BAL","WR","8.7","1","8.7"
"129","Zack Moss","BUF","RB","8.7","1","8.7"
"132","Wayne Gallman Jr.","Multi","RB","8.6","1","8.6"
"132","Zach Ertz","Multi","TE","8.6","1","8.6"
"132","Josh Jacobs","LV","RB","8.6","1","8.6"
"135","Van Jefferson","LAR","WR","8.4","1","8.4"
"136","Jordan Howard","PHI","RB","8.3","1","8.3"
"137","Adam Trautman","NO","TE","8.2","1","8.2"
"138","Darrell Henderson Jr.","LAR","RB","8.1","1","8.1"
"139","J.D. McKissic","WAS","RB","7.9","1","7.9"
"140","Russell Wilson","SEA","QB","7.6","1","7.6"
"140","Cameron Brate","TB","TE","7.6","1","7.6"
"142","Mike Williams","LAC","WR","7.3","1","7.3"
"142","Quez Watkins","PHI","WR","7.3","1","7.3"
"144","Brian Hoyer","NE","QB","7.2","1","7.2"
"144","MyCole Pruitt","TEN","TE","7.2","1","7.2"
"144","Michael Gallup","DAL","WR","7.2","1","7.2"
"147","Noah Gray","KC","TE","7.1","1","7.1"
"147","Carson Wentz","IND","QB","7.1","1","7.1"
"147","Emmanuel Sanders","BUF","WR","7.1","1","7.1"
"150","Brandon McManus","DEN","K","7.0","1","7.0"
"150","Larry Rountree III","LAC","RB","7.0","1","7.0"
"150","Detroit Lions","DET","DST","7.0","1","7.0"
"150","Ryan Succop","TB","K","7.0","1","7.0"
"150","Kansas City Chiefs","KC","DST","7.0","1","7.0"
"155","Javonte Williams","DEN","RB","6.9","1","6.9"
"155","Kalif Raymond","DET","WR","6.9","1","6.9"
"157","Geoff Swaim","TEN","TE","6.6","1","6.6"
"157","Jarvis Landry","CLE","WR","6.6","1","6.6"
"157","Jacoby Brissett","MIA","QB","6.6","1","6.6"
"160","Darren Waller","LV","TE","6.4","1","6.4"
"160","DJ Moore","CAR","WR","6.4","1","6.4"
"160","Adam Shaheen","MIA","TE","6.4","1","6.4"
"163","P.J. Walker","CAR","QB","6.3","1","6.3"
"164","Pat Freiermuth","PIT","TE","6.1","1","6.1"
"164","Jack Doyle","IND","TE","6.1","1","6.1"
"166","Mike White","NYJ","QB","6.0","1","6.0"
"166","Ricky Seals-Jones","WAS","TE","6.0","1","6.0"
"166","Tennessee Titans","TEN","DST","6.0","1","6.0"
"166","Tampa Bay Buccaneers","TB","DST","6.0","1","6.0"
"166","Matt Ammendola","NYJ","K","6.0","1","6.0"
"171","Alex Collins","SEA","RB","5.9","1","5.9"
"171","Baker Mayfield","CLE","QB","5.9","1","5.9"
"171","Joe Flacco","NYJ","QB","5.9","1","5.9"
"174","Brandon Aiyuk","SF","WR","5.6","1","5.6"
"174","D.K. Metcalf","SEA","WR","5.6","1","5.6"
"174","Juwan Johnson","NO","TE","5.6","1","5.6"
"177","Marvin Jones Jr.","JAC","WR","5.5","1","5.5"
"177","John Bates","WAS","TE","5.5","1","5.5"
"177","Travis Homer","SEA","RB","5.5","1","5.5"
"177","Myles Gaskin","MIA","RB","5.5","1","5.5"
"181","Demarcus Robinson","KC","WR","5.3","1","5.3"
"181","Tevin Coleman","NYJ","RB","5.3","1","5.3"
"183","Joshua Palmer","LAC","WR","5.2","1","5.2"
"183","Taysom Hill","NO","QB","5.2","1","5.2"
"185","Kenyan Drake","LV","RB","5.1","1","5.1"
"185","Randall Cobb","GB","WR","5.1","1","5.1"
"185","Laviska Shenault Jr.","JAC","WR","5.1","1","5.1"
"185","Sony Michel","LAR","RB","5.1","1","5.1"
"185","Marquez Valdes-Scantling","GB","WR","5.1","1","5.1"
"190","Pittsburgh Steelers","PIT","DST","5.0","1","5.0"
"190","Jamison Crowder","NYJ","WR","5.0","1","5.0"
"190","Washington Football Team","WAS","DST","5.0","1","5.0"
"190","Mecole Hardman","KC","WR","5.0","1","5.0"
"190","Baltimore Ravens","BAL","DST","5.0","1","5.0"
"190","Minnesota Vikings","MIN","DST","5.0","1","5.0"
"190","Lirim Hajrullahu","Multi","K","5.0","1","5.0"
"190","Alexander Mattison","MIN","RB","5.0","1","5.0"
"190","Matt Prater","ARI","K","5.0","1","5.0"
"190","Mason Crosby","GB","K","5.0","1","5.0"
"190","Matthew Wright","JAC","K","5.0","1","5.0"
"190","Justin Tucker","BAL","K","5.0","1","5.0"
"202","Courtland Sutton","DEN","WR","4.9","1","4.9"
"202","Cordarrelle Patterson","ATL","RB","4.9","1","4.9"
"202","Braxton Berrios","NYJ","WR","4.9","1","4.9"
"202","Nyheim Hines","IND","RB","4.9","1","4.9"
"206","Dallas Goedert","PHI","TE","4.8","1","4.8"
"207","Tyler Johnson","TB","WR","4.7","1","4.7"
"208","Jared Goff","DET","QB","4.6","1","4.6"
"209","Tim Patrick","DEN","WR","4.4","1","4.4"
"210","C.J. Ham","MIN","RB","4.3","1","4.3"
"210","Tyler Lockett","SEA","WR","4.3","1","4.3"
"212","Jerick McKinnon","KC","RB","4.2","1","4.2"
"212","Olamide Zaccheaus","ATL","WR","4.2","1","4.2"
"212","Will Dissly","SEA","TE","4.2","1","4.2"
"215","Nelson Agholor","NE","WR","4.1","1","4.1"
"216","Los Angeles Chargers","LAC","DST","4.0","1","4.0"
"216","Denver Broncos","DEN","DST","4.0","1","4.0"
"216","Ryan Santoso","Multi","K","4.0","1","4.0"
"216","Matt Gay","LAR","K","4.0","1","4.0"
"216","Seattle Seahawks","SEA","DST","4.0","1","4.0"
"221","Jaelon Darden","TB","WR","3.9","1","3.9"
"222","Harrison Bryant","CLE","TE","3.8","1","3.8"
"222","Odell Beckham Jr.","Multi","WR","3.8","1","3.8"
"222","Brandon Zylstra","CAR","WR","3.8","1","3.8"
"225","Trinity Benson","DET","WR","3.7","1","3.7"
"226","N'Keal Harry","NE","WR","3.6","1","3.6"
"227","Corey Clement","DAL","RB","3.5","1","3.5"
"227","Sean McKeon","DAL","TE","3.5","1","3.5"
"227","Cole Beasley","BUF","WR","3.5","1","3.5"
"230","Durham Smythe","MIA","TE","3.3","1","3.3"
"230","Eric Ebron","PIT","TE","3.3","1","3.3"
"230","A.J. Brown","TEN","WR","3.3","1","3.3"
"233","Zay Jones","LV","WR","3.2","1","3.2"
"233","Case Keenum","CLE","QB","3.2","1","3.2"
"235","Rondale Moore","ARI","WR","3.1","1","3.1"
"235","Ryan Griffin","NYJ","TE","3.1","1","3.1"
"237","Cam Sims","WAS","WR","3.0","1","3.0"
"237","Adrian Peterson","Multi","RB","3.0","1","3.0"
"237","Marcedes Lewis","GB","TE","3.0","1","3.0"
"237","Younghoe Koo","ATL","K","3.0","1","3.0"
"237","Brian Johnson","Multi","K","3.0","1","3.0"
"237","Arizona Cardinals","ARI","DST","3.0","1","3.0"
"243","Zach Pascal","IND","WR","2.9","1","2.9"
"243","Josiah Deguara","GB","TE","2.9","1","2.9"
"245","Noah Brown","DAL","WR","2.8","1","2.8"
"245","Laquon Treadwell","JAC","WR","2.8","1","2.8"
"245","Jeff Wilson Jr.","SF","RB","2.8","1","2.8"
"245","DeSean Jackson","Multi","WR","2.8","1","2.8"
"245","Keelan Cole Sr.","NYJ","WR","2.8","1","2.8"
"250","Donald Parham Jr.","LAC","TE","2.7","1","2.7"
"250","Matt Ryan","ATL","QB","2.7","1","2.7"
"250","Dawson Knox","BUF","TE","2.7","1","2.7"
"253","Donovan Peoples-Jones","CLE","WR","2.6","1","2.6"
"253","Marcus Kemp","KC","WR","2.6","1","2.6"
"253","Jack Stoll","PHI","TE","2.6","1","2.6"
"253","Ashton Dulin","IND","WR","2.6","1","2.6"
"257","Kylen Granson","IND","TE","2.5","1","2.5"
"257","Salvon Ahmed","MIA","RB","2.5","1","2.5"
"259","Frank Darby","ATL","WR","2.4","1","2.4"
"259","Kenneth Gainwell","PHI","RB","2.4","1","2.4"
"259","Chris Herndon IV","MIN","TE","2.4","1","2.4"
"259","Dalton Schultz","DAL","TE","2.4","1","2.4"
"263","Eno Benjamin","ARI","RB","2.2","1","2.2"
"263","Dax Milne","WAS","WR","2.2","1","2.2"
"265","David Njoku","CLE","TE","2.1","1","2.1"
"266","Nick Westbrook-Ikhine","TEN","WR","2.0","1","2.0"
"266","Jacksonville Jaguars","JAC","DST","2.0","1","2.0"
"266","New Orleans Saints","NO","DST","2.0","1","2.0"
"266","Daniel Carlson","LV","K","2.0","1","2.0"
"266","New York Jets","NYJ","DST","2.0","1","2.0"
"266","Terrace Marshall Jr.","CAR","WR","2.0","1","2.0"
"266","Jared Cook","LAC","TE","2.0","1","2.0"
"273","Chester Rogers","TEN","WR","1.9","1","1.9"
"273","Derrick Gore","KC","RB","1.9","1","1.9"
"273","Derek Watt","PIT","RB","1.9","1","1.9"
"276","Chris Streveler","ARI","QB","1.8","1","1.8"
"276","Mike Davis","ATL","RB","1.8","1","1.8"
"276","Giovani Bernard","TB","RB","1.8","1","1.8"
"276","Ben Skowronek","LAR","WR","1.8","1","1.8"
"276","Jeremy McNichols","TEN","RB","1.8","1","1.8"
"281","Malik Turner","DAL","WR","1.7","1","1.7"
"282","Kyle Juszczyk","SF","RB","1.6","1","1.6"
"282","Allen Lazard","GB","WR","1.6","1","1.6"
"282","Mo Alie-Cox","IND","TE","1.6","1","1.6"
"285","T.Y. Hilton","IND","WR","1.5","1","1.5"
"285","Alec Ingold","LV","RB","1.5","1","1.5"
"285","Adam Humphries","WAS","WR","1.5","1","1.5"
"288","Carlos Hyde","JAC","RB","1.4","1","1.4"
"288","Tyler Davis","GB","TE","1.4","1","1.4"
"288","A.J. Green","ARI","WR","1.4","1","1.4"
"288","Jalen Reagor","PHI","WR","1.4","1","1.4"
"292","Tommy Tremble","CAR","TE","1.3","1","1.3"
"292","Jalen Richard","LV","RB","1.3","1","1.3"
"292","Jauan Jennings","SF","WR","1.3","1","1.3"
"295","Brock Wright","DET","TE","1.2","1","1.2"
"295","Colt McCoy","ARI","QB","1.2","1","1.2"
"295","Patrick Laird","MIA","RB","1.2","1","1.2"
"295","Kendall Blanton","LAR","TE","1.2","1","1.2"
"295","Anthony Firkser","TEN","TE","1.2","1","1.2"
"300","J.J. Taylor","NE","RB","1.1","1","1.1"
"301","Chase McLaughlin","CLE","K","1.0","1","1.0"
"301","Los Angeles Rams","LAR","DST","1.0","1","1.0"
"301","Tajae Sharpe","ATL","WR","1.0","1","1.0"
"301","Dez Fitzpatrick","TEN","WR","1.0","1","1.0"
"305","Dwayne Washington","NO","RB","0.8","1","0.8"
"306","Patrick Taylor Jr.","GB","RB","0.7","1","0.7"
"306","Jaret Patterson","WAS","RB","0.7","1","0.7"
"308","Joshua Kelley","LAC","RB","0.6","1","0.6"
"308","D'Wayne Eskridge","SEA","WR","0.6","1","0.6"
"310","Keith Smith","ATL","RB","0.5","1","0.5"
"311","Benny Snell Jr.","PIT","RB","0.4","1","0.4"
"312","Blake Bell","KC","TE","0.3","1","0.3"
"313","Ty Montgomery","NO","RB","0.2","1","0.2"
"314","Le'Veon Bell","Multi","RB","0.1","1","0.1"
"314","Cooper Rush","DAL","QB","0.1","1","0.1"
"316","Ross Dwelley","SF","TE","0.0","1","0.0"
"316","Tavon Austin","JAC","WR","0.0","1","0.0"
"316","Cody White","PIT","WR","0.0","1","0.0"
"316","Kalen Ballage","PIT","RB","0.0","1","0.0"
"316","Trevon Wesco","NYJ","TE","0.0","1","0.0"
"316","Johnny Stanton","CLE","RB","0.0","1","0.0"
"316","Deon Jackson","IND","RB","0.0","1","0.0"
"316","Antoine Wesley","ARI","WR","0.0","1","0.0"
"316","Luke Stocker","MIN","TE","0.0","1","0.0"
"316","JoJo Natson","CLE","WR","0.0","1","0.0"
"316","J.J. Koski","LAR","WR","0.0","1","0.0"
"316","Briley Moore-McKinney","TEN","TE","0.0","1","0.0"
"316","Maurice Ffrench","LAC","WR","0.0","1","0.0"
"316","Dillon Stoner","LV","WR","0.0","1","0.0"
"316","Daniel Helm","LV","TE","0.0","1","0.0"
"316","Dan Chisena","MIN","WR","0.0","1","0.0"
"316","Kenny Yeboah","NYJ","TE","0.0","1","0.0"
"316","Kene Nwangwu","MIN","RB","0.0","1","0.0"
"316","Greg Dortch","ARI","WR","0.0","1","0.0"
"316","Kevin White","NO","WR","0.0","1","0.0"
"316","Darrell Daniels","ARI","TE","0.0","1","0.0"
"316","Alex Erickson","CAR","WR","0.0","1","0.0"
"316","Feleipe Franks","ATL","QB","0.0","1","0.0"
"316","Stephen Anderson","LAC","TE","0.0","1","0.0"
"316","Eric Saubert","DEN","TE","0.0","1","0.0"
"316","Jason Myers","SEA","K","0.0","1","0.0"
"316","Mack Hollins","MIA","WR","0.0","1","0.0"
"316","Freddie Swain","SEA","WR","0.0","1","0.0"
"316","Chris Manhertz","JAC","TE","0.0","1","0.0"
"316","DeeJay Dallas","SEA","RB","0.0","1","0.0"
"316","Andre Roberts","Multi","WR","0.0","1","0.0"
"316","Mike Gesicki","MIA","TE","0.0","1","0.0"
"316","Dede Westbrook","MIN","WR","0.0","1","0.0"
"316","Russell Gage","ATL","WR","0.0","1","0.0"
"316","K.J. Osborn","MIN","WR","0.0","1","0.0"
"316","Diontae Spencer","DEN","WR","0.0","1","0.0"
"316","Ty Long","LAC","K","0.0","1","0.0"
"316","Malik Taylor","GB","WR","0.0","1","0.0"
"316","Peyton Barber","LV","RB","0.0","1","0.0"
"316","Rashard Higgins","CLE","WR","0.0","1","0.0"
"316","Giovanni Ricci","CAR","TE","0.0","1","0.0"
"316","O.J. Howard","TB","TE","0.0","1","0.0"
"316","Preston Williams","MIA","WR","0.0","1","0.0"
"316","Reggie Gilliam","BUF","RB","0.0","1","0.0"
"316","Foster Moreau","LV","TE","0.0","1","0.0"
"316","KhaDarel Hodge","DET","WR","0.0","1","0.0"
"316","Tory Carter","TEN","RB","0.0","1","0.0"
"316","Matthew Slater","NE","WR","0.0","1","0.0"
"316","Christian Blake","ATL","WR","0.0","1","0.0"
"316","Trey Sermon","SF","RB","0.0","1","0.0"
"316","Taiwan Jones","BUF","RB","0.0","1","0.0"
"316","T.J. Hockenson","DET","TE","0.0","1","0.0"
"316","Trenton Cannon","Multi","RB","0.0","1","0.0"
"316","Jalen Guyton","LAC","WR","0.0","1","0.0"
"316","Penny Hart","SEA","WR","0.0","1","0.0"
"316","Anthony Schwartz","CLE","WR","0.0","1","0.0"
"316","Amari Rodgers","GB","WR","0.0","1","0.0"
"316","Josh Oliver","BAL","TE","0.0","1","0.0"
"374","Chad Henne","KC","QB","-0.2","1","-0.2"
"375","Sammy Watkins","BAL","WR","-0.3","1","-0.3"
"375","Davis Webb","BUF","QB","-0.3","1","-0.3"
"377","Josh Rosen","ATL","QB","-0.4","1","-0.4"
"378","Cleveland Browns","CLE","DST","-2.0","1","-2.0"
"378","Las Vegas Raiders","LV","DST","-2.0","1","-2.0"
"378","Atlanta Falcons","ATL","DST","-2.0","1","-2.0"
""
""
