"Rank","Player","Team","Position","Points","Games","Avg"
"139","Dawson Knox","BUF","TE","9.1","1","9.1"
"142","New York Jets","NYJ","DST","9.0","1","9.0"
"142","Michael Badgley","Multi","K","9.0","1","9.0"
"142","Eddy Pineiro","NYJ","K","9.0","1","9.0"
"142","Jason Sanders","MIA","K","9.0","1","9.0"
"142","Denver Broncos","DEN","DST","9.0","1","9.0"
"142","Jerry Jeudy","DEN","WR","9.0","1","9.0"
"142","Tyler Bass","BUF","K","9.0","1","9.0"
"142","Randy Bullock","TEN","K","9.0","1","9.0"
"150","Cole Kmet","CHI","TE","8.9","1","8.9"
"150","James O'Shaughnessy","JAC","TE","8.9","1","8.9"
"152","Sam Darnold","CAR","QB","8.7","1","8.7"
"153","Jason Moore Jr.","LAC","WR","8.6","1","8.6"
"153","C.J. Uzomah","CIN","TE","8.6","1","8.6"
"153","Marquez Callaway","NO","WR","8.6","1","8.6"
"153","Devontae Booker","NYG","RB","8.6","1","8.6"
"153","AJ Dillon","GB","RB","8.6","1","8.6"
"158","Phillip Dorsett II","Multi","WR","8.5","1","8.5"
"159","Tyler Conklin","MIN","TE","8.4","1","8.4"
"159","Dezmon Patmon","IND","WR","8.4","1","8.4"
"159","DeSean Jackson","Multi","WR","8.4","1","8.4"
"162","Cordarrelle Patterson","ATL","RB","8.3","1","8.3"
"163","Chase Claypool","PIT","WR","8.1","1","8.1"
"163","Craig Reynolds","DET","RB","8.1","1","8.1"
"165","Chris Moore","HOU","WR","8.0","1","8.0"
"165","Greg Zuerlein","DAL","K","8.0","1","8.0"
"167","Alvin Kamara","NO","RB","7.9","1","7.9"
"168","Mike Glennon","NYG","QB","7.8","1","7.8"
"168","DeeJay Dallas","SEA","RB","7.8","1","7.8"
"170","Jamaal Williams","DET","RB","7.7","1","7.7"
"170","D'Onta Foreman","TEN","RB","7.7","1","7.7"
"172","D'Ernest Johnson","CLE","RB","7.6","1","7.6"
"172","Jordan Howard","PHI","RB","7.6","1","7.6"
"174","Kyle Juszczyk","SF","RB","7.5","1","7.5"
"174","Keenan Allen","LAC","WR","7.5","1","7.5"
"176","Ben Roethlisberger","PIT","QB","7.4","1","7.4"
"177","Courtland Sutton","DEN","WR","7.3","1","7.3"
"177","Dyami Brown","WAS","WR","7.3","1","7.3"
"177","Quez Watkins","PHI","WR","7.3","1","7.3"
"177","Michael Gallup","DAL","WR","7.3","1","7.3"
"181","Drew Lock","DEN","QB","7.1","1","7.1"
"181","Zach Gentry","PIT","TE","7.1","1","7.1"
"181","Tevin Coleman","NYJ","RB","7.1","1","7.1"
"181","Harrison Bryant","CLE","TE","7.1","1","7.1"
"181","Mac Jones","NE","QB","7.1","1","7.1"
"186","Tony Pollard","DAL","RB","7.0","1","7.0"
"186","Tennessee Titans","TEN","DST","7.0","1","7.0"
"186","Adam Thielen","MIN","WR","7.0","1","7.0"
"186","Terry McLaurin","WAS","WR","7.0","1","7.0"
"190","Kadarius Toney","NYG","WR","6.8","1","6.8"
"190","Cooper Rush","DAL","QB","6.8","1","6.8"
"192","Taylor Heinicke","WAS","QB","6.7","1","6.7"
"192","Kyle Allen","WAS","QB","6.7","1","6.7"
"194","Ray-Ray McCloud","PIT","WR","6.5","1","6.5"
"195","Mo Alie-Cox","IND","TE","6.2","1","6.2"
"196","Durham Smythe","MIA","TE","6.1","1","6.1"
"197","Noah Fant","DEN","TE","6.0","1","6.0"
"197","Tyler Lockett","SEA","WR","6.0","1","6.0"
"197","Daniel Carlson","LV","K","6.0","1","6.0"
"197","Jason Myers","SEA","K","6.0","1","6.0"
"197","Elijhaa Penny","NYG","RB","6.0","1","6.0"
"197","Mason Crosby","GB","K","6.0","1","6.0"
"197","Robbie Gould","SF","K","6.0","1","6.0"
"197","New Orleans Saints","NO","DST","6.0","1","6.0"
"197","Brandon Powell","LAR","WR","6.0","1","6.0"
"197","Detroit Lions","DET","DST","6.0","1","6.0"
"197","Lirim Hajrullahu","Multi","K","6.0","1","6.0"
"197","Graham Gano","NYG","K","6.0","1","6.0"
"197","Las Vegas Raiders","LV","DST","6.0","1","6.0"
"210","JaMycal Hasty","SF","RB","5.9","1","5.9"
"210","Russell Gage","ATL","WR","5.9","1","5.9"
"210","Tyler Kroft","NYJ","TE","5.9","1","5.9"
"213","Miles Sanders","PHI","RB","5.8","1","5.8"
"213","Nick Westbrook-Ikhine","TEN","WR","5.8","1","5.8"
"215","Josh Reynolds","Multi","WR","5.6","1","5.6"
"215","Cam Newton","CAR","QB","5.6","1","5.6"
"215","Austin Hooper","CLE","TE","5.6","1","5.6"
"218","Stephen Anderson","LAC","TE","5.4","1","5.4"
"219","Kendrick Bourne","NE","WR","5.3","1","5.3"
"220","Mike Gesicki","MIA","TE","5.2","1","5.2"
"220","Olamide Zaccheaus","ATL","WR","5.2","1","5.2"
"220","Kenny Golladay","NYG","WR","5.2","1","5.2"
"223","Cairo Santos","CHI","K","5.0","1","5.0"
"223","Mack Hollins","MIA","WR","5.0","1","5.0"
"223","San Francisco 49ers","SF","DST","5.0","1","5.0"
"223","Minnesota Vikings","MIN","DST","5.0","1","5.0"
"223","Buffalo Bills","BUF","DST","5.0","1","5.0"
"228","Dallas Goedert","PHI","TE","4.8","1","4.8"
"229","Kalif Raymond","DET","WR","4.7","1","4.7"
"230","Cody White","PIT","WR","4.6","1","4.6"
"231","Mike Davis","ATL","RB","4.5","1","4.5"
"231","Keelan Cole Sr.","NYJ","WR","4.5","1","4.5"
"233","Brandon Bolden","NE","RB","4.4","1","4.4"
"234","A.J. Green","ARI","WR","4.3","1","4.3"
"234","Marquise Goodwin","CHI","WR","4.3","1","4.3"
"236","Tommy Tremble","CAR","TE","4.2","1","4.2"
"237","Damiere Byrd","CHI","WR","4.1","1","4.1"
"237","George Kittle","SF","TE","4.1","1","4.1"
"239","Geoff Swaim","TEN","TE","4.0","1","4.0"
"239","Ian Book","NO","QB","4.0","1","4.0"
"239","Chris Boswell","PIT","K","4.0","1","4.0"
"239","Seattle Seahawks","SEA","DST","4.0","1","4.0"
"239","Jacob Hollister","JAC","TE","4.0","1","4.0"
"239","Emmanuel Sanders","BUF","WR","4.0","1","4.0"
"239","Matt Prater","ARI","K","4.0","1","4.0"
"239","Chris Naggar","CLE","K","4.0","1","4.0"
"247","Tyreek Hill","KC","WR","3.9","1","3.9"
"247","Jauan Jennings","SF","WR","3.9","1","3.9"
"247","Ameer Abdullah","Multi","RB","3.9","1","3.9"
"247","Duke Johnson Jr.","MIA","RB","3.9","1","3.9"
"251","Saquon Barkley","NYG","RB","3.8","1","3.8"
"251","Tim Patrick","DEN","WR","3.8","1","3.8"
"253","D'Wayne Eskridge","SEA","WR","3.7","1","3.7"
"254","Tom Kennedy","DET","WR","3.6","1","3.6"
"254","Reggie Bonnafon","CAR","RB","3.6","1","3.6"
"254","Phillip Lindsay","Multi","RB","3.6","1","3.6"
"254","Benny Snell Jr.","PIT","RB","3.6","1","3.6"
"258","Jalen Reagor","PHI","WR","3.5","1","3.5"
"258","Zack Moss","BUF","RB","3.5","1","3.5"
"258","N'Keal Harry","NE","WR","3.5","1","3.5"
"258","Demarcus Robinson","KC","WR","3.5","1","3.5"
"262","Brock Wright","DET","TE","3.4","1","3.4"
"262","Latavius Murray","BAL","RB","3.4","1","3.4"
"262","Dontrell Hilliard","TEN","RB","3.4","1","3.4"
"262","Royce Freeman","Multi","RB","3.4","1","3.4"
"266","C.J. Ham","MIN","RB","3.3","1","3.3"
"266","Ashton Dulin","IND","WR","3.3","1","3.3"
"266","Kene Nwangwu","MIN","RB","3.3","1","3.3"
"266","Rob Gronkowski","TB","TE","3.3","1","3.3"
"266","Jaret Patterson","WAS","RB","3.3","1","3.3"
"271","Noah Gray","KC","TE","3.2","1","3.2"
"272","Mason Rudolph","PIT","QB","3.1","1","3.1"
"272","KhaDarel Hodge","DET","WR","3.1","1","3.1"
"272","Jeremy McNichols","TEN","RB","3.1","1","3.1"
"272","Joshua Kelley","LAC","RB","3.1","1","3.1"
"276","Nick Folk","NE","K","3.0","1","3.0"
"276","Jacksonville Jaguars","JAC","DST","3.0","1","3.0"
"276","Indianapolis Colts","IND","DST","3.0","1","3.0"
"276","DeAndre Carter","WAS","WR","3.0","1","3.0"
"276","Justin Tucker","BAL","K","3.0","1","3.0"
"276","Pharaoh Brown","HOU","TE","3.0","1","3.0"
"276","Brett Maher","NO","K","3.0","1","3.0"
"276","Cedrick Wilson Jr.","DAL","WR","3.0","1","3.0"
"276","Cincinnati Bengals","CIN","DST","3.0","1","3.0"
"276","Atlanta Falcons","ATL","DST","3.0","1","3.0"
"286","Drew Sample","CIN","TE","2.9","1","2.9"
"287","Nyheim Hines","IND","RB","2.8","1","2.8"
"287","Tylan Wallace","BAL","WR","2.8","1","2.8"
"287","Ethan Wolf","NO","TE","2.8","1","2.8"
"290","Samaje Perine","CIN","RB","2.6","1","2.6"
"290","Myles Gaskin","MIA","RB","2.6","1","2.6"
"290","Andy Janovich","CLE","RB","2.6","1","2.6"
"293","Josiah Deguara","GB","TE","2.5","1","2.5"
"294","Damien Williams","CHI","RB","2.4","1","2.4"
"294","Dax Milne","WAS","WR","2.4","1","2.4"
"294","Adam Humphries","WAS","WR","2.4","1","2.4"
"297","Jake Kumerow","BUF","WR","2.3","1","2.3"
"297","Anthony Firkser","TEN","TE","2.3","1","2.3"
"299","Marcedes Lewis","GB","TE","2.2","1","2.2"
"299","Tre' McKitty","LAC","TE","2.2","1","2.2"
"301","Jonathan Williams","WAS","RB","2.1","1","2.1"
"301","Blake Bell","KC","TE","2.1","1","2.1"
"303","Marvin Hall","ATL","WR","2.0","1","2.0"
"303","Dazz Newsome","CHI","WR","2.0","1","2.0"
"303","Joey Slye","Multi","K","2.0","1","2.0"
"303","Arizona Cardinals","ARI","DST","2.0","1","2.0"
"303","Chicago Bears","CHI","DST","2.0","1","2.0"
"308","Jakob Johnson","NE","RB","1.9","1","1.9"
"308","Freddie Swain","SEA","WR","1.9","1","1.9"
"308","Hunter Henry","NE","TE","1.9","1","1.9"
"308","Jalen Richard","LV","RB","1.9","1","1.9"
"312","Corey Clement","DAL","RB","1.8","1","1.8"
"312","Reggie Gilliam","BUF","RB","1.8","1","1.8"
"314","Julio Jones","TEN","WR","1.7","1","1.7"
"314","Darrell Henderson Jr.","LAR","RB","1.7","1","1.7"
"314","Mark Ingram II","Multi","RB","1.7","1","1.7"
"314","Tommylee Lewis","MIA","WR","1.7","1","1.7"
"314","Darius Slayton","NYG","WR","1.7","1","1.7"
"314","Kevin Rader","PIT","TE","1.7","1","1.7"
"320","Terrace Marshall Jr.","CAR","WR","1.6","1","1.6"
"320","Van Jefferson","LAR","WR","1.6","1","1.6"
"320","Kenneth Gainwell","PHI","RB","1.6","1","1.6"
"320","Kylen Granson","IND","TE","1.6","1","1.6"
"320","Chris Myarick","NYG","TE","1.6","1","1.6"
"325","Christian Blake","ATL","WR","1.5","1","1.5"
"325","David Sills V","NYG","WR","1.5","1","1.5"
"325","Donovan Peoples-Jones","CLE","WR","1.5","1","1.5"
"328","Ian Thomas","CAR","TE","1.4","1","1.4"
"328","Kenny Stills","NO","WR","1.4","1","1.4"
"330","Demetrius Harris","ARI","TE","1.3","1","1.3"
"330","Chester Rogers","TEN","WR","1.3","1","1.3"
"332","Jake Fromm","NYG","QB","1.2","1","1.2"
"333","Melvin Gordon III","DEN","RB","1.0","1","1.0"
"333","James Robinson","JAC","RB","1.0","1","1.0"
"335","Gunner Olszewski","NE","WR","0.9","1","0.9"
"335","Chuba Hubbard","CAR","RB","0.9","1","0.9"
"335","Khari Blasingame","TEN","RB","0.9","1","0.9"
"338","Ricky Seals-Jones","WAS","TE","0.6","1","0.6"
"338","Tony Jones Jr.","NO","RB","0.6","1","0.6"
"340","Jonathan Ward","ARI","RB","0.3","1","0.3"
"340","Nathan Cottrell","JAC","RB","0.3","1","0.3"
"340","Maurice Ffrench","LAC","WR","0.3","1","0.3"
"343","Adam Prentice","NO","RB","0.2","1","0.2"
"343","Michael Burton","KC","RB","0.2","1","0.2"
"345","Chris Evans","CIN","RB","0.1","1","0.1"
"346","Jacoby Brissett","MIA","QB","0.0","1","0.0"
"346","Chad Henne","KC","QB","0.0","1","0.0"
"346","Greg Dortch","ARI","WR","0.0","1","0.0"
"346","Sean McKeon","DAL","TE","0.0","1","0.0"
"346","Juwann Winfree","GB","WR","0.0","1","0.0"
"346","Marcus Kemp","KC","WR","0.0","1","0.0"
"346","Kyle Rudolph","NYG","TE","0.0","1","0.0"
"346","Josh Gordon","KC","WR","0.0","1","0.0"
"346","Colby Parkinson","SEA","TE","0.0","1","0.0"
"346","Trevon Wesco","NYJ","TE","0.0","1","0.0"
"346","Miles Boykin","BAL","WR","0.0","1","0.0"
"346","Pharoh Cooper","NYG","WR","0.0","1","0.0"
"346","Trent Sherfield","SF","WR","0.0","1","0.0"
"346","Mitchell Wilcox","CIN","TE","0.0","1","0.0"
"346","Easop Winston Jr.","NO","WR","0.0","1","0.0"
"346","Dede Westbrook","MIN","WR","0.0","1","0.0"
"346","Shane Zylstra","DET","TE","0.0","1","0.0"
"346","D.J. Montgomery","NYJ","WR","0.0","1","0.0"
"346","Jaylen Samuels","HOU","RB","0.0","1","0.0"
"346","Cleveland Browns","CLE","DST","0.0","1","0.0"
"346","Kawaan Baker","NO","WR","0.0","1","0.0"
"346","Jalen Camp","HOU","WR","0.0","1","0.0"
"346","Stephen Sullivan","CAR","TE","0.0","1","0.0"
"346","Kenjon Barner","TB","RB","0.0","1","0.0"
"346","Farrod Green","IND","TE","0.0","1","0.0"
"346","Trent Taylor","CIN","WR","0.0","1","0.0"
"346","New York Giants","NYG","DST","0.0","1","0.0"
"346","Osirus Mitchell","DAL","WR","0.0","1","0.0"
"346","Sammis Reyes","WAS","TE","0.0","1","0.0"
"346","Jordan Akins","HOU","TE","0.0","1","0.0"
"346","Briley Moore-McKinney","TEN","TE","0.0","1","0.0"
"346","J.J. Arcega-Whiteside","PHI","WR","0.0","1","0.0"
"346","Deon Jackson","IND","RB","0.0","1","0.0"
"346","Godwin Igwebuike","DET","RB","0.0","1","0.0"
"346","Patrick Taylor Jr.","GB","RB","0.0","1","0.0"
"346","Rashod Berry","DET","TE","0.0","1","0.0"
"346","Michael Bandy","LAC","WR","0.0","1","0.0"
"346","Marquez Stevenson","BUF","WR","0.0","1","0.0"
"346","Demetric Felton","CLE","RB","0.0","1","0.0"
"346","Nick Vannett","NO","TE","0.0","1","0.0"
"346","Tyree Jackson","PHI","TE","0.0","1","0.0"
"346","Ty Montgomery","NO","RB","0.0","1","0.0"
"346","Jonnu Smith","NE","TE","0.0","1","0.0"
"346","Amari Rodgers","GB","WR","0.0","1","0.0"
"346","James Washington","PIT","WR","0.0","1","0.0"
"346","Cam Sims","WAS","WR","0.0","1","0.0"
"346","Alex Erickson","CAR","WR","0.0","1","0.0"
"346","Jeff Smith","NYJ","WR","0.0","1","0.0"
"346","DeVante Parker","MIA","WR","0.0","1","0.0"
"346","Nsimba Webster","CHI","WR","0.0","1","0.0"
"346","Jaydon Mickens","Multi","WR","0.0","1","0.0"
"346","Penny Hart","SEA","WR","0.0","1","0.0"
"346","Eric Tomlinson","BAL","TE","0.0","1","0.0"
"346","Denzel Mims","NYJ","WR","0.0","1","0.0"
"346","David Njoku","CLE","TE","0.0","1","0.0"
"346","Jamal Agnew","JAC","WR","0.0","1","0.0"
"346","Tyler Johnson","TB","WR","0.0","1","0.0"
"346","Keith Smith","ATL","RB","0.0","1","0.0"
"346","Ben Skowronek","LAR","WR","0.0","1","0.0"
"346","Jack Stoll","PHI","TE","0.0","1","0.0"
"346","MyCole Pruitt","TEN","TE","0.0","1","0.0"
"346","Travis Homer","SEA","RB","0.0","1","0.0"
"346","J.P. Holtz","CHI","TE","0.0","1","0.0"
"346","Jeremy Sprinkle","DAL","TE","0.0","1","0.0"
"346","Diontae Spencer","DEN","WR","0.0","1","0.0"
"346","Blaine Gabbert","TB","QB","0.0","1","0.0"
"346","Giovanni Ricci","CAR","TE","0.0","1","0.0"
"346","Albert Okwuegbunam","DEN","TE","0.0","1","0.0"
"346","Racey McMath","TEN","WR","0.0","1","0.0"
"346","Wayne Gallman Jr.","Multi","RB","0.0","1","0.0"
"346","O.J. Howard","TB","TE","0.0","1","0.0"
"346","Stanley Morgan Jr.","CIN","WR","0.0","1","0.0"
"346","Scotty Miller","TB","WR","0.0","1","0.0"
"419","Jake Funk","LAR","RB","-0.1","1","-0.1"
"419","Le'Veon Bell","Multi","RB","-0.1","1","-0.1"
"421","Equanimeous St. Brown","GB","WR","-1.0","1","-1.0"
"421","New England Patriots","NE","DST","-1.0","1","-1.0"
"421","Washington Football Team","WAS","DST","-1.0","1","-1.0"
"421","Baltimore Ravens","BAL","DST","-1.0","1","-1.0"
"421","Carolina Panthers","CAR","DST","-1.0","1","-1.0"
"426","Pittsburgh Steelers","PIT","DST","-2.0","1","-2.0"
"427","Los Angeles Chargers","LAC","DST","-3.0","1","-3.0"
""
""
