"Rank","Player","Team","Position","Points","Games","Avg"
"55","Josh Jacobs","LV","RB","15.8","1","15.8"
"57","J.J. Taylor","NE","RB","15.6","1","15.6"
"58","Dante Pettis","NYG","WR","15.5","1","15.5"
"59","Jaylen Waddle","MIA","WR","15.3","1","15.3"
"60","Graham Gano","NYG","K","15.0","1","15.0"
"60","Austin Seibert","DET","K","15.0","1","15.0"
"60","Robert Woods","LAR","WR","15.0","1","15.0"
"60","Christian Kirk","ARI","WR","15.0","1","15.0"
"64","Teddy Bridgewater","DEN","QB","14.8","1","14.8"
"65","Corey Davis","NYJ","WR","14.7","1","14.7"
"66","Devontae Booker","NYG","RB","14.6","1","14.6"
"67","Samaje Perine","CIN","RB","14.5","1","14.5"
"68","Van Jefferson","LAR","WR","14.3","1","14.3"
"69","Kenneth Gainwell","PHI","RB","14.1","1","14.1"
"69","Cordarrelle Patterson","ATL","RB","14.1","1","14.1"
"71","Nick Folk","NE","K","14.0","1","14.0"
"71","Green Bay Packers","GB","DST","14.0","1","14.0"
"73","Travis Kelce","KC","TE","13.5","1","13.5"
"74","DJ Moore","CAR","WR","13.3","1","13.3"
"74","Bryan Edwards","LV","WR","13.3","1","13.3"
"76","Tee Higgins","CIN","WR","13.2","1","13.2"
"77","Nelson Agholor","NE","WR","13.1","1","13.1"
"77","Ty Johnson","NYJ","RB","13.1","1","13.1"
"79","Evan McPherson","CIN","K","13.0","1","13.0"
"79","Jared Goff","DET","QB","13.0","1","13.0"
"81","Devonta Freeman","BAL","RB","12.9","1","12.9"
"82","Hunter Renfrow","LV","WR","12.8","1","12.8"
"83","Case Keenum","CLE","QB","12.7","1","12.7"
"83","Tyreek Hill","KC","WR","12.7","1","12.7"
"85","Calvin Ridley","ATL","WR","12.6","1","12.6"
"86","James Conner","ARI","RB","12.4","1","12.4"
"87","Byron Pringle","KC","WR","12.3","1","12.3"
"88","Dallas Goedert","PHI","TE","12.0","1","12.0"
"88","Younghoe Koo","ATL","K","12.0","1","12.0"
"88","New England Patriots","NE","DST","12.0","1","12.0"
"91","Geno Smith","SEA","QB","11.9","1","11.9"
"91","Joe Mixon","CIN","RB","11.9","1","11.9"
"93","Courtland Sutton","DEN","WR","11.8","1","11.8"
"94","Mo Alie-Cox","IND","TE","11.5","1","11.5"
"95","Darius Slayton","NYG","WR","11.3","1","11.3"
"96","Melvin Gordon III","DEN","RB","11.2","1","11.2"
"97","DeVonta Smith","PHI","WR","11.1","1","11.1"
"97","Ricky Seals-Jones","WAS","TE","11.1","1","11.1"
"99","Randy Bullock","TEN","K","11.0","1","11.0"
"99","Indianapolis Colts","IND","DST","11.0","1","11.0"
"99","Arizona Cardinals","ARI","DST","11.0","1","11.0"
"99","Rashod Bateman","BAL","WR","11.0","1","11.0"
"103","T.J. Hockenson","DET","TE","10.8","1","10.8"
"104","MyCole Pruitt","TEN","TE","10.7","1","10.7"
"105","Jalen Reagor","PHI","WR","10.5","1","10.5"
"106","Evan Engram","NYG","TE","10.4","1","10.4"
"107","Hunter Henry","NE","TE","10.3","1","10.3"
"108","David Johnson","HOU","RB","10.2","1","10.2"
"108","Elijah Moore","NYJ","WR","10.2","1","10.2"
"110","Mike White","NYJ","QB","10.1","1","10.1"
"111","Chase Edmonds","ARI","RB","10.0","1","10.0"
"112","Boston Scott","PHI","RB","9.9","1","9.9"
"113","Chuba Hubbard","CAR","RB","9.6","1","9.6"
"113","A.J. Green","ARI","WR","9.6","1","9.6"
"113","Tyler Higbee","LAR","TE","9.6","1","9.6"
"113","J.D. McKissic","WAS","RB","9.6","1","9.6"
"117","Darrell Henderson Jr.","LAR","RB","9.4","1","9.4"
"117","Jakobi Meyers","NE","WR","9.4","1","9.4"
"119","Mack Hollins","MIA","WR","9.3","1","9.3"
"119","Cole Kmet","CHI","TE","9.3","1","9.3"
"121","New Orleans Saints","NO","DST","9.0","1","9.0"
"121","Daniel Carlson","LV","K","9.0","1","9.0"
"121","Matt Gay","LAR","K","9.0","1","9.0"
"124","Aaron Jones","GB","RB","8.9","1","8.9"
"124","Noah Fant","DEN","TE","8.9","1","8.9"
"126","Freddie Swain","SEA","WR","8.7","1","8.7"
"126","Patrick Mahomes II","KC","QB","8.7","1","8.7"
"126","Jarvis Landry","CLE","WR","8.7","1","8.7"
"129","Seattle Seahawks","SEA","DST","8.0","1","8.0"
"129","Darrel Williams","KC","RB","8.0","1","8.0"
"129","Isaiah Ford","MIA","WR","8.0","1","8.0"
"129","Ryan Succop","TB","K","8.0","1","8.0"
"129","Joey Slye","Multi","K","8.0","1","8.0"
"134","Tyler Boyd","CIN","WR","7.9","1","7.9"
"135","Mark Andrews","BAL","TE","7.8","1","7.8"
"136","Jonnu Smith","NE","TE","7.7","1","7.7"
"137","Johnny Stanton","CLE","RB","7.6","1","7.6"
"137","Antonio Gibson","WAS","RB","7.6","1","7.6"
"139","Jamison Crowder","NYJ","WR","7.4","1","7.4"
"140","Jimmy Garoppolo","SF","QB","7.2","1","7.2"
"140","Salvon Ahmed","MIA","RB","7.2","1","7.2"
"142","Brandin Cooks","HOU","WR","7.1","1","7.1"
"142","Henry Ruggs III","LV","WR","7.1","1","7.1"
"144","Washington Football Team","WAS","DST","7.0","1","7.0"
"144","Matt Prater","ARI","K","7.0","1","7.0"
"144","Houston Texans","HOU","DST","7.0","1","7.0"
"144","Chase McLaughlin","CLE","K","7.0","1","7.0"
"144","Michael Badgley","Multi","K","7.0","1","7.0"
"144","Brian Johnson","Multi","K","7.0","1","7.0"
"144","Los Angeles Rams","LAR","DST","7.0","1","7.0"
"151","Durham Smythe","MIA","TE","6.7","1","6.7"
"152","Adam Humphries","WAS","WR","6.6","1","6.6"
"153","Hayden Hurst","ATL","TE","6.5","1","6.5"
"154","Demetric Felton","CLE","RB","6.4","1","6.4"
"155","Adam Shaheen","MIA","TE","6.3","1","6.3"
"156","Marquez Callaway","NO","WR","6.2","1","6.2"
"156","Austin Hooper","CLE","TE","6.2","1","6.2"
"158","Marcedes Lewis","GB","TE","6.1","1","6.1"
"159","Atlanta Falcons","ATL","DST","6.0","1","6.0"
"159","Jason Myers","SEA","K","6.0","1","6.0"
"159","Justin Tucker","BAL","K","6.0","1","6.0"
"159","Las Vegas Raiders","LV","DST","6.0","1","6.0"
"159","Cincinnati Bengals","CIN","DST","6.0","1","6.0"
"159","Mason Crosby","GB","K","6.0","1","6.0"
"165","Darnell Mooney","CHI","WR","5.9","1","5.9"
"166","Julio Jones","TEN","WR","5.8","1","5.8"
"167","Mark Ingram II","Multi","RB","5.7","1","5.7"
"167","Jamaal Williams","DET","RB","5.7","1","5.7"
"167","Quez Watkins","PHI","WR","5.7","1","5.7"
"170","Jalen Richard","LV","RB","5.5","1","5.5"
"171","Ty'Son Williams","BAL","RB","5.4","1","5.4"
"171","Alex Collins","SEA","RB","5.4","1","5.4"
"173","Gerald Everett","SEA","TE","5.3","1","5.3"
"173","Zay Jones","LV","WR","5.3","1","5.3"
"173","Josh Reynolds","Multi","WR","5.3","1","5.3"
"176","Jakob Johnson","NE","RB","5.2","1","5.2"
"176","Randall Cobb","GB","WR","5.2","1","5.2"
"178","Chris Blewitt","WAS","K","5.0","1","5.0"
"178","Charlie Woerner","SF","TE","5.0","1","5.0"
"178","Ka'imi Fairbairn","HOU","K","5.0","1","5.0"
"178","Jesse James","CHI","TE","5.0","1","5.0"
"178","Cleveland Browns","CLE","DST","5.0","1","5.0"
"183","Josh Oliver","BAL","TE","4.9","1","4.9"
"184","Mecole Hardman","KC","WR","4.8","1","4.8"
"184","Nico Collins","HOU","WR","4.8","1","4.8"
"186","John Ross","NYG","WR","4.7","1","4.7"
"186","Keith Kirkwood","CAR","WR","4.7","1","4.7"
"186","Danny Amendola","HOU","WR","4.7","1","4.7"
"189","Adam Trautman","NO","TE","4.6","1","4.6"
"189","JaMycal Hasty","SF","RB","4.6","1","4.6"
"191","Robby Anderson","CAR","WR","4.4","1","4.4"
"191","Zach Pascal","IND","WR","4.4","1","4.4"
"193","Ronald Jones II","TB","RB","4.3","1","4.3"
"193","Odell Beckham Jr.","Multi","WR","4.3","1","4.3"
"195","Justin Fields","CHI","QB","4.2","1","4.2"
"196","DeAndre Carter","WAS","WR","4.1","1","4.1"
"196","Pharaoh Brown","HOU","TE","4.1","1","4.1"
"198","Anthony Schwartz","CLE","WR","4.0","1","4.0"
"198","Jason Sanders","MIA","K","4.0","1","4.0"
"198","San Francisco 49ers","SF","DST","4.0","1","4.0"
"198","Denver Broncos","DEN","DST","4.0","1","4.0"
"198","Miami Dolphins","MIA","DST","4.0","1","4.0"
"198","Zane Gonzalez","CAR","K","4.0","1","4.0"
"198","Alec Ingold","LV","RB","4.0","1","4.0"
"198","Harrison Butker","KC","K","4.0","1","4.0"
"206","Darrynton Evans","TEN","RB","3.8","1","3.8"
"206","David Njoku","CLE","TE","3.8","1","3.8"
"206","Tajae Sharpe","ATL","WR","3.8","1","3.8"
"206","N'Keal Harry","NE","WR","3.8","1","3.8"
"210","Chad Henne","KC","QB","3.7","1","3.7"
"210","Miles Sanders","PHI","RB","3.7","1","3.7"
"210","Rondale Moore","ARI","WR","3.7","1","3.7"
"210","Jerick McKinnon","KC","RB","3.7","1","3.7"
"214","Tyler Johnson","TB","WR","3.6","1","3.6"
"214","Tim Patrick","DEN","WR","3.6","1","3.6"
"214","Allen Robinson II","CHI","WR","3.6","1","3.6"
"214","Marquise Goodwin","CHI","WR","3.6","1","3.6"
"214","Dax Milne","WAS","WR","3.6","1","3.6"
"219","Kendall Hinton","DEN","WR","3.5","1","3.5"
"219","Sam Darnold","CAR","QB","3.5","1","3.5"
"221","Davis Mills","HOU","QB","3.4","1","3.4"
"222","Jordan Akins","HOU","TE","3.3","1","3.3"
"223","Tyler Lockett","SEA","WR","3.2","1","3.2"
"223","Gunner Olszewski","NE","WR","3.2","1","3.2"
"223","Tommy Tremble","CAR","TE","3.2","1","3.2"
"226","Kansas City Chiefs","KC","DST","3.0","1","3.0"
"226","Cairo Santos","CHI","K","3.0","1","3.0"
"228","Royce Freeman","Multi","RB","2.9","1","2.9"
"228","Brian Hoyer","NE","QB","2.9","1","2.9"
"230","Kyle Rudolph","NYG","TE","2.8","1","2.8"
"231","Ke'Shawn Vaughn","TB","RB","2.7","1","2.7"
"232","P.J. Walker","CAR","QB","2.6","1","2.6"
"232","Mohamed Sanu Sr.","SF","WR","2.6","1","2.6"
"234","Harrison Bryant","CLE","TE","2.5","1","2.5"
"234","Giovani Bernard","TB","RB","2.5","1","2.5"
"234","Ryan Griffin","NYJ","TE","2.5","1","2.5"
"237","Elijhaa Penny","NYG","RB","2.4","1","2.4"
"238","Olamide Zaccheaus","ATL","WR","2.3","1","2.3"
"239","Nyheim Hines","IND","RB","2.2","1","2.2"
"240","Tre'Quan Smith","NO","WR","2.1","1","2.1"
"241","Damiere Byrd","CHI","WR","2.0","1","2.0"
"241","Jeremy McNichols","TEN","RB","2.0","1","2.0"
"241","Zach Wilson","NYJ","QB","2.0","1","2.0"
"241","Ashton Dulin","IND","WR","2.0","1","2.0"
"241","Jake Elliott","PHI","K","2.0","1","2.0"
"241","Brandon McManus","DEN","K","2.0","1","2.0"
"241","Carolina Panthers","CAR","DST","2.0","1","2.0"
"248","Devin Duvernay","BAL","WR","1.9","1","1.9"
"248","Trent Sherfield","SF","WR","1.9","1","1.9"
"248","Anthony Firkser","TEN","TE","1.9","1","1.9"
"248","Brandon Aiyuk","SF","WR","1.9","1","1.9"
"248","O.J. Howard","TB","TE","1.9","1","1.9"
"248","Malcolm Brown","MIA","RB","1.9","1","1.9"
"254","Geoff Swaim","TEN","TE","1.8","1","1.8"
"254","Marcus Kemp","KC","WR","1.8","1","1.8"
"254","Juwan Johnson","NO","TE","1.8","1","1.8"
"254","Damien Williams","CHI","RB","1.8","1","1.8"
"258","Collin Johnson","NYG","WR","1.7","1","1.7"
"258","Demarcus Robinson","KC","WR","1.7","1","1.7"
"258","Lee Smith","ATL","TE","1.7","1","1.7"
"258","Derrick Gore","KC","RB","1.7","1","1.7"
"262","Denzel Mims","NYJ","WR","1.6","1","1.6"
"262","Keith Smith","ATL","RB","1.6","1","1.6"
"262","Tyler Huntley","BAL","QB","1.6","1","1.6"
"262","Keelan Cole Sr.","NYJ","WR","1.6","1","1.6"
"262","Darren Fells","Multi","TE","1.6","1","1.6"
"267","Ross Dwelley","SF","TE","1.5","1","1.5"
"267","Preston Williams","MIA","WR","1.5","1","1.5"
"267","Keke Coutee","IND","WR","1.5","1","1.5"
"270","Le'Veon Bell","Multi","RB","1.4","1","1.4"
"270","Travis Homer","SEA","RB","1.4","1","1.4"
"270","Noah Gray","KC","TE","1.4","1","1.4"
"270","Ryan Nall","CHI","RB","1.4","1","1.4"
"270","Devine Ozigbo","Multi","RB","1.4","1","1.4"
"275","Eric Saubert","DEN","TE","1.3","1","1.3"
"275","Equanimeous St. Brown","GB","WR","1.3","1","1.3"
"275","KhaDarel Hodge","DET","WR","1.3","1","1.3"
"275","John Kelly","CLE","RB","1.3","1","1.3"
"279","Jaelon Darden","TB","WR","1.1","1","1.1"
"280","Mike Davis","ATL","RB","1.0","1","1.0"
"280","Deon Yelder","TB","TE","1.0","1","1.0"
"280","Philadelphia Eagles","PHI","DST","1.0","1","1.0"
"280","Matt Ammendola","NYJ","K","1.0","1","1.0"
"284","Rashaad Penny","SEA","RB","0.9","1","0.9"
"285","Rashard Higgins","CLE","WR","0.8","1","0.8"
"285","Phillip Lindsay","Multi","RB","0.8","1","0.8"
"287","Eno Benjamin","ARI","RB","0.7","1","0.7"
"287","Jonathan Ward","ARI","RB","0.7","1","0.7"
"289","Blaine Gabbert","TB","QB","0.6","1","0.6"
"290","Marcus Johnson","TEN","WR","0.5","1","0.5"
"291","Ty Montgomery","NO","RB","0.4","1","0.4"
"291","Marcus Mariota","LV","QB","0.4","1","0.4"
"291","Marlon Mack","IND","RB","0.4","1","0.4"
"291","Sony Michel","LAR","RB","0.4","1","0.4"
"295","Wayne Gallman Jr.","Multi","RB","0.2","1","0.2"
"295","Kylin Hill","GB","RB","0.2","1","0.2"
"295","Alex Armah Jr.","Multi","RB","0.2","1","0.2"
"298","Buddy Howell","LAR","RB","0.0","1","0.0"
"298","Tylan Wallace","BAL","WR","0.0","1","0.0"
"298","Colin Thompson","CAR","TE","0.0","1","0.0"
"298","James Proche II","BAL","WR","0.0","1","0.0"
"298","Tyler Davis","GB","TE","0.0","1","0.0"
"298","Josh Gordon","KC","WR","0.0","1","0.0"
"298","Tyrie Cleveland","DEN","WR","0.0","1","0.0"
"298","Kylen Granson","IND","TE","0.0","1","0.0"
"298","Jesper Horsted","CHI","TE","0.0","1","0.0"
"298","Trevon Wesco","NYJ","TE","0.0","1","0.0"
"298","Trenton Irwin","CIN","WR","0.0","1","0.0"
"298","David Sills V","NYG","WR","0.0","1","0.0"
"298","Brock Wright","DET","TE","0.0","1","0.0"
"298","Antonio Gandy-Golden","WAS","WR","0.0","1","0.0"
"298","Kevin White","NO","WR","0.0","1","0.0"
"298","Mason Kinsey","TEN","WR","0.0","1","0.0"
"298","Jacob Harris","LAR","TE","0.0","1","0.0"
"298","John Brown","Multi","WR","0.0","1","0.0"
"298","Geronimo Allison","DET","WR","0.0","1","0.0"
"298","Josiah Deguara","GB","TE","0.0","1","0.0"
"298","Jakeem Grant Sr.","Multi","WR","0.0","1","0.0"
"298","DeeJay Dallas","SEA","RB","0.0","1","0.0"
"298","Demetrius Harris","ARI","TE","0.0","1","0.0"
"298","Alex Erickson","CAR","WR","0.0","1","0.0"
"298","Braxton Berrios","NYJ","WR","0.0","1","0.0"
"298","J.J. Arcega-Whiteside","PHI","WR","0.0","1","0.0"
"298","Detroit Lions","DET","DST","0.0","1","0.0"
"298","DeSean Jackson","Multi","WR","0.0","1","0.0"
"298","Diontae Spencer","DEN","WR","0.0","1","0.0"
"298","Cameron Brate","TB","TE","0.0","1","0.0"
"298","Cethan Carter","MIA","TE","0.0","1","0.0"
"298","Jauan Jennings","SF","WR","0.0","1","0.0"
"298","Ian Thomas","CAR","TE","0.0","1","0.0"
"298","Ben Skowronek","LAR","WR","0.0","1","0.0"
"298","Kenny Stills","NO","WR","0.0","1","0.0"
"298","Cullen Gillaspia","NYG","RB","0.0","1","0.0"
"298","Lil'Jordan Humphrey","NO","WR","0.0","1","0.0"
"298","Penny Hart","SEA","WR","0.0","1","0.0"
"298","Trenton Cannon","Multi","RB","0.0","1","0.0"
"298","Amari Rodgers","GB","WR","0.0","1","0.0"
"298","Jack Doyle","IND","TE","0.0","1","0.0"
"298","Rex Burkhead","HOU","RB","0.0","1","0.0"
"298","Ameer Abdullah","Multi","RB","0.0","1","0.0"
"341","Colt McCoy","ARI","QB","-0.1","1","-0.1"
"341","Logan Woodside","TEN","QB","-0.1","1","-0.1"
"343","AJ Dillon","GB","RB","-0.2","1","-0.2"
"344","Shi Smith","CAR","WR","-0.3","1","-0.3"
"345","Baltimore Ravens","BAL","DST","-1.0","1","-1.0"
"346","Chicago Bears","CHI","DST","-2.0","1","-2.0"
"347","New York Jets","NYJ","DST","-3.0","1","-3.0"
""
""
