filename,Rank,Player,Team,Position,Points,Games,Avg
wk01_ppr.csv,1,Amari Cooper,DAL,WR,38.9,1,38.9
wk01_ppr.csv,2,Tyreek Hill,KC,WR,37.1,1,37.1
wk01_ppr.csv,3,Kyler Murray,ARI,QB,34.6,1,34.6
wk01_ppr.csv,4,Patrick Mahomes II,KC,QB,33.3,1,33.3
wk01_ppr.csv,5,Deebo Samuel,SF,WR,31.9,1,31.9
wk01_ppr.csv,6,Adam Thielen,MIN,WR,30.2,1,30.2
wk01_ppr.csv,7,Jared Goff,DET,QB,29.9,1,29.9
wk01_ppr.csv,8,Jameis Winston,NO,QB,29.6,1,29.6
wk01_ppr.csv,9,Tom Brady,TB,QB,29.2,1,29.2
wk01_ppr.csv,10,Rob Gronkowski,TB,TE,29,1,29
wk01_ppr.csv,11,Jalen Hurts,PHI,QB,28.8,1,28.8
wk01_ppr.csv,12,Dak Prescott,DAL,QB,28.4,1,28.4
wk01_ppr.csv,13,Christian McCaffrey,CAR,RB,27.7,1,27.7
wk01_ppr.csv,14,Russell Wilson,SEA,QB,27.1,1,27.1
wk01_ppr.csv,15,Corey Davis,NYJ,WR,26.7,1,26.7
wk01_ppr.csv,16,Darren Waller,LV,TE,26.5,1,26.5
wk01_ppr.csv,17,DeAndre Hopkins,ARI,WR,26.3,1,26.3
wk01_ppr.csv,18,Tyler Lockett,SEA,WR,26,1,26
wk01_ppr.csv,19,T.J. Hockenson,DET,TE,25.7,1,25.7
wk01_ppr.csv,20,Travis Kelce,KC,TE,25.6,1,25.6
wk01_ppr.csv,21,Jamaal Williams,DET,RB,25,1,25
wk01_ppr.csv,21,Joe Mixon,CIN,RB,25,1,25
wk01_ppr.csv,21,Derek Carr,LV,QB,25,1,25
wk01_ppr.csv,24,D'Andre Swift,DET,RB,24.4,1,24.4
wk01_ppr.csv,25,Sterling Shepard,NYG,WR,24.3,1,24.3
wk01_ppr.csv,25,Matthew Stafford,LAR,QB,24.3,1,24.3
wk01_ppr.csv,27,Christian Kirk,ARI,WR,24,1,24
wk01_ppr.csv,28,Cooper Kupp,LAR,WR,23.8,1,23.8
wk01_ppr.csv,29,Antonio Brown,TB,WR,23.7,1,23.7
wk01_ppr.csv,30,Tyrod Taylor,HOU,QB,23.6,1,23.6
wk01_ppr.csv,31,Chris Godwin,TB,WR,23.5,1,23.5
wk01_ppr.csv,32,CeeDee Lamb,DAL,WR,23.4,1,23.4
wk01_ppr.csv,33,Mike Williams,LAC,WR,22.2,1,22.2
wk01_ppr.csv,34,Nick Chubb,CLE,RB,22.1,1,22.1
wk01_ppr.csv,34,Trevor Lawrence,JAC,QB,22.1,1,22.1
wk01_ppr.csv,36,Kirk Cousins,MIN,QB,22,1,22
wk01_ppr.csv,37,Daniel Jones,NYG,QB,21.4,1,21.4
wk01_ppr.csv,38,Ja'Marr Chase,CIN,WR,20.9,1,20.9
wk01_ppr.csv,39,Melvin Gordon III,DEN,RB,20.8,1,20.8
wk01_ppr.csv,40,Teddy Bridgewater,DEN,QB,20.5,1,20.5
wk01_ppr.csv,41,Dalvin Cook,MIN,RB,20.4,1,20.4
wk01_ppr.csv,42,Zach Pascal,IND,WR,20.3,1,20.3
wk01_ppr.csv,43,Jarvis Landry,CLE,WR,19.4,1,19.4
wk01_ppr.csv,43,Marquise Brown,BAL,WR,19.4,1,19.4
wk01_ppr.csv,45,Zach Wilson,NYJ,QB,19.3,1,19.3
wk01_ppr.csv,46,DeVonta Smith,PHI,WR,19.1,1,19.1
wk01_ppr.csv,46,Sam Darnold,CAR,QB,19.1,1,19.1
wk01_ppr.csv,48,Keenan Allen,LAC,WR,19,1,19
wk01_ppr.csv,49,David Montgomery,CHI,RB,18.8,1,18.8
wk01_ppr.csv,50,Marvin Jones Jr.,JAC,WR,18.7,1,18.7
wk01_ppr.csv,51,Joe Burrow,CIN,QB,18.6,1,18.6
wk01_ppr.csv,52,Ty'Son Williams,BAL,RB,18.4,1,18.4
wk01_ppr.csv,53,Carson Wentz,IND,QB,18.3,1,18.3
wk01_ppr.csv,54,Nelson Agholor,NE,WR,18.2,1,18.2
wk01_ppr.csv,54,Brandin Cooks,HOU,WR,18.2,1,18.2
wk01_ppr.csv,56,Alvin Kamara,NO,RB,18.1,1,18.1
wk01_ppr.csv,57,Lamar Jackson,BAL,QB,18,1,18
wk01_ppr.csv,58,Jonathan Taylor,IND,RB,17.6,1,17.6
wk01_ppr.csv,58,D.J. Chark Jr.,JAC,WR,17.6,1,17.6
wk01_ppr.csv,60,Miles Sanders,PHI,RB,17.3,1,17.3
wk01_ppr.csv,61,Tua Tagovailoa,MIA,QB,17.2,1,17.2
wk01_ppr.csv,61,Josh Allen,BUF,QB,17.2,1,17.2
wk01_ppr.csv,63,Juwan Johnson,NO,TE,17.1,1,17.1
wk01_ppr.csv,63,Kareem Hunt,CLE,RB,17.1,1,17.1
wk01_ppr.csv,65,Josh Jacobs,LV,RB,17,1,17
wk01_ppr.csv,66,Jalen Reagor,PHI,WR,16.9,1,16.9
wk01_ppr.csv,67,Elijah Mitchell,SF,RB,16.4,1,16.4
wk01_ppr.csv,68,Jaylen Waddle,MIA,WR,16.1,1,16.1
wk01_ppr.csv,69,Arizona Cardinals,ARI,DST,16,1,16
wk01_ppr.csv,69,D.K. Metcalf,SEA,WR,16,1,16
wk01_ppr.csv,69,Van Jefferson,LAR,WR,16,1,16
wk01_ppr.csv,72,Stefon Diggs,BUF,WR,15.9,1,15.9
wk01_ppr.csv,73,Tee Higgins,CIN,WR,15.8,1,15.8
wk01_ppr.csv,74,Darrell Henderson Jr.,LAR,RB,15.7,1,15.7
wk01_ppr.csv,75,DJ Moore,CAR,WR,15.4,1,15.4
wk01_ppr.csv,76,Deonte Harty,NO,WR,15.2,1,15.2
wk01_ppr.csv,76,Mac Jones,NE,QB,15.2,1,15.2
wk01_ppr.csv,76,Ryan Tannehill,TEN,QB,15.2,1,15.2
wk01_ppr.csv,79,New Orleans Saints,NO,DST,15,1,15
wk01_ppr.csv,80,A.J. Brown,TEN,WR,14.9,1,14.9
wk01_ppr.csv,81,Jimmy Garoppolo,SF,QB,14.8,1,14.8
wk01_ppr.csv,82,K.J. Osborn,MIN,WR,14.6,1,14.6
wk01_ppr.csv,82,Chase Edmonds,ARI,RB,14.6,1,14.6
wk01_ppr.csv,82,Diontae Johnson,PIT,WR,14.6,1,14.6
wk01_ppr.csv,85,Mark Ingram II,Multi,RB,14.5,1,14.5
wk01_ppr.csv,86,Danny Amendola,HOU,WR,14.4,1,14.4
wk01_ppr.csv,86,Justin Herbert,LAC,QB,14.4,1,14.4
wk01_ppr.csv,88,Dallas Goedert,PHI,TE,14.2,1,14.2
wk01_ppr.csv,88,Nyheim Hines,IND,RB,14.2,1,14.2
wk01_ppr.csv,90,Cole Beasley,BUF,WR,14,1,14
wk01_ppr.csv,90,Joey Slye,Multi,K,14,1,14
wk01_ppr.csv,90,Robbie Gould,SF,K,14,1,14
wk01_ppr.csv,90,Pittsburgh Steelers,PIT,DST,14,1,14
wk01_ppr.csv,94,Tim Patrick,DEN,WR,13.9,1,13.9
wk01_ppr.csv,95,Baker Mayfield,CLE,QB,13.6,1,13.6
wk01_ppr.csv,95,Sammy Watkins,BAL,WR,13.6,1,13.6
wk01_ppr.csv,97,Jerry Jeudy,DEN,WR,13.2,1,13.2
wk01_ppr.csv,98,Hunter Renfrow,LV,WR,13,1,13
wk01_ppr.csv,99,Laviska Shenault Jr.,JAC,WR,12.9,1,12.9
wk01_ppr.csv,100,Chris Carson,SEA,RB,12.7,1,12.7
wk01_ppr.csv,100,Robby Anderson,CAR,WR,12.7,1,12.7
wk01_ppr.csv,102,Zay Jones,LV,WR,12.6,1,12.6
wk01_ppr.csv,102,Myles Gaskin,MIA,RB,12.6,1,12.6
wk01_ppr.csv,104,Justin Jefferson,MIN,WR,12.5,1,12.5
wk01_ppr.csv,105,Robert Woods,LAR,WR,12.4,1,12.4
wk01_ppr.csv,106,Kenneth Gainwell,PHI,RB,12.3,1,12.3
wk01_ppr.csv,107,Quintez Cephus,DET,WR,12.2,1,12.2
wk01_ppr.csv,107,Noah Fant,DEN,TE,12.2,1,12.2
wk01_ppr.csv,109,Bryan Edwards,LV,WR,12.1,1,12.1
wk01_ppr.csv,109,DeVante Parker,MIA,WR,12.1,1,12.1
wk01_ppr.csv,109,James White,NE,RB,12.1,1,12.1
wk01_ppr.csv,112,Matt Gay,LAR,K,12,1,12
wk01_ppr.csv,112,Greg Zuerlein,DAL,K,12,1,12
wk01_ppr.csv,112,Dustin Hopkins,Multi,K,12,1,12
wk01_ppr.csv,112,Ben Roethlisberger,PIT,QB,12,1,12
wk01_ppr.csv,112,Logan Thomas,WAS,TE,12,1,12
wk01_ppr.csv,112,Chris Boswell,PIT,K,12,1,12
wk01_ppr.csv,112,Gabriel Davis,BUF,WR,12,1,12
wk01_ppr.csv,112,Kenyan Drake,LV,RB,12,1,12
wk01_ppr.csv,120,David Johnson,HOU,RB,11.8,1,11.8
wk01_ppr.csv,120,George Kittle,SF,TE,11.8,1,11.8
wk01_ppr.csv,120,Tyler Higbee,LAR,TE,11.8,1,11.8
wk01_ppr.csv,120,Antonio Gibson,WAS,RB,11.8,1,11.8
wk01_ppr.csv,124,Damien Harris,NE,RB,11.7,1,11.7
wk01_ppr.csv,124,Austin Ekeler,LAC,RB,11.7,1,11.7
wk01_ppr.csv,126,Anthony Schwartz,CLE,WR,11.6,1,11.6
wk01_ppr.csv,127,Justin Tucker,BAL,K,11,1,11
wk01_ppr.csv,127,Daniel Carlson,LV,K,11,1,11
wk01_ppr.csv,127,Tyler Bass,BUF,K,11,1,11
wk01_ppr.csv,127,Nick Folk,NE,K,11,1,11
wk01_ppr.csv,127,Evan McPherson,CIN,K,11,1,11
wk01_ppr.csv,127,Devin Singletary,BUF,RB,11,1,11
wk01_ppr.csv,133,Leonard Fournette,TB,RB,10.9,1,10.9
wk01_ppr.csv,134,Rondale Moore,ARI,WR,10.8,1,10.8
wk01_ppr.csv,134,James O'Shaughnessy,JAC,TE,10.8,1,10.8
wk01_ppr.csv,136,Pharaoh Brown,HOU,TE,10.7,1,10.7
wk01_ppr.csv,136,Derrick Henry,TEN,RB,10.7,1,10.7
wk01_ppr.csv,138,Jared Cook,LAC,TE,10.6,1,10.6
wk01_ppr.csv,138,David Njoku,CLE,TE,10.6,1,10.6
wk01_ppr.csv,138,Taylor Heinicke,WAS,QB,10.6,1,10.6
wk01_ppr.csv,138,Davante Adams,GB,WR,10.6,1,10.6
wk01_ppr.csv,142,Dalton Schultz,DAL,TE,10.5,1,10.5
wk01_ppr.csv,143,Kenny Golladay,NYG,WR,10.4,1,10.4
wk01_ppr.csv,143,Jakobi Meyers,NE,WR,10.4,1,10.4
wk01_ppr.csv,145,Trent Sherfield,SF,WR,10.3,1,10.3
wk01_ppr.csv,146,Terry McLaurin,WAS,WR,10.2,1,10.2
wk01_ppr.csv,146,Mike Davis,ATL,RB,10.2,1,10.2
wk01_ppr.csv,146,Clyde Edwards-Helaire,KC,RB,10.2,1,10.2
wk01_ppr.csv,146,Chester Rogers,TEN,WR,10.2,1,10.2
wk01_ppr.csv,150,Calvin Ridley,ATL,WR,10.1,1,10.1
wk01_ppr.csv,150,Braxton Berrios,NYJ,WR,10.1,1,10.1
wk01_ppr.csv,152,Chase Claypool,PIT,WR,10,1,10
wk01_ppr.csv,152,Harrison Butker,KC,K,10,1,10
wk01_ppr.csv,152,Gerald Everett,SEA,TE,10,1,10
wk01_ppr.csv,152,Philadelphia Eagles,PHI,DST,10,1,10
wk01_ppr.csv,152,San Francisco 49ers,SF,DST,10,1,10
wk01_ppr.csv,157,Jonnu Smith,NE,TE,9.8,1,9.8
wk01_ppr.csv,158,Darius Slayton,NYG,WR,9.5,1,9.5
wk01_ppr.csv,158,Allen Robinson II,CHI,WR,9.5,1,9.5
wk01_ppr.csv,160,Cole Kmet,CHI,TE,9.2,1,9.2
wk01_ppr.csv,160,JuJu Smith-Schuster,PIT,WR,9.2,1,9.2
wk01_ppr.csv,160,Chris Manhertz,JAC,TE,9.2,1,9.2
wk01_ppr.csv,160,Emmanuel Sanders,BUF,WR,9.2,1,9.2
wk01_ppr.csv,164,Brandon McManus,DEN,K,9,1,9
wk01_ppr.csv,164,Aldrick Rosas,Multi,K,9,1,9
wk01_ppr.csv,164,Carolina Panthers,CAR,DST,9,1,9
wk01_ppr.csv,167,Kalif Raymond,DET,WR,8.9,1,8.9
wk01_ppr.csv,168,JaMycal Hasty,SF,RB,8.8,1,8.8
wk01_ppr.csv,168,Latavius Murray,BAL,RB,8.8,1,8.8
wk01_ppr.csv,170,Cordarrelle Patterson,ATL,RB,8.7,1,8.7
wk01_ppr.csv,171,Albert Okwuegbunam,DEN,TE,8.6,1,8.6
wk01_ppr.csv,172,Phillip Lindsay,Multi,RB,8.5,1,8.5
wk01_ppr.csv,173,James Robinson,JAC,RB,8.4,1,8.4
wk01_ppr.csv,174,Tony Pollard,DAL,RB,8.3,1,8.3
wk01_ppr.csv,174,Marquise Goodwin,CHI,WR,8.3,1,8.3
wk01_ppr.csv,176,Dawson Knox,BUF,TE,8.1,1,8.1
wk01_ppr.csv,176,Tyler Conklin,MIN,TE,8.1,1,8.1
wk01_ppr.csv,178,New England Patriots,NE,DST,8,1,8
wk01_ppr.csv,178,Chris Hogan,NO,WR,8,1,8
wk01_ppr.csv,178,Los Angeles Rams,LAR,DST,8,1,8
wk01_ppr.csv,178,Greg Joseph,MIN,K,8,1,8
wk01_ppr.csv,178,Tristan Vizcaino,LAC,K,8,1,8
wk01_ppr.csv,178,Denver Broncos,DEN,DST,8,1,8
wk01_ppr.csv,178,Damien Williams,CHI,RB,8,1,8
wk01_ppr.csv,178,Matt Prater,ARI,K,8,1,8
wk01_ppr.csv,186,Jalen Guyton,LAC,WR,7.9,1,7.9
wk01_ppr.csv,187,Carlos Hyde,JAC,RB,7.8,1,7.8
wk01_ppr.csv,188,Michael Gallup,DAL,WR,7.6,1,7.6
wk01_ppr.csv,188,Darnell Mooney,CHI,WR,7.6,1,7.6
wk01_ppr.csv,190,Matt Ryan,ATL,QB,7.4,1,7.4
wk01_ppr.csv,191,Kyle Pitts,ATL,TE,7.1,1,7.1
wk01_ppr.csv,191,KJ Hamler,DEN,WR,7.1,1,7.1
wk01_ppr.csv,193,Dallas Cowboys,DAL,DST,7,1,7
wk01_ppr.csv,193,Las Vegas Raiders,LV,DST,7,1,7
wk01_ppr.csv,193,Jake Elliott,PHI,K,7,1,7
wk01_ppr.csv,193,Houston Texans,HOU,DST,7,1,7
wk01_ppr.csv,193,Ryan Santoso,Multi,K,7,1,7
wk01_ppr.csv,193,Ryan Succop,TB,K,7,1,7
wk01_ppr.csv,199,Hayden Hurst,ATL,TE,6.8,1,6.8
wk01_ppr.csv,200,Will Dissly,SEA,TE,6.7,1,6.7
wk01_ppr.csv,200,Justin Fields,CHI,QB,6.7,1,6.7
wk01_ppr.csv,202,Henry Ruggs III,LV,WR,6.6,1,6.6
wk01_ppr.csv,203,Andy Dalton,CHI,QB,6.5,1,6.5
wk01_ppr.csv,204,Tony Jones Jr.,NO,RB,6.3,1,6.3
wk01_ppr.csv,204,Jeremy McNichols,TEN,RB,6.3,1,6.3
wk01_ppr.csv,206,Alec Ingold,LV,RB,6.2,1,6.2
wk01_ppr.csv,206,Tyler Boyd,CIN,WR,6.2,1,6.2
wk01_ppr.csv,208,Keith Smith,ATL,RB,6.1,1,6.1
wk01_ppr.csv,208,Hunter Henry,NE,TE,6.1,1,6.1
wk01_ppr.csv,210,Seattle Seahawks,SEA,DST,6,1,6
wk01_ppr.csv,210,Miami Dolphins,MIA,DST,6,1,6
wk01_ppr.csv,210,Jason Sanders,MIA,K,6,1,6
wk01_ppr.csv,210,Austin Seibert,DET,K,6,1,6
wk01_ppr.csv,210,Younghoe Koo,ATL,K,6,1,6
wk01_ppr.csv,210,KJ Hill Jr.,LAC,WR,6,1,6
wk01_ppr.csv,216,Ezekiel Elliott,DAL,RB,5.9,1,5.9
wk01_ppr.csv,216,Najee Harris,PIT,RB,5.9,1,5.9
wk01_ppr.csv,216,Michael Pittman Jr.,IND,WR,5.9,1,5.9
wk01_ppr.csv,216,Julio Jones,TEN,WR,5.9,1,5.9
wk01_ppr.csv,220,Austin Hooper,CLE,TE,5.7,1,5.7
wk01_ppr.csv,221,Terrace Marshall Jr.,CAR,WR,5.6,1,5.6
wk01_ppr.csv,221,Tyler Kroft,NYJ,TE,5.6,1,5.6
wk01_ppr.csv,223,C.J. Uzomah,CIN,TE,5.5,1,5.5
wk01_ppr.csv,224,Zach Ertz,Multi,TE,5.4,1,5.4
wk01_ppr.csv,224,Cedrick Wilson Jr.,DAL,WR,5.4,1,5.4
wk01_ppr.csv,224,Mike Evans,TB,WR,5.4,1,5.4
wk01_ppr.csv,227,Quez Watkins,PHI,WR,5.3,1,5.3
wk01_ppr.csv,227,James Conner,ARI,RB,5.3,1,5.3
wk01_ppr.csv,229,Ryan Griffin,NYJ,TE,5.2,1,5.2
wk01_ppr.csv,230,Javonte Williams,DEN,RB,5.1,1,5.1
wk01_ppr.csv,230,Jack Doyle,IND,TE,5.1,1,5.1
wk01_ppr.csv,232,Mark Andrews,BAL,TE,5,1,5
wk01_ppr.csv,232,Blake Jarwin,DAL,TE,5,1,5
wk01_ppr.csv,232,Minnesota Vikings,MIN,DST,5,1,5
wk01_ppr.csv,232,Cincinnati Bengals,CIN,DST,5,1,5
wk01_ppr.csv,232,Kansas City Chiefs,KC,DST,5,1,5
wk01_ppr.csv,232,Denzel Mims,NYJ,WR,5,1,5
wk01_ppr.csv,232,Washington Football Team,WAS,DST,5,1,5
wk01_ppr.csv,239,Trinity Benson,DET,WR,4.9,1,4.9
wk01_ppr.csv,239,Anthony Firkser,TEN,TE,4.9,1,4.9
wk01_ppr.csv,239,Mecole Hardman,KC,WR,4.9,1,4.9
wk01_ppr.csv,239,Damiere Byrd,CHI,WR,4.9,1,4.9
wk01_ppr.csv,243,Salvon Ahmed,MIA,RB,4.8,1,4.8
wk01_ppr.csv,243,Adam Trautman,NO,TE,4.8,1,4.8
wk01_ppr.csv,245,Marquez Valdes-Scantling,GB,WR,4.7,1,4.7
wk01_ppr.csv,245,Chris Conley,HOU,WR,4.7,1,4.7
wk01_ppr.csv,247,Mike Strachan,IND,WR,4.6,1,4.6
wk01_ppr.csv,248,A.J. Green,ARI,WR,4.5,1,4.5
wk01_ppr.csv,249,Trey Lance,SF,QB,4.4,1,4.4
wk01_ppr.csv,250,Amon-Ra St. Brown,DET,WR,4.3,1,4.3
wk01_ppr.csv,250,Randall Cobb,GB,WR,4.3,1,4.3
wk01_ppr.csv,252,Aaron Jones,GB,RB,4.2,1,4.2
wk01_ppr.csv,253,DeSean Jackson,Multi,WR,4.1,1,4.1
wk01_ppr.csv,254,Rodrigo Blankenship,IND,K,4,1,4
wk01_ppr.csv,254,New York Jets,NYJ,DST,4,1,4
wk01_ppr.csv,254,Indianapolis Colts,IND,DST,4,1,4
wk01_ppr.csv,254,Jason Myers,SEA,K,4,1,4
wk01_ppr.csv,254,Baltimore Ravens,BAL,DST,4,1,4
wk01_ppr.csv,254,New York Giants,NYG,DST,4,1,4
wk01_ppr.csv,254,Los Angeles Chargers,LAC,DST,4,1,4
wk01_ppr.csv,261,Samaje Perine,CIN,RB,3.9,1,3.9
wk01_ppr.csv,261,Ameer Abdullah,Multi,RB,3.9,1,3.9
wk01_ppr.csv,263,D'Wayne Eskridge,SEA,WR,3.8,1,3.8
wk01_ppr.csv,264,Saquon Barkley,NYG,RB,3.7,1,3.7
wk01_ppr.csv,265,Ty Johnson,NYJ,RB,3.6,1,3.6
wk01_ppr.csv,265,Allen Lazard,GB,WR,3.6,1,3.6
wk01_ppr.csv,265,AJ Dillon,GB,RB,3.6,1,3.6
wk01_ppr.csv,268,Patrick Ricard,BAL,RB,3.5,1,3.5
wk01_ppr.csv,269,Parris Campbell,IND,WR,3.4,1,3.4
wk01_ppr.csv,269,Tyrell Williams,DET,WR,3.4,1,3.4
wk01_ppr.csv,269,Pat Freiermuth,PIT,TE,3.4,1,3.4
wk01_ppr.csv,269,Malik Taylor,GB,WR,3.4,1,3.4
wk01_ppr.csv,273,Aaron Rodgers,GB,QB,3.3,1,3.3
wk01_ppr.csv,274,Giovani Bernard,TB,RB,3.2,1,3.2
wk01_ppr.csv,275,Marcus Mariota,LV,QB,3.1,1,3.1
wk01_ppr.csv,276,James Washington,PIT,WR,3,1,3
wk01_ppr.csv,276,Adam Humphries,WAS,WR,3,1,3
wk01_ppr.csv,276,Josh Lambo,JAC,K,3,1,3
wk01_ppr.csv,276,Chase McLaughlin,CLE,K,3,1,3
wk01_ppr.csv,276,Mason Crosby,GB,K,3,1,3
wk01_ppr.csv,276,Michael Carter,NYJ,RB,3,1,3
wk01_ppr.csv,282,Amari Rodgers,GB,WR,2.9,1,2.9
wk01_ppr.csv,282,C.J. Ham,MIN,RB,2.9,1,2.9
wk01_ppr.csv,282,Marcedes Lewis,GB,TE,2.9,1,2.9
wk01_ppr.csv,282,Eric Ebron,PIT,TE,2.9,1,2.9
wk01_ppr.csv,286,Robert Tonyan,GB,TE,2.8,1,2.8
wk01_ppr.csv,286,Kyle Rudolph,NYG,TE,2.8,1,2.8
wk01_ppr.csv,288,Kendrick Bourne,NE,WR,2.7,1,2.7
wk01_ppr.csv,288,Joshua Palmer,LAC,WR,2.7,1,2.7
wk01_ppr.csv,288,Larry Rountree III,LAC,RB,2.7,1,2.7
wk01_ppr.csv,288,Ian Thomas,CAR,TE,2.7,1,2.7
wk01_ppr.csv,288,Cam Sims,WAS,WR,2.7,1,2.7
wk01_ppr.csv,288,Harrison Bryant,CLE,TE,2.7,1,2.7
wk01_ppr.csv,294,Dan Arnold,Multi,TE,2.6,1,2.6
wk01_ppr.csv,295,Tevin Coleman,NYJ,RB,2.4,1,2.4
wk01_ppr.csv,295,Chuba Hubbard,CAR,RB,2.4,1,2.4
wk01_ppr.csv,295,Courtland Sutton,DEN,WR,2.4,1,2.4
wk01_ppr.csv,295,Marquez Callaway,NO,WR,2.4,1,2.4
wk01_ppr.csv,299,Devontae Booker,NYG,RB,2.3,1,2.3
wk01_ppr.csv,300,Dede Westbrook,MIN,WR,2.1,1,2.1
wk01_ppr.csv,300,Jimmy Graham,CHI,TE,2.1,1,2.1
wk01_ppr.csv,302,Raheem Mostert,SF,RB,2,1,2
wk01_ppr.csv,302,Tampa Bay Buccaneers,TB,DST,2,1,2
wk01_ppr.csv,302,Nick Westbrook-Ikhine,TEN,WR,2,1,2
wk01_ppr.csv,302,Cairo Santos,CHI,K,2,1,2
wk01_ppr.csv,302,DeeJay Dallas,SEA,RB,2,1,2
wk01_ppr.csv,302,Buffalo Bills,BUF,DST,2,1,2
wk01_ppr.csv,308,Demarcus Robinson,KC,WR,1.9,1,1.9
wk01_ppr.csv,308,Durham Smythe,MIA,TE,1.9,1,1.9
wk01_ppr.csv,310,Kadarius Toney,NYG,WR,1.8,1,1.8
wk01_ppr.csv,311,Kyle Juszczyk,SF,RB,1.7,1,1.7
wk01_ppr.csv,311,Eric Saubert,DEN,TE,1.7,1,1.7
wk01_ppr.csv,311,Nico Collins,HOU,WR,1.7,1,1.7
wk01_ppr.csv,311,Justin Jackson,LAC,RB,1.7,1,1.7
wk01_ppr.csv,311,Mohamed Sanu Sr.,SF,WR,1.7,1,1.7
wk01_ppr.csv,316,Devin Duvernay,BAL,WR,1.6,1,1.6
wk01_ppr.csv,316,Rex Burkhead,HOU,RB,1.6,1,1.6
wk01_ppr.csv,316,Malcolm Brown,MIA,RB,1.6,1,1.6
wk01_ppr.csv,316,Gary Brightwell,NYG,RB,1.6,1,1.6
wk01_ppr.csv,316,C.J. Board,NYG,WR,1.6,1,1.6
wk01_ppr.csv,316,Alexander Mattison,MIN,RB,1.6,1,1.6
wk01_ppr.csv,316,Byron Pringle,KC,WR,1.6,1,1.6
wk01_ppr.csv,316,Tyron Johnson,Multi,WR,1.6,1,1.6
wk01_ppr.csv,324,Mike Thomas,CIN,WR,1.5,1,1.5
wk01_ppr.csv,324,Blake Bell,KC,TE,1.5,1,1.5
wk01_ppr.csv,324,Ty Montgomery,NO,RB,1.5,1,1.5
wk01_ppr.csv,327,Donovan Peoples-Jones,CLE,WR,1.4,1,1.4
wk01_ppr.csv,327,Kylin Hill,GB,RB,1.4,1,1.4
wk01_ppr.csv,329,Darren Fells,Multi,TE,1.2,1,1.2
wk01_ppr.csv,330,Stephen Anderson,LAC,TE,1.1,1,1.1
wk01_ppr.csv,331,Detroit Lions,DET,DST,1,1,1
wk01_ppr.csv,331,Cleveland Browns,CLE,DST,1,1,1
wk01_ppr.csv,331,Michael Badgley,Multi,K,1,1,1
wk01_ppr.csv,331,Graham Gano,NYG,K,1,1,1
wk01_ppr.csv,335,Jaret Patterson,WAS,RB,0.9,1,0.9
wk01_ppr.csv,336,J.D. McKissic,WAS,RB,0.8,1,0.8
wk01_ppr.csv,336,Rashaad Penny,SEA,RB,0.8,1,0.8
wk01_ppr.csv,336,Zach Gentry,PIT,TE,0.8,1,0.8
wk01_ppr.csv,336,Dyami Brown,WAS,WR,0.8,1,0.8
wk01_ppr.csv,340,Jordan Love,GB,QB,0.7,1,0.7
wk01_ppr.csv,340,Ryan Fitzpatrick,WAS,QB,0.7,1,0.7
wk01_ppr.csv,340,Elijah Moore,NYJ,WR,0.7,1,0.7
wk01_ppr.csv,343,Trenton Cannon,Multi,RB,0.5,1,0.5
wk01_ppr.csv,343,Brandon Bolden,NE,RB,0.5,1,0.5
wk01_ppr.csv,343,Freddie Swain,SEA,WR,0.5,1,0.5
wk01_ppr.csv,346,Matt Breida,BUF,RB,0.4,1,0.4
wk01_ppr.csv,346,Darrel Williams,KC,RB,0.4,1,0.4
wk01_ppr.csv,346,Jacoby Brissett,MIA,QB,0.4,1,0.4
wk01_ppr.csv,349,Sony Michel,LAR,RB,0.2,1,0.2
wk01_ppr.csv,349,Mekhi Sargent,Multi,RB,0.2,1,0.2
wk01_ppr.csv,349,Taysom Hill,NO,QB,0.2,1,0.2
wk01_ppr.csv,349,Michael Burton,KC,RB,0.2,1,0.2
wk01_ppr.csv,349,Gabe Nabers,LAC,RB,0.2,1,0.2
wk01_ppr.csv,354,Rhamondre Stevenson,NE,RB,0.1,1,0.1
wk01_ppr.csv,355,Tom Kennedy,DET,WR,0,1,0
wk01_ppr.csv,355,Atlanta Falcons,ATL,DST,0,1,0
wk01_ppr.csv,355,Sewo Olonilua,DAL,RB,0,1,0
wk01_ppr.csv,355,Ray-Ray McCloud,PIT,WR,0,1,0
wk01_ppr.csv,355,Matt Ammendola,NYJ,K,0,1,0
wk01_ppr.csv,355,Ashton Dulin,IND,WR,0,1,0
wk01_ppr.csv,355,Cameron Nizialek,ATL,K,0,1,0
wk01_ppr.csv,355,Josh Oliver,BAL,TE,0,1,0
wk01_ppr.csv,355,Geoff Swaim,TEN,TE,0,1,0
wk01_ppr.csv,355,Tommy Tremble,CAR,TE,0,1,0
wk01_ppr.csv,355,Devin Smith,JAC,WR,0,1,0
wk01_ppr.csv,355,Brandon Aiyuk,SF,WR,0,1,0
wk01_ppr.csv,355,Jamal Agnew,JAC,WR,0,1,0
wk01_ppr.csv,355,Khari Blasingame,TEN,RB,0,1,0
wk01_ppr.csv,355,Nsimba Webster,CHI,WR,0,1,0
wk01_ppr.csv,355,Eric Tomlinson,BAL,TE,0,1,0
wk01_ppr.csv,355,Tarik Cohen,CHI,RB,0,1,0
wk01_ppr.csv,355,Penny Hart,SEA,WR,0,1,0
wk01_ppr.csv,355,DeAndre Carter,WAS,WR,0,1,0
wk01_ppr.csv,355,Jaydon Mickens,Multi,WR,0,1,0
